http://movie.douban.com/subject/3619100/	IRIS 아이리스
(3星)	 人生处处陷阱，处处阴谋，能力和智慧，都很重要。大虾的推荐，有悬念且节奏紧凑的韩剧还是第一次看到。            
(5星)	 哇咔咔！好看！            
(5星)	 很不错啊,可是结局太不厚道了            
(NA)	 韩剧终于大作入樽了一把……难得的有一部韩剧看起来让人不昏昏欲睡……            
(3星)	 结局很狗血.            
(3星)	 后面剧情发展有点牵强，人物心境的矛盾转变等刻画欠细腻            
(3星)	 前面还不错，后面有点看不下去了            
(NA)	 ！！！！            
(4星)	 动作             
(3星)	 追的有点累 为了这个名字。。            
(NA)	 真实的自己在哪里            
(NA)	 超级好看！！！！ 就是结尾有点不爽            
(4星)	 最后几集实在看不下去了，催泪            
(5星)	 已经算近年来拍的很不错的韩剧了，虽然模仿美剧的成分很高，但是还行，结构紧凑基本没有能让我快进的地方~~本来觉得李秉宪很丑，可是他的演技实在是不错，金泰熙也很漂漂哦~~            
(4星)	 看第一集就深深迷恋            
(2星)	 买了盘，看了一半。还是看看童话和公主吧，哪怕是灰姑娘也好。            
(5星)	 实在太好看了！            
(3星)	 给人的感觉是：幕后BOSS解决完一个，出现更大的一个BOSS；再解决一个，出现更大的BOSS。。。还有就是。。。结局的感觉很突兀。。。明明要求婚了，居然男主死掉了。。。。            
(3星)	 剧情经不起推敲的地方太多，追逐戏枪战戏和悬疑部分往往想模仿美剧却又硬伤太多，反而让人感觉东施效颦十分跳戏。如果只是为了看俊男美女的爱情偶像剧来的话尚可以接受，但将其归为悬疑碟战局实在有辱悬疑剧之名            
(NA)	 喜欢金素妍            
(3星)	 最后一集没看，韩剧啊！你丫不能不虎头蛇尾了么。。。。。。。            
(NA)	 虎头蛇尾的感觉，不过很赞叹李秉宪的演技            
(5星)	 好看，谍战情节和主人公的感情融合得很好。希望会有第二部，而且主角不换            
(5星)	 握过的手分开了，就是天涯。            
(4星)	 让我发现李秉宪很帅。。。            
(3星)	 金泰熙很漂亮~ 韩国应该是第一次拍这种片子，投资很大，但我到没觉得很精彩。。纯粹是韩国人在YY吧            
(4星)	 结局让人有点失望丫~            
(4星)	 结局简直不安逸            
(5星)	 看17集的时候哭了···那感情···怎叫一个复杂···            
(4星)	 剧情发展到后面有些假。可惜了。            
(4星)	 韩剧里比较有意思的一个，起码情节没那么拖沓            
(4星)	 蛮不错的~干净利落，没有太多累赘的东西            
(5星)	 喜欢你，没道理。            
(4星)	 金泰熙，吼吼            
(3星)	 也很纠结....            
(NA)	 金贤俊果然是个悲剧人物啊..            
(3星)	 从不看韩剧、因为是关于谍战的就看了、结尾真的很狗血、就像痞子英雄。我被善华感动了、一个女人连命都不要了，只得到一束花，却幸福成那样！！            
(3星)	 故事拖沓了些，结局虽然合情理，但太悲了。这部电视剧是韩国的一个朋友推荐看的，她对李秉宪大加赞赏，而我是第一次看李秉宪的电视剧，感觉男二也不差的，呵呵！            
(NA)	 前五集很有美剧的架势，看得我热血沸腾，不过后面有点拖沓，可惜            
(5星)	 不同于一般的韩剧            
(4星)	 不好不好，我居然在考完qualifying之后独自扫了一部韩剧，女二号够帅            
(NA)	 看到第十集看不下去了   从第四集开始一直在拖沓  金素妍在里面的短发给五颗星            
(3星)	 本是冲着人才看的，前面几集还可以，总是感觉剧情有些拖沓            
(4星)	 结局呀……不爽            
(5星)	 剧情紧凑  镜头很美！~~ 推介推荐！            
(5星)	 结局还是仓促了点，虽然是还有第二季，但是这样的结尾会搞得别人感觉很倒胃口···对于第二季的期待减了点~            
(NA)	 喜欢啊            
(NA)	 好多场景都很美~一个莫名的结局，李秉宪半死不活，估计李秉宪继续演就让他活过来，不演了他就死定了            
(NA)	 别的国家的电视剧能拿总统说事，我们……好喜欢他们的那段旅行，还有李承宪的演技也太好了吧，好真啊            
(3星)	 实在看不下去，主角不是我的菜。            
(3星)	 只是为了看金承佑            
(4星)	 他们的爱感动了我            
(5星)	 好久没有出现一部韩剧能够吸引我看完它的了！美男有什么用？型男才是硬道理，即便最潦倒邋遢的造型，意志依旧散发魅力！            
(1星)	 小韩民族自恋到骨子里。            
(5星)	 结局很无语。。。金泰熙的气质依然无人能敌。。。            
(4星)	 冲着大饼去的，没有失望，但是结局太搓了。。。            
(4星)	 恩，跟以往韩剧不同哈~金素妍一开始的发型好帅！搞得我都想剪头发了，不过爱上李秉宪之后发型就不那么帅了。。。剧组不给拾掇了哈哈            
(5星)	 太爱善华了喜欢追爱的女人            
(4星)	 死的真草率            
(3星)	 烂尾烂尾！top死的也太白痴了吧。。。            
(4星)	 之前不是太喜欢李秉宪。由于这部韩剧的收视比较不错，抢了不少是美男的收视，所以想看看到底怎么样。还不错，故事还挺吸引人的，结局我没太明白，BLACK是谁啊 2季再揭晓？贤俊怎么就死了呢。话说，泰华可够帅的。 不过还是T.O.P最爽了 哈            
(5星)	 男主角表演的很不错！            
(5星)	 好看的剧，只是结局似乎太仓促了！            
(NA)	 结尾很扯淡……剧情还行，感觉现在谍战片开始流行            
(4星)	 稍微长了点            
(5星)	 很巴适            
(4星)	 这个杀手不太冷，但太帅。。。            
(3星)	 这个题材  我不感冒            
(NA)	 好久不看韩剧，题材还算新颖，但是情节还是老套~~很喜欢金素妍在里面的角色，绝望又满溢的爱，让人心疼。            
(4星)	 难得比较紧张精彩的韩剧。不过，看着韩国人自认为很重要，很强大，很先进的样子真的蛮好笑的~很想模仿美剧~算是比较成功吧            
(4星)	 秉哥真帅 以前没觉得            
(3星)	 假!            
(4星)	  又见韩泰俊大叔,老了            
(5星)	 这结局。。            
(3星)	 李秉宪真的超有男人味 前面5分超值 后面结尾太烂 严重败笔 与其花大钱搞爆破场面 为虾米多下点功夫在编剧上呢。。。。。。            
(3星)	 是一部韩国人恶心朝鲜人的电视剧            
(4星)	 很精彩的片子，剧情紧凑，节奏很好，很有悬念。除了结局有点莫名其妙            
(NA)	 典型韩国风格的泡菜剧            
(3星)	 结局有点让人闷            
(3星)	 除了金泰熙的演技，一切安好。。。。。            
(4星)	 李秉宪真的很man,金泰熙也真的很漂亮的 都是我喜欢的             
(3星)	 金泰熙真白羊真好~~可惜看几集又变苦情戏码。            
(4星)	 本要给5星的，就因为狗血结尾~~            
(3星)	 李秉宪哪里帅了，跟我爸差不多。            
(3星)	 结局烂的不行啊。  最后草草了事。前面还是蛮扣人心弦的。            
(NA)	 N久没看韩剧了，最终还是冲着演员去看了这部IRIS，结果发现目的和原因是一致的，剧情一般，演员比较抢眼，都是一样和我阔别韩剧几年的人了，这次的回归演出，不负重望，貌似拿了很多KBS大奖~~~李秉宪不算是大帅的男艺人，但每看一部他的作品都越发觉得他的魅力无穷啊！金泰熙简直美到完美啊            
(4星)	 为什么搞得像美剧一样还要出第二季？            
(3星)	 看了几集，不好看            
(5星)	 非常好看            
(3星)	 从这电视剧中我得出结论，收视率不代表什么            
(5星)	 暗指朝韩问题            
(5星)	 结局很可惜！            
(NA)	 看了一半打算放弃 董鹿说李秉宪已经毁过宋慧乔这次又要来毁金泰熙            
(5星)	 结局有点悲剧```  看完有点疑惑 IRIS最后主使是谁都不知道- -            
(3星)	 结局真是狗血的要死，蟑螂一样生命力的男主，最后一枪死掉了，韩国人真是悲剧上瘾了            
(4星)	 就是有点虎头蛇尾            
(5星)	 哟哟哟~TOP真帅~            
(2星)	 剧情方面安排的一塌糊涂。各种人物都没有交代清楚。10集就能完的东西硬是做成20集。最后的结局更是狗血的无语了。            
(3星)	 从李秉宪怎么都弄不死那开始 我就厌了            
(4星)	 无条件支持泰熙            
(4星)	 给四颗星，为了不一样的韩国电视剧~            
(5星)	 封面人物都帅呆了,韩国佬拍片就是唯美            
(1星)	 很努力的在看了，可惜怎么也看不出好            
(5星)	  已经看到10集了。目前为止还是很不错的。很紧凑。剧情合理。            
(NA)	 剧情紧凑，场面真实，超喜欢男主角。。            
(NA)	 李秉宪好帅呀~~~~            
(4星)	 结局太草率             
(NA)	 看了结局后感觉云里雾里 是有续集出来是么？？消息是否可靠阿？？            
(4星)	 和之前的韩剧还是有点差别的，不过假的地方还是太假了。。。。但很期待看到结局啊            
(5星)	 结局不好 剧情很不错的 老妈都说好看 嗯.            
(4星)	 非中性的帅气！！！说的好~~~~金素妍10年来的爆发哈哈            
(5星)	 看了三天，终于给看完了。之前不错，结局太让人费解了            
(3星)	 被结局打击了。            
(4星)	 看过《狗狼》后就对这一类的韩剧比较感兴趣。虽然不是很喜欢李秉宪，不过金泰熙和金素妍是很喜欢的，特别是对素妍在这里演的这个角色很感兴趣，是我喜欢的角色。            
(5星)	 引人入胜            
(5星)	 从第一秒开始就一直节奏紧凑，故事题材非常敏感，讲故事的方式很像美剧，后期的剪辑也很下功夫，演员的演技都是一流的，种种种种，使我无法移开眼球。            
(5星)	 最终让我落泪的还是思宇...            
(5星)	 最后的结局好雷……            
(4星)	 连看两部剧都是莫名其妙的结局，2010真是流年不利啊啊啊啊啊啊            
(4星)	 结局让人失望，很明显有续集。            
(5星)	 剧情可以 画面不错！就是top死的特莫名了！不合常理~~期待2            
(5星)	 喜欢男二号还有女二号~~~囧~~            
(4星)	 结局太差了..            
(5星)	 环环相扣的剧情，加上韩剧的浪漫            
(4星)	 狗血的結局啊...李秉憲大叔演技真好，MS整容了吔 其實這部劇的演員們演技都超好啊            
(5星)	 太屌了，看过韩剧里面我最爱的一部。谢谢你IRIS陪我度过了寂寞的元旦。我哭了，中国的连续剧为什么差距就那么大呢？            
(3星)	 按照惯例，基本上所有的电影电视和书籍我大部分喜欢男二号，对女一和女二号都不怎么感冒。      放假三天，看了IRIS,其实这部电视剧也不那么有新意，只消看到前面六级就能猜到故事大概和结局。只是里面的演员都是大爱啊。秉宪大叔还是一如既往地帅着，记得第一次看到他是在《美丽的日子》虽然现在            
(4星)	 音乐画面都不错。。情节紧凑。。帅哥美女。。崔TOP童鞋百变造型。。真TMD。。帅。。。。缺点是。。男主塑造得太弱，为了迁就他，其他人就只能比男主还弱=   =            
(5星)	 比《狼和狗的时间》更吸引我吧，唯一觉得有缺憾的地方在于金泰熙的气质与这个角色有点不协调            
(3星)	 结局那是什么和什么啊？莫名其妙简直。。。            
(5星)	 我只能说：超级好看，李秉宪绝度是演技派。            
(4星)	 冲着短发的金素妍去看的~有点震惊= =突然明白为啥韩国美男收视会输，就跟哆啦Ａ梦的剧场版会输给变形金刚一样，这个是技术活。但是哆啦Ａ梦才是喜好。银子啊银子，每一个镜头的都是银子！没想到这么大制作- - 美女很美，大叔气场不错，故事BUG有好几个= =但是作为电视剧。值得推荐啦~            
(4星)	 剧情还行，但是结局太匆忙也单调，感觉比较突兀。            
(4星)	     就是对结局有点失望。。            
(5星)	 怎一个赞字了得~            
(4星)	 喜欢的题材 扣人心弦的情节 不过结局有点郁闷 大扣分。。             
(4星)	 爱情戏几多下ch03 匈牙利嘅海太靓了，李秉宪嘅眼妆好浓个编剧好明显脑入水感谢一众演员系嘀咁嘅剧本下都表现出色，同埋画面拍出嚟真系好靓，好干净俾4星系因为呢出戏所投入嘅资金、演员表现出嘅诚意            
(4星)	 又一杯具啊~不过算是韩剧里的上乘之作啦，现在发现韩国男演员演哭戏的水准绝不亚于女演员，看得那个心酸啊~大赞李秉宪！            
(3星)	 最让我感动是华丽丽的配角们，无论是陈思羽，善华，朴哲荣，BIG，还是姜图哲，都是过目不忘的角色，陈思羽那句“呀，矮子！”把枪踢到他面前，这里我真的难过到死了，痛苦到要滴出血的眼神，男二永远都是最悲情最虐的角色。不过对于这样的一个狗尾续貂的结束，我真的只能说实在是烂透了。            
(NA)	 看完觉得有点乱 总是觉得结局很紧凑            
(4星)	 大家都站在金素妍那边，同样喜欢她的我先入为主的认为男女主角最般配            
(NA)	 秘密无处不在...            
(5星)	 额～～～            
(4星)	 不可多得的韩剧，制作个人觉得精良，虽然结局不是很满意，但也是为下面留伏笔，想想也就忍了。里面的插曲都不错，至今存在MP3里。            
(4星)	 断断续续看了一个多月，剧情还OK，但结局令人不够满意。。。            
(4星)	 最喜欢金素妍，在日本旅行的那段很美，真的很唯美，只是结局有些让人费解，真的有第二季吗？李秉宪没档期所以才被导演弄死的吗？            
(4星)	 別看最後五分鍾! 導演被思宇附身了，嫉妒李秉憲和泰熙的Happy Ending，莫名其妙給了一槍，導演去吃屎~~~TOP阿... 你屎得忒慘了... 居然還有bobo...             
(5星)	 看完这部片，喜欢李秉宪……            
(NA)	 当时是每周追集看的，很纠结。。。结局编剧留给大家自由空间发挥想象吧            
(4星)	 虽然是瞎编的，至少比大部分国产电视剧有诚意            
(NA)	 最后一集让人沮丧，感觉是另一个越狱。场面华丽，配乐动听，动作片拍的可以，只是感情戏有些不足。总的来说我很喜欢，最喜欢的演员是朝鲜的那个哥们，叫。。。什么来着？            
(4星)	 真的很喜欢！虽然有不同的声音，虽然剧情有点虎头蛇尾，但整体精致，瑕不掩瑜。94喜欢~切！            
(3星)	 后面简直没办法看下去            
(2星)	 潦草地看了，但可以把握大意。没什么重点感觉可言，很一般。主角基本死光。有个朋友说想看续集。大跌眼镜。            
(5星)	 反正只好看。。感情戏到位            
(5星)	 今年看的最好的电视剧了~剧情不错，很精彩！演员帅的啊~漂亮的啊...喜欢啊喜欢~~            
(NA)	 结局又是个迷。。这剧太多未解的迷了，难道还有续集？问题楠竹们都么了啊。。            
(NA)	 好看 嘿嘿            
(5星)	 很不错的电视剧，韩国少有的间谍大片，场面不亚于美剧！            
(3星)	 没兴趣看完            
(4星)	 题材新鲜            
(5星)	 悲伤的结局 却让我觉得那么的唯美·穿梭在子弹中的爱情            
(3星)	 前十多集还好，结局太狗屎了            
(3星)	 留下的不是悬念，是怨念！            
(NA)	 美女            
(4星)	 李秉宪的演技值得赞赏，就是编剧有点shit            
(3星)	 那“中國人”一開口。。。我笑了。。。pc還真nc。。。還有那朝鮮的畫面。。。不知是幾年前拍的。。。沖著諜戰片的劇情去看的。。。結果 還是這樣。。。不過 還是 比一般的韓劇 要好一點。。。差一點沒認出金素妍來。。。囧~            
(4星)	 帅哥美女看的我眼花缭乱。            
(4星)	 先看的痞子英雄,这个似乎制作精良一点,点子有点照抄痞子英雄            
(4星)	 就是结局太烂...            
(5星)	 权利，爱情，友情，亲情，利益，国家……            
(4星)	 总的来说应该是很好，精致的拍摄画面，精心的剧情设计，强大的演员和演技。可能是我本身对这种谍战题材的东西不是很感兴趣吧，看的无聊得很。            
(5星)	 我这辈子看过的最好看的电视剧！我这辈子看过的最好看的电视剧！我这辈子看过的最好看的电视剧！            
(NA)	 看了六集实在撑不下去了            
(5星)	 一个结尾让人觉得伤心，当两人决定不再参与国家政事，想开开心心的生活却被一枪给结束，片尾俊贤中弹后，不忘把自己的头转向女主角的地方，他的无奈伤心的眼泪跟女主角幸福甜美的微笑形成一个强烈的对比，想想都觉得心疼~            
(2星)	 最开始看这部片是因为金素妍，一直很喜欢她，因为她太性感太冷艳了。但是在看了后才发现，里面除了金素妍其他都不值得我去看，是部很商业的片子。很多人说剧情很好，我倒不觉得。            
(NA)	 比同国家同类的深刻            
(2星)	 看不下去            
(5星)	 光有金泰希和金素妍就足夠吸引我的眼球了。20集的韓劇一點都不拖拉。可以說，坯子英雄vs iris。真的是不分高下。iris感覺更專業點            
(3星)	 主要是金素妍还可以，开始超棒可以打5星，结尾只能打一星！            
(5星)	 超级喜欢超级喜欢超级喜欢~~~~~~~~~！！！！！！！！！！！            
(2星)	 要不是TOP我都不会看哪么多            
(5星)	 人最大的力量不是外在的，而是内心的力量！            
(5星)	 这是我第一次追得死去活来的剧。也许有人不喜欢，但是我自己喜欢就好。吼吼吼。。好喜欢里面的大饼跟熙熙在一起啊。俩人现实中在一起貌似也不错哈。金素妍也好好看哦。演技真不错。好几次被她感动了。            
(4星)	 如果不是结局太烂就是五星了            
(4星)	 贤俊和善华之间轻易更深厚吧，一见钟情的爱情，到底有那么靠谱吗？            
(3星)	 编剧对结局的处理让人不得不承认这是一部失败的电视剧            
(3星)	 前几集真的很好看 我其实觉得这部剧应该在核武器那个地方结束搞到最后片子让人越来越无奈            
(5星)	 大爱李秉宪!!!            
(5星)	 怎么可以这么好看呢?一口气就看完.李秉宪演得真是好啊，而且超帅            
(5星)	 原來這種劇才是本姑娘的最愛            
(4星)	 就這題材不看泡菜劇的人也得看啊。            
(4星)	 最后那男主角死得郁闷 如果没续集的话。。。            
(4星)	 开始的时候觉得李秉宪可丑了，看到后面不得不说演技很好啊！金泰熙很漂亮啊！最后，超变态的结尾啊！            
(4星)	 不死鸟的烂结局            
(4星)	 虽然结局让人很冒火,但确实算好看的韩剧,应该说是类似美剧的韩剧.关键是男主角很造孽.在吃饭的时候边看边骂,真是安逸!            
(4星)	 其实一般啦，不过放在韩剧里面来说，还算是有了突破的~加上金泰熙和金素妍，这剧还是可以推荐下的。被感动到的还是金善华的爱情，很喜欢这个女人啊。估摸着还会有第二季~还是换个男主吧，李叔叔的颜实在是...好吧，我遁。            
(4星)	 剧集的前半部分很合理，可是到了最后狗血到了想砍编剧的份。            
(5星)	 现在只想看第二季            
(5星)	 很期待第二部~            
(3星)	 哎，，后面的一枪啊~~~（有续集吧。。）            
(4星)	 喂糖果那里还是很sweet~~但是后面还是有点拖沓……            
(3星)	 结尾比较诡异            
(4星)	 看的结尾让我很纠结呢，好奇怪的结局            
(1星)	 老套的韩剧。。。            
(2星)	 其实我只看了一集就没看下去了，韩国人拍这种片。。。额。。。然是觉得有点怪。。。            
(5星)	 好看呀好看 大饼、金泰熙、金素妍演的都很不错            
(3星)	 一码黑一色，酷得很，刚开始几集看得挺来瘾，后来有点视觉疲劳了。男女主角在日本那段拍的蛮好的，可能也是雪景的原因，冰天雪地里泡温泉的感觉可真好。因为提前看了结局介绍，最后两集怎么也没兴趣看下去了，可能太喜新厌旧了~~            
(3星)	 韩剧编剧还真是……唉 鸡血啊            
(5星)	 前半部分还是很精彩的，虽然情节漏洞很多，但是光看大饼的演技就已经很值得了~~片中的歌曲很赞！！！            
(3星)	 到后面有太多不合情理的东西出现，这让人难受，但是也难得韩国大棒能拍出这种片子来，毕竟他们的世界观是比较狭隘的            
(1星)	 这部戏苦闷死了            
(5星)	 这是个韩剧的突破 情节很紧张吸引人 也有细腻的感情 。冷血的谍战和人性的弱点穿插在一起 让人欲罢不能~~            
(4星)	 李秉宪属于那种越看越有味道的男人。前半部分很好看，中间的时候有点不想看了，但是，结局，太纠结。好不容易离开了nss，好不容易过上了平静的生活。好不容易，他们能住在一起床就能看见大海的房子里，与世无争的生活，但是，命运太捉弄人，眼看就要得到的，总是距离越来越远的。            
(3星)	 前几集相对紧凑……            
(4星)	 每一集都扣人心弦啊。。            
(5星)	 因为那个破烂结局只能四星半，然后四舍五入..            
(5星)	 好符合我的口味啊            
(4星)	 本来是不喜欢金素妍的 越看越喜欢～很来是很喜欢泰熙的，越看越觉得演技还是不如素妍～最爱去日本旅行那一段～偶也要去滑雪泡温泉            
(3星)	 开头不错，后来漏洞百出。。。whatever 就只是来看泰熙            
(NA)	 好吧，两年没看韩剧了。。。3天看完这个了。。。感觉还不错，虽然看着有点抄写反恐24小时的感觉。。。不过第二季出来后，继续会追。。。            
(5星)	 李秉宪的演技堪称一流啊~            
(4星)	 结局让人失望，很明显有续集。            
(5星)	 最喜欢善华，没有她这部戏最多给3分。            
(5星)	 我喜欢的男人和我喜欢的女人们拍的戏,我当然喜欢啦~            
(3星)	 正在看～～～            
(5星)	 其实到最后，好希望贤俊跟善华在一起。不过也能想象到不可能，毕竟胜熙跟贤俊是经历了生死的。不过最后结局虽然认为不能避免出现这样的情况，但是。。。还是觉得很可惜啊。。。很遗憾。。。那么美的场面。。。可惜            
(3星)	 帅哥美女亚～饼哥的片子还是有点保障俄～～就一部韩剧来说～拍得也算干净利落了～追加～饼哥真不错～～            
(4星)	 结局让我吐血~            
(NA)	 结局~意料之中！？            
(5星)	 终于看完了，有点舍不得呀。李秉宪成了超人了。个人英雄主义蔓延。不过金泰熙好美呀。金素妍也一点都没老的样子。蛮好看的。太不爽结局了，气死人了。一定要这样么。诶。            
(NA)	 超帅，喜欢善华这样的女子            
(4星)	 就为了他看的。结尾是狗尾。            
(4星)	 结尾纠结了点            
(5星)	 可惜结局太惨了            
(4星)	 结局很狗血，过程很牛B～韩剧也可以这样拍的            
(4星)	 导演你快点出第二季~那么不明不白草草了事诡异不已的破结局算什么？？            
(NA)	 就是不喜欢结局            
(4星)	 刺激，有情节            
(4星)	 真喺！电视剧都可以做到咁多悬疑点！！！劲！考试期都照追啊！！            
(NA)	 阵容强大，造型不错，只是情节有点老套            
(4星)	 是一部不错看的片子！            
(5星)	 最后两集有点虎头蛇尾，总体还是情节紧凑制作精良make sense的。被雷到是某一集字幕写“某国：香港”，靠，已经不把香港当中国的了            
(5星)	 结局很震撼！            
(5星)	 一定程度上改变了对韩剧的看法…很喜欢这个结局，很有感觉，+1星            
(4星)	 在韩剧中算是稍微有点新意的，联想起痞子英雄了，比痞剧有料。结局不能接受，敷衍了事之嫌            
(3星)	 节奏缩短至13集，同时别烂尾的话，可加一星……不如痞子英雄。            
(4星)	 看完最后10分钟前都是五颗星，这个结局毁了整部戏。。。            
(3星)	 我就是为了看金泰熙才看的            
(5星)	 好看            
(3星)	 愤怒，现在的电视机都是没有结局了。            
(5星)	 09年圣诞~超好看的剧 每一集都像是电影~            
(3星)	 竟然没有兴趣看完...            
(NA)	 前面的几集，不错，爱情戏是韩剧的特长，所以很喜欢金泰熙和李秉宪在日本旅游的那段感觉很唯美，其实也许是不怎么看韩剧吧，其他韩剧比这唯美的多了，但是没看过不发表评论，整体上挺不错都，但可惜是个悲剧啊，但是还是蛮喜欢的。            
(4星)	 够华丽，够大胆！            
(NA)	 没有想象中的好~            
(4星)	 另我刮目相看的韩剧~~~想到了《痞子英雄》            
(3星)	 结局啊，看不懂啊？            
(3星)	 整体而言，还不错.....他就像是个神一般的男人，不死之躯.....但是结局却死得有点莫名其妙，神一样的男人死了            
(4星)	 一味追求收视率和突破性结局只会让愉悦戛然而止。            
(4星)	 编剧是好莱坞电影看多了吧，全是用阴毛阳毛的，最后还来个畅想式悲情大结局            
(5星)	 象美剧的韩剧            
(4星)	 场景气场都十分强大，但是金泰熙的演技有待磨练啊。不过，编剧真的很烂，最后的结局实在让人无法忍受，为了第二部的收视率也不能这样啊            
(5星)	 排除剧情的硬伤，非常不错的电视，短时间内都不想看其他的韩剧了。还是要赞一句，金素妍真是太漂亮了太会演了。给她发挥的戏份还是不够多啊。            
(4星)	 阵容还算强大，剧情难自圆其说。            
(4星)	 要是缩成10集，能更好看。。。            
(5星)	 结局是怎么回事 而且 Mr Black也不知道是谁 最后真混乱            
(5星)	 其实好希望剧中李秉宪和金素妍多一些感情戏。。剧情很不错，既有韩剧的唯美风格又有美剧的紧凑感，个人很喜欢李秉宪，还有男二号的演技也超赞。。            
(4星)	 结尾是败笔            
(4星)	 鸢尾花~            
(3星)	 不能说的秘密~狗血的结尾,不知所谓            
(5星)	 剧情演员我都爱~看罢之后一切电影电视剧都黯然失色~            
(3星)	 看不下去呀。。。不知道为什么             
(4星)	 稍许言情版CS 继续看网友轰编剧            
(5星)	 前面的情节十分紧凑，而且里面的人物我都很喜欢，觉得金泰熙很漂亮，李秉宪很man，金索妍在里面也很有个性！！就是结局不是很好，而且结尾的很仓促……            
(2星)	 烂尾楼            
(4星)	 题材新颖，演员出色，结局仓促而狗血            
(4星)	 不错哈            
(NA)	 扣人心弦，最关键打动我心的是大饼与熙熙之间暖暖的爱情，真的很有爱，只是现实很残酷，期待下周的特别结局版            
(4星)	 结局真郁闷。。。。            
(5星)	 看了两个多月啊……奶退的 男主角死的不明不白的弄个大悲剧            
(5星)	 韩剧真是越来越强了。。。竟然也能做到如此精致的谍战片。。。每一集都紧凑而且扣人心弦。。。。可以赶得上美剧了。。。。。从以前的《宫》到现在的iris。。。。编剧的设想越来越大胆。。。。估计这个在中国肯定是行不通的。。。。            
(4星)	 典型的模仿24小时，但是模仿的还不错，能看下去。            
(NA)	 冲着top看来的。说iris好看的肯定没看过24。            
(4星)	 在看。第16集了、看了就想一直看完了。就想要看到坏人都被惩罚            
(5星)	 满分给我男人 TOP            
(1星)	 垃圾结局，整剧没有逻辑性可言，太假了，难道棒子还想搞第二部？？            
(NA)	 思密达，贤俊啊，你怎么可以这么死掉伐            
(5星)	 角色里我喜欢的是善华，故事里我向往的是秋田的温泉白雪和布达佩斯的下午茶，细节里我想要的是情人节的糖果和。。。。            
(5星)	 编剧怎么能让贤俊死了呢？！            
(NA)	 整体不错，结局仓促。希望第二季有更好的表现。            
(4星)	 结局有点悲剧 要大团圆就好了            
(NA)	 结局很草率。            
(3星)	 有一种被骗的感觉...            
(5星)	 看到4点。。居然            
(3星)	 结局真令人失望，为了收视率不能这么做呀！            
(NA)	 在韩剧里少见的题材。敏感又吸引人。喜欢主角。无论是演技还是长相。虽然不能要求完全推掉韩剧那种狗血剧情，但至少很难猜到下一集的内容。看完以后会想起暑假的一部台剧《痞子英雄》，手法很相似。不过最后编剧不知想什么，有人说喜剧结尾很俗，也总好过你那样突然来个悲剧好吧。毁在结局的片子。            
(1星)	 看完第一集就看不下去了，对不起推荐的人了            
(NA)	 开始觉得一直都不错，还推荐同事也看，最后结局晕了，拍续集是吗？汗！！            
(NA)	 结尾真JB烂            
(5星)	 最后一集。我看到流泪。不知为什么。            
(5星)	 最棒的韩剧  李秉宪阐释了什么是专业演员@            
(5星)	 结局很纠结，还是喜欢金素妍……            
(4星)	 结局太恶心了            
(4星)	 看了一半就失去兴趣了..            
(3星)	 那么无聊都能看完，我真无聊            
(NA)	 早知道是这个结局就不看了            
(5星)	 特别特别的韩剧，特别帅的TOP，特别感动的素研，在这么多女演员中，我还是觉得她的演技最好了            
(4星)	 弄不懂结局……            
(5星)	 思宇死的时候真的太可怜了...白山失败就是因为他找的人都太正直了,江山一改本性难移啊            
(5星)	 什么才能让你记住我，也许就是默默的离开吧            
(NA)	 不错了，男人都爱看的韩剧，希望下季  李秉宪 还活着，活着邀请张赫出演，我觉得他们很像。            
(3星)	 本来想给四颗星的，但结局太囧了，神奇八怪的！            
(3星)	 “看到后来才发现是烂片”@！唉，导演中间脑袋 被门夹了。。。            
(NA)	 善华的爱情，感动了我。            
(3星)	 看了几集，看不下去了，实在不喜欢女主角            
(5星)	 很好看的谍报片~~但结尾很难接受~~感觉BJ有点虎头蛇尾~~太多的悬念都还没揭晓~~            
(5星)	 很不错的一部韩剧，不同以往，感觉很新鲜            
(3星)	 开头很赞，结尾很烂。            
(4星)	 美女            
(3星)	 很想看完~~~看不下去            
(NA)	 看完了，很好，最后结局很意外OST很华丽。            
(3星)	 阴谋论，烂尾片。            
(5星)	 非常完美 。剧情纠结我看的也纠结。最后2分钟居然出了个悲剧，我想杀人呐。             
(4星)	 第一眼看到短发的金素妍我当场石化。太喜欢这个发型和眼神了。随着剧情升入深深为善华这个角色感动。ps：编剧就是仨挫人。。。。。什么烂结尾            
(3星)	 破坑终于被我填满 和天朝的谍战剧完全不是一档次的            
(NA)	 原来是场悲剧～～好郁闷！            
(4星)	 纠结的不要忘记~            
(5星)	 赞~！！！！            
(4星)	 节奏很紧凑，高潮迭起，希望结尾不要太烂俗。            
(5星)	 看得欲罢不能~~            
(3星)	 结尾也太草率了，相当什么也没交代，什么悬疑也没解开嘛我亲爱的编剧同志呐。。。            
(4星)	 酷~~~~~            
(3星)	 棒子难得拍个谍战片，支持一下            
(3星)	 韩国拍的这种题材的电影，IRIS算是成功的~首先在演员配置和投资方面 就站的高了一步！            
(4星)	 一部像美剧的韩剧20集的最后几分钟实在是让人不看好...但总体来说还是挺不错的...            
