http://movie.douban.com/subject/1419297/	越狱 Prison Break
(5星)	 不失为美剧悬疑经典！            
(5星)	 或许是统治者都是恶的~无所谓党派之分            
(5星)	 第一季太经典了            
(NA)	 喜欢            
(5星)	 第一季            
(5星)	 刺激！            
(5星)	 我我我我 觉得实在太经典了            
(NA)	 第一季之后没耐心看下去了            
(NA)	 不错            
(5星)	 米帅            
(5星)	 第一季好看的            
(NA)	 米帅            
(NA)	 我的最爱温特沃奥。米勒            
(5星)	 对正义的追求，不惜一切代价            
(5星)	 还用附注么这个？~            
(4星)	 3遍哦！            
(5星)	 国产片剧情猜中率80%，越狱15%            
(NA)	 从惊艳到平庸的坠落            
(NA)	 养眼的帅哥，紧张的剧情，让你情不自禁的爱上它！^_^            
(5星)	 Scofield。期待第四季。            
(5星)	 经典            
(4星)	 从此以后美剧一发不可收拾...回过头 后面反而不精彩了            
(NA)	 等待第四季            
(5星)	 始终都是第一季最精彩            
(NA)	 下面是第四季？还是第五季？...never mind...            
(5星)	 每一季都超级好看，，            
(3星)	 人家说很好看，我只觉得等的急            
(3星)	 喜欢米帅！但是剧情太夸张了，第三季就看不下去了。            
(4星)	 好多五星啊            
(NA)	 迈克太NB了            
(NA)	 经典！            
(5星)	 绝对王道            
(NA)	 最赞的一季类            
(5星)	 建议别看第三季            
(5星)	 看过第一二部,第二部不如第一部,总觉得男主角应该是处女座的,把事情想得如此周到.曾经和易刚聊起这片,那时候他还在和徐州,我们还只是不熟悉的伙伴罢了,从这点看,我们算是志趣相投的人,不过现在已经物是人非了,时间过得真快啊.喜欢这片,喜欢一个人思考缜密的人,也喜欢那样的一段时光.            
(5星)	 迈克不只是一个帅气聪明勇敢的一流工程师，全剧透出的是他的那种责任感。兄弟俩的互帮互助令人感动。            
(NA)	 长            
(NA)	 最爱！！！！！！！！！！            
(NA)	 垃圾            
(5星)	 精彩的第一季，迷上米帅，可惜后来才知道他不喜欢女生。。。            
(5星)	 20080618            
(NA)	 只为是兄弟!!!            
(4星)	 可24比起来，还是感觉差一些，和题材有关系。看到10多集，场景重复以致有些审美疲劳。            
(5星)	 强力推荐 第一步最好看            
(NA)	 hot hot hot            
(5星)	 wentworth miller~我滴神呀，你为神马是GAY啊！我如此挚爱的美剧！            
(5星)	 第一季很经典            
(5星)	 经典！            
(NA)	 扣人心弦            
(5星)	 高智商的游戏啊            
(NA)	 今天你越狱了吗？            
(5星)	 Miller美型。。            
(3星)	 要不是王月也看就4星了            
(4星)	 本人的推荐仅限于第一季            
(4星)	 非常喜欢第一季            
(5星)	 强悍的第一季，当然我也只看了第一季            
(5星)	 比较吸引、紧凑。            
(NA)	 只看了第一季。。。            
(5星)	 很喜欢Sara             
(5星)	 老子就是喜欢T-beg。            
(NA)	 经典！！喜欢文特沃斯•米勒~~            
(5星)	 曾经痴迷            
(5星)	 我是很早开始看越狱的，但是一直只看1，只看最经典的            
(NA)	 越狱             
(NA)	 智慧            
(NA)	 P.B.            
(4星)	 第一季还没看完就跟丢了。。。只记得那个帅哥。。。            
(4星)	 好复杂            
(5星)	 原来这是收集的最热的美剧。米帅人气太旺了。飘过。第二季之后对我个人来讲不是太感冒了。            
(NA)	 经典支持            
(5星)	 看过最好看的电视剧            
(5星)	 从此爱上美剧            
(5星)	 虽然一季不如一季。但是第一季超级好看。            
(5星)	 世界杯期间两个通宵看了2季。爽。            
(5星)	 第一季才是真正的越狱，有时真的不需要什么续集。。。            
(NA)	 经典的第一部            
(5星)	 史沟飞，额的偶像啊。。。            
(5星)	 it&#39;s my best favorites            
(5星)	 第四季马上就要来了~ 坚持看完~            
(NA)	 不错            
(NA)	 kuo以            
(NA)	 火到不行            
(4星)	 接触美剧的开始，挺精彩的。            
(4星)	 哪里能买到第四季            
(NA)	 第一部还行            
(NA)	 第一季            
(NA)	 Went^^            
(NA)	 喜欢！！            
(5星)	 最大的感触：michael能很好地利用周围的人优点也包括缺点来达到他的目的，如Sucre的干练，T-bag的机敏，belrick的胆小，还有那个精神病人的怪异能力等等。当然,michael毕竟也是人也会有缺点有不知所措的地方，还好有亲人和朋友的鼓励。不会把他描述的像超人，当然他的冷静和周密的计划能力比常人的确高的不少。另外一个感触是现在社会如果你不要让人找到你，你就不要社会上的一切方式什么电话，手机，互联网，照片和视频等等。真是好恐怖啊！            
(5星)	 追的第一部美剧，从此喜欢上美剧            
(NA)	 很喜欢看...            
(4星)	 这个相信大家都看过，节奏感很强，而且有点血腥有点暴力，不过我喜欢- -..            
(4星)	 从五星改为四星。            
(5星)	 很欣赏米帅            
(NA)	 肖申克的救赎的TV版            
(5星)	 很好的第一季，只看过第一季，不知道是美剧编剧总是狗尾续貂，还是自己总是三分钟热度。            
(5星)	 那个扣人心弦啊~            
(5星)	 一口气看完第一，第二部．让你不得不喜欢．里面的每一个人，都是主角！            
(4星)	 帥阿。。。            
(NA)	 扣人心弦~赞！            
(NA)	 受某人影响。。。真的爱上了～            
(NA)	 yeah            
(5星)	 这是看的第一部美剧，当然，如果不算已经完全没有印象的《加里森敢死队》的话。            
(5星)	 地球人都知道            
(4星)	 很喜欢里面的剧情和人物，觉得演员演的都很到位            
(5星)	 经典啊。。奇人            
(5星)	 无语            
(5星)	 看完很揪心            
(5星)	 最好看的一季            
(5星)	 剧情很精彩 我喜欢            
(5星)	 美国电视剧就是好看，尽管比较长            
(NA)	 痴迷变得如此容易情人的暧昧和离开 一只纸鹤 一朵玫瑰 一句话 足矣            
(5星)	 4.9比较完美            
(NA)	 太精彩啦            
(NA)	 刺激  爽            
(5星)	 好喜欢越狱            
(5星)	 感觉第一季真的很赞，可后来的却越来越另人乏味了．．但还是给个５星，整个题材还是很值得一看的            
(NA)	 Michale好强大，为他的勇气和智慧所动容，记得小彦说很血腥不敢看，我就还好感觉看第一部的时候很兴奋。。。            
(4星)	 只因他长的太好。            
(NA)	 Michael&#39;s story            
(5星)	 惊心动魄            
(5星)	 S1 is the best and like it a lot Michael&#39;s blue eyes...            
(5星)	 尽管全国人民都认识Scofield 但我还是得说 确实好看            
(5星)	 它的情节和人物使你不得不一直关注            
(5星)	 还是第一季最经典            
(5星)	 不错哦            
(NA)	 期待            
(NA)	 不错，剧情跌宕起伏！            
(4星)	 冲着帅哥美女不能错过的不能较真的美剧            
(NA)	 经典            
(5星)	 让人耳目一新的美剧，完全不一样的感觉！            
(NA)	 大爱~            
(5星)	 很惊艳的第一部，后面表现麻麻            
(NA)	 经典            
(NA)	 越来越不期待了            
(NA)	 Micheal的眼神真的很charming。第一部最好看啦            
(NA)	 不得不看            
(4星)	 结构工程师            
(NA)	 看过点点点。。。被吸引了马上            
(4星)	 shld stop at the end of season 1            
(NA)	 杂能拍这么长~            
(4星)	 hope it had stopped at the 1st season            
(5星)	 没看过越狱，等于没看过美剧            
(NA)	 我喜欢看            
(NA)	 呵呵            
(5星)	 绝对精彩！！！太刺激了！！！最好别一个人看！心脏不好的人慎重。。。哈哈            
(4星)	 人好看，剧也好看            
(4星)	 第一季不错            
(NA)	 那么多人把他奉成经典，comme si comme ca            
(3星)	 虽然是大片，但是越后面越无聊            
(5星)	 经典！            
(5星)	 果然名不虚传!            
(NA)	 not gd            
(5星)	 好帅噢``            
(5星)	 第一季该看看。。            
(NA)	 难得的美国电视剧            
(NA)	 最好看的电视剧            
(NA)	 智商            
(5星)	 Prison Break             
(NA)	 fasinating            
(NA)	 帅死算了,聪明死算了...            
(NA)	 越狱第一季            
(5星)	 继续等待----早看完了            
(5星)	 不多讲~第一季完美！            
(4星)	 编剧自己和自己折腾。。。            
(5星)	 让我初试美剧的魅力！            
(5星)	 很精彩            
(NA)	 最美丽的爱情            
(NA)	 米帅~~~            
(5星)	 最强的一部            
(5星)	 冷静和智慧            
(5星)	 米帅帅到这个程度我也从来没有意淫过。。。可见女人用性感形容一个人并不代表想做什么            
(5星)	 pb            
(5星)	 精彩            
(NA)	 极品男人。冷静智慧有很cool的男人。            
(5星)	 期待            
(NA)	 最早看过的美剧之一            
(3星)	 ...well...PB第一季还是不错的            
(5星)	 米勒 为爱而生            
(5星)	 仅仅season1            
(4星)	 很好看。            
(4星)	 看的激动人心            
(NA)	 没兴趣追了。。            
(NA)	 超好看，就看太长了有点累。            
(4星)	 2008.04----2008.05            
(5星)	 第一部极之好看，但越看越无引...            
(3星)	 第一季确实没话说            
(NA)	 2006-2007。不多说了，我最喜欢的美剧。我最喜欢的男主角，我最喜欢的。。。。。。            
(3星)	 第一季很经典，然后越来越差，期待新一季能有好表现。            
(5星)	 一次串寝室门，开启另一个世界。曾经的热门和深爱。同步我的大学。            
(NA)	 接触的第一部美剧就深深的被它迷住了，剧中的迈克太有才了！            
(5星)	 绝对经典，快要成功时不会成功，快要失败时不会失败            
(5星)	 第1季很棒，第2季落了俗套不必看了            
(5星)	 男人是因为智慧而帅...            
(5星)	 不要故意去找BUG,几乎是完美的设计            
(NA)	 只看了第二季            
(5星)	 越狱。            
(5星)	 第一季还是异常精彩的            
(4星)	 第二季之后的都不如第一季精彩            
(5星)	 强力推荐~            
(5星)	 人生就是一场越狱。            
(4星)	 脑子会看得比较累，但挺好看            
(NA)	 不用描述了吧。。。            
(5星)	 3部中最好看的一部            
(NA)	 经典            
(NA)	 ......            
(4星)	 米帅~~~小温            
(5星)	 第一部看完的美剧第一季 相当精彩第二季 没什么印象第三季 有些重复,为越狱而越狱,让我的视觉疲劳了,不过结尾很吸引人            
(5星)	 还是第一季经典，个人认为。            
(4星)	 第一季真是不错            
(4星)	 余秋雨的 文化苦旅 是里程碑;但是 他的 山居笔记 就如同鸡肋了; 但但是 现在他似乎却做起了央视歌唱大赛的专职评委 专门欺负别人音乐新星 唉 一声叹息 不过 我还是喜欢他老人家的文笔的 所以以上等同道理 我还是喜欢 越狱 的            
(5星)	 另类解救            
(4星)	 看第一季时，废寝忘食，夜以继日；看第二季时，三天打渔，两天晒网；看第三季，唉，下了还没看呢听说第四季也要开拍了……别的我也不知道说什么……            
(NA)	 只想看第一季，不想看第二季            
(4星)	 编剧越来越没想像力了...            
(NA)	 just   love   you              
(5星)	 荐1            
(NA)	 还是第一季好看～            
(NA)	 以前超迷michael            
(4星)	 怎么办 大家都喜欢            
(5星)	 经典的第一季！喜欢最后两集！！！每一个人物都是我喜欢的！！！            
(5星)	 很帅 很强             
(5星)	 看了前两季，还是第一季最好看，实在太灵了...            
(NA)	 米帅很聪明很男人            
(4星)	 还是只坚持了2季，后面就没看了。前面确实精彩，后来等等在说。            
(4星)	 可惜拍得太长了            
(NA)	 美剧             
(5星)	 监狱兄弟情，很紧张            
(NA)	 看得出人们渴望自由的欲望，，，，            
(5星)	 第一部是真的很不错            
(NA)	 season1, good; season2-3, ok.            
(NA)	 因为热而追看            
(NA)	 震撼            
(NA)	 聪明的没有办法说！            
(NA)	 不错            
(NA)	 完整的看过的第一部美剧。            
(NA)	 美剧的经典            
(NA)	 只看到第一季第15集            
(NA)	 HAO            
(NA)	 还是挺不错的据说Sara复活，当初看到那个头的时候我还想编剧以后会不会做这个文章，果然还是有了            
(4星)	 经典            
(5星)	 虽然不是第一部美剧，但绝对是让我爱上美剧的第一剧。            
(NA)	 恩恩            
(5星)	 这个剧把西方人所说的“没有永远的朋友，只有永远的利益“演绎到的极致！大家因为利益可以变成敌人，也可以变成朋友，视情况而定。            
(5星)	 第一季很精彩。剧情紧凑精彩，尤其是男主角的表演太帅了            
(5星)	 电视剧也能让我爱到这个程度 好赞            
(5星)	 精彩            
(5星)	 只推荐第一季。            
(5星)	 迷人的两位帅哥主角，紧凑的剧情，让人一直想看下去。。。            
(4星)	 这个要是一季就结束多好，小表弟告诉我第四季很不错，，，有空再看看？            
(3星)	 一直停留在第一季里。还是放弃吧。            
(NA)	 Michael Scofield真是天才中的天才啊！我好喜欢，我要有他一半的才华就好。很好看。            
(5星)	 我后悔我以前怎么就对这个片没兴趣啊   ？直到这时候才看。            
(NA)	 第一季是最震撼的，虽然有点抄肖申克的救赎            
(5星)	 第一季很精彩，小温很帅，然而终究是难逃虎头蛇尾的命            
(NA)	 确实不错            
(5星)	 爱死Linc说话那个调调了。。&gt; &lt;            
(5星)	 就这么结束了，我的第一部美剧~            
(5星)	 好看!!!应该人人都看过了吧            
(NA)	 Just have a little faith            
(5星)	 超正点。不过美剧基本属于甘蔗，嚼过一次就不会再去嚼第二次了            
(3星)	 all            
(4星)	 和同寝一起看的            
(NA)	 又是个混血孩子！！！~~叫额怎么办哟！！！~~            
(NA)	 入狱时间不长，但是深陷不能自拔！            
(5星)	 第一季最爽，不用说了            
(4星)	 越拍越虚            
(4星)	 不错，就是没完没了            
(5星)	 小帅哥啊~            
(4星)	 第一部最好看            
(3星)	 看完第三季，几乎要给PB打个2星了。本来第一季还算不错，越狱这个主题表现的很好，剧情起伏很有意思，到了第二季就开始比较扯了，第三季更是骗钱，砍吧砍吧，这样的剧砍掉也罢。            
(5星)	 忠实FANS，废寝忘食的看完的1，2部！            
(5星)	 开始没觉得主角帅，越看越顺眼            
(5星)	 第一季还真没话说，看了一集又一集，根本放不下……            
(4星)	 小GAY是很养眼的 故事么..局限性就来得太快了            
(NA)	 第一季            
(NA)	 看了第一季。。但讨厌很多季的连续剧，暂时没欲望看23季了            
(NA)	 第一部看的美剧~~~            
(5星)	 season one MS            
(NA)	 人生·越狱·            
(5星)	 一直在追 很想看第四季            
(4星)	 1好3好 2不好            
(NA)	 全部看完了 不错            
(5星)	 剧情设计非常精彩！            
(5星)	 真刺激，真惊险            
(NA)	 MS·帅            
(NA)	 第一季赞阿~第一次追连续剧            
(2星)	 一部剧集要变烂时，一个帅哥是不够拯救的。            
(NA)	 越来越不爱看            
(5星)	 还是第一部最耐看            
(5星)	 想成为micheal一样被人依赖的男人（笑）被自己喜欢的人依赖是一种幸运            
(5星)	 第一季的越狱非常棒，可以勾引你一直看下去，直到看完24集            
(NA)	 还是第一季最经典            
(4星)	 一直追看，到第三集就显得有点拖沓，无中生有            
(5星)	None
(3星)	 Season 1            
(NA)	 坚持看完3季了 虽然3季让人失望             
(4星)	 情节跌宕起伏，帅帅的米帅            
(5星)	 第一季确实太high了            
(5星)	 RMVB 收藏。。高智商犯罪，灵感似乎来源于《肖申克的救赎》，紧张又刺激值得一看。            
(NA)	 经典过后 必定是衰败            
(4星)	 当时是朋友推荐看的，看了第一集后发觉欲罢不能啊，不过到13季以后就发觉有点黏了。艾。。。。。。美剧啊美剧            
(5星)	 男人。智慧。勇气。            
(4星)	 大学英语课老师放给我们看的 锻炼口语和听力 谢谢胡灵老师            
(5星)	 Scofiled头脑冷静、机智...对于突发情况能够保持清醒..             
(NA)	 真是强啊~            
(NA)	 看起来很不错,主演的思维太缜密了,智商太高了,佩服.....            
(5星)	 风靡全球五大洲，亿万骨灰级粉丝死衷热捧，中国收视第一的王牌美剧，奇怪还是有人热衷于《士兵突击》            
(5星)	 前两季挺好的，不喜欢第三季            
(5星)	 第一部最棒            
(5星)	 米帅！！！            
(NA)	 从此爱上美剧....            
(5星)	 很揪心，很刺激，等的也很幸苦 ~            
(NA)	 玄疑类            
(5星)	 没完没了...            
(5星)	 可惜有点虎头蛇尾的感觉            
(5星)	 着迷啊            
(5星)	 It can&#39;t be better!            
(1星)	 不明白为什么那么多人喜欢            
(5星)	 結束了...最最最精彩的一季            
(4星)	 第一季很好看            
(5星)	 一集不落的看了第一季，断断续续的看了第二季，一集没看的第三季，谁能告诉我现在是第几季……另：WM魅力无敌了            
(4星)	 第一季引人入胜，第二季勉勉强强，第三季牵强附会重复老套            
(5星)	 智商            
(5星)	 我只推荐第一季            
(5星)	 only第一季            
(NA)	 赞！！！            
(5星)	 这个男人让我停止呼吸            
(4星)	 经典　很男人            
(5星)	 最喜欢的一部了            
(4星)	 OH MICHAEL            
(5星)	 不知道选1星2星的是什么感想            
(NA)	 很经典。            
(4星)	 很好看的美剧            
(NA)	 看了第一季，感觉不错，唯一感觉很遗憾的是为了见女儿最后一面的d.b. cooper没有逃出监狱。            
(5星)	 令人紧张得快要窒息的情节，强大的动力驱使我第一时间收看            
(NA)	 还是第一季好看            
(NA)	 最经典的第一部PB            
(NA)	 巨强的编剧，每集都有悬念没有满分因为有些情节过于造作了            
(5星)	 只看了第一部```最经典            
(4星)	 米帅~            
(3星)	 好看``            
(4星)	 第一季最好看，第二季最烂，习惯性跟片            
(NA)	 like            
(4星)	 第一季还行            
(5星)	 第一季是一定不能错过的好片子~~~赞赞赞            
(NA)	 没看过？不会吧！            
(NA)	 MichaelScofield            
(5星)	 you and me...is real            
(5星)	 如此紧凑如此机智如此帅，过目难忘            
(NA)	 这部还好            
(4星)	 人生无处不相逢，居然又在巴拿马监狱聚会了，晕！怪不得叫越狱            
(4星)	 只看第一季就好了            
(5星)	 第一季就完结的话会是经典            
(4星)	 因为一个人            
(4星)	 开始看得很带劲~现在已经冷下来。。我坚持Lincoln比较man~~~            
(NA)	 非常值得看....            
(5星)	 喜欢 还能练英语            
(5星)	 喜欢米帅~            
(4星)	 第一季最好看!            
(5星)	 很有吸引力的一季             
(4星)	  too violent...心脏病快出来了            
(5星)	 越狱第一季，必看！！！！            
(NA)	 喜欢T-bag.其实红的莫名其妙！            
(3星)	 有能力的男人，走到哪都无敌。            
(5星)	 从第一季第一集看过来的，编剧真会掉胃口...            
(3星)	 还有完没完？！            
(NA)	 大家一起拖。。。。。。            
(NA)	 越来越没兴趣            
(5星)	 很好看，很精彩，，，brother兄弟情，，，谋略，，，头脑，，，果断，，，勇敢，，，            
(5星)	 看到第三季的时候，真的觉得第一季最好看了！男主角很帅，名字有点长，我老忘记，但是对于他的眼神，远远超过这个评价            
(NA)	 第一季堪称经典啊~美国佬真敢拍的!            
(4星)	 第一季拍的相当不错            
(NA)	 精彩            
(NA)	 越狱             
(5星)	 超好看            
(5星)	 神作            
(5星)	 美剧必看剧集。第一季真经典，后面的就一直提不起兴趣了。            
(3星)	 虽然据说第一季已经狠紧凑了，蛋还是嫌拖沓。第一套看完一整季的美剧，看完的原因是它占我移动硬盘一年多的时间，直接完全删掉有些可惜            
(5星)	 米勒            
(NA)	 第一部最好看，后来就越来越烂了            
(NA)	 真的越看越没劲啊。第一季真是精品，可是从第二季开始，那个桥段就拗得越来越硬了。            
(NA)	 期待。。。期待。。。            
(4星)	 第一部还是很不错的，后面基本忽略            
(5星)	 看了一年了，不得不服我自己            
(NA)	 我爱看            
(5星)	 good good            
(NA)	 最爱mahone。            
(4星)	 喜欢第一季            
(3星)	 大一下 PSP上 由此入手接触美剧 第一季很棒 后来就。。。            
(NA)	 虽然米帅很cool。but电视剧里的bug so多。不合逻辑。            
(NA)	 不错的，引人入胜那种哦哦            
(4星)	 第四季开始了，当年的热情湮灭            
(4星)	 开始比较吸引人 中间跌宕起伏 不过到后来就。。。一般了。。。。            
(4星)	 第一部好看            
(4星)	 前边好看些            
(4星)	 第一季经典啊            
(4星)	 End            
(5星)	 继美国编剧罢工事件后，终于又继续出来了。。。            
(5星)	 经典. 智慧. 感情.            
(4星)	 还是第一季最好            
(5星)	 第一季一定要看            
(5星)	 第一季无敌了             
(5星)	 一部非常刺激惊险的美国连续剧。当危险来临的时候，没关系，我们有迈克.斯科菲尔德            
(NA)	 关注正版            
(4星)	 越拍越烂...            
(NA)	 wentworth。            
(4星)	 美剧为什么总这样虎头蛇尾            
(5星)	 期待第三部            
(NA)	 第一季最好看了            
(NA)	 帅            
(3星)	 第一季最喜欢，后面就没追了            
(4星)	 只看了第一季的一部分，不是很有发言权。不过听说第二季开始就远不如第一季了。            
(5星)	 因一個朋友推薦,第一次看美國連續劇。花了幾天看完第一季,覺得劇情蠻吸引和扣人心弦的。不過看到後面時就在想為了救一個人而牺牲那麼多無辜的人好像說不過去了。            
(5星)	 just the season 1great Screenplay ...            
(5星)	 超赞~            
(NA)	 有点通过越狱了解米国的意思。当然剧情超赞，一直在追……            
(NA)	 聪明啊!!!这人咋能算计成这样呢!!!太佩服了...            
(5星)	 都拍成这样了，第二部怎么拍啊？果然拍成了狗屎            
(NA)	 That&#39;s so cool.            
(3星)	 也就第一季算是精致。            
(5星)	 绝对经典~~~~~~~~            
(5星)	 S1很强大！            
(5星)	 太经典了，推荐给所有人！            
(NA)	 一口气看下来的，花了两天...一个字：好累！！！            
(5星)	 经典越狱片            
(5星)	 情节紧凑，剧情离奇，绝对值得看            
(NA)	 越狱1〉2〉〉3            
(NA)	 我觉得 这就不用多说了...就一个字 形容 第一季 赞...            
(4星)	 I was drown by the premier season and by Wentworth Miller too.            
(5星)	 只看过第一部，不想往下看了            
(NA)	 wentworth millon —— my love            
(5星)	 第一季是我觉得最精彩的一季 可以堪称完美 scfiled真的太帅了             
(NA)	 .            
(NA)	 超级喜欢            
(NA)	 作为《SEX AND THE CITY》和《UGLY BETTY》之间的过渡            
(5星)	 凑合！            
(5星)	 从里面学到很多东西            
(NA)	 帅呆了的 麦克            
(5星)	 没有做不到，只有想不到            
(5星)	 美剧经典 指的是第一季，二三季 一个比一个烂            
(NA)	 只看第一季～            
(4星)	 这是我第一部真正意义上的跟进美剧~一集一集的等下来的~ 值得一看            
(NA)	 有点暴力            
(5星)	 通宵看的,还不错,就是特啰嗦            
(4星)	 第一部最好            
(5星)	 1            
(3星)	 紧张刺激的第一季，逊色的第二季，停播的第三季            
(4星)	 赞 但没有想向中那么赞            
(NA)	 三没有看全,没有出全.            
(5星)	 喜欢的类型            
(NA)	 出的太慢了            
(5星)	 很喜欢            
(3星)	 好帅！            
(1星)	 多友推荐但看不下去的美剧，也许习惯了《肖申克的救赎》，受不了这么高调的越狱。            
(3星)	 评分的痛苦在于：有帅哥，没悬念，有MAHONE，没结局            
(5星)	 丰富了我的半年时间            
(NA)	 期待更新中，sara怎么就可以死了？            
(5星)	 美剧最让人忍受不了的就是每一集之间播映时间相隔太久，难道美国人就不追连续剧？            
(NA)	 大爷们坚持了两年,才看到第三季.福克斯你他妈的竟然就突然不放了!!!让我等到明年一月!!!禽兽公司!            
(4星)	 第一部比较精彩            
(5星)	 讚阿!            
(4星)	 第一季还是感觉不错的            
(NA)	 我是平凡的普通的人，所以我落入了狱中。超级爱狂喜欢，就这样吧！快出完第三季吧，不要折磨偶啦！！！            
(NA)	 经典            
(5星)	 第一部真的不错            
(4星)	 对中国人来说超级经典，就是毒药。            
(4星)	 经典 = 第一季            
(5星)	 米帅~~米帅~~            
(NA)	 s1            
(NA)	 第一次强烈感受到美剧的吸引力            
(NA)	 太拖沓啦．            
(NA)	 我家Wentworth那双迷人深邃的眼睛啊……高考后狂看，还强烈推荐给我的朋友们，可惜第二季就不咋好看了            
(4星)	 S1-EP16            
(3星)	 情节拖沓            
(5星)	 第一次认识Wentworth Miller，很帅~~            
(NA)	 第三季看了第1集便不看了，审美疲劳吧，不过Miller 还是很帅。。。            
(5星)	 第一季推荐            
(4星)	 虽然是推荐，但是真的很吓人。不会再看了。            
(4星)	 第一季五分,其他三分.            
(4星)	 感觉是一季不如一季            
(5星)	 PB第一集紧凑而精彩的剧情让人惊叹,精妙的越狱设计让人佩服.然后想,中国的编剧都是小儿科.            
(NA)	 第1部  经典中的经典!!!!!            
(NA)	 看了第一季，就没有冲动继续看下去，太拖沓了。男猪脚确实是不错滴：）            
(NA)	 第三部是似乎开始在瞎掰了            
(5星)	 看的第一部美剧，也是目前看过的最经典的。            
(NA)	 如果只停留在第1季,这部电视剧就很完美            
(5星)	 三天两晚之一            
(NA)	 193            
(5星)	 第一季            
(NA)	 让我爱上美剧的美剧            
(5星)	 第一部好像只花了三天……            
(4星)	 终于了结了。开始是因为兴趣，后来看是由于惯性...考研时一直忍着，考完后一起看完，那个痛快阿。还推荐老爸看了，呵呵            
(NA)	 越来越失望            
(5星)	 没的说，就是很喜欢．非常喜欢            
(NA)	 看了第一部            
(NA)	 还是前两部好看.            
(3星)	 最近看过的可以拍案叫绝的美剧！在看的同时赞叹老美的思维；要是只拍一季的话，我想，应该可以称得上perfect.好的东西是不能有后续滴．            
(NA)	 逃……            
(NA)	 很喜欢很喜欢,就是男主角是同志觉得不能接受...            
(5星)	 连续一天，猛看，电脑超过24小时未关            
(5星)	 只有第一季比较好看            
(5星)	 不错！在看第三季```````            
(NA)	 不但剧本变差了，连分镜也乱来。。。season3让人失望。            
(NA)	 兴趣止步在第1季...            
(4星)	 佩服编剧的奇思妙想，情节设计得环环相扣，但是我真想祈祷时间停留在第一季结束那里            
(5星)	 一直都在追的美剧，很漫长，但依然关注，不离不弃~            
(NA)	 很喜欢             
(4星)	 前两季挺好看的，最近的不太爱看了！            
(NA)	 看了三分钟就在也放不下的美国剧!!            
(NA)	 智慧的较量            
(5星)	 很喜欢第一部，天才越狱            
(3星)	 第一季还成，越来越差……            
(5星)	 ......地球人都知道了吧!......另外,确实是名副其实的&lt;越狱&gt;!            
(NA)	 第三季齐了一起看            
(5星)	 Prison Break            
(3星)	 第一季真经典            
(4星)	 看看 行 等 不行            
(NA)	 Miller is a nice guy,isn&#39;t he?            
(5星)	 情节引人入盛,不过拍的越来越拖沓了            
(3星)	 渐渐没兴趣            
(NA)	 一般般            
(NA)	 真的只是喜欢他的气声和爱情            
(4星)	 还是很好看的            
(5星)	 第一第二季都是一口气看完的，受不了一集一集的等，会崩溃的            
(5星)	 火一下是可以理解的            
(4星)	 我还是喜欢lincoln多些……            
(NA)	 My favorite            
(NA)	 没想到温帅居然是gay，泪奔。。。            
(4星)	 只推荐第一季 ..后面两季不需要再看了..            
(NA)	 去年把第一季看完的时候，觉得很不错，即使有BUG            
(5星)	 大学时把人迷死了。每周一集把人追的            
(NA)	 只看了前两部：第一部：出来；第二部：进去；然后第三部再出来我就orz了            
(5星)	 第二季拍的很烂            
(3星)	 其实情节有点过于冗长            
(NA)	 等待第三季全部出来...            
(4星)	 第一季虽然很好，但是有太多桥段似曾相识了，第二季很差，水平完全低于美剧的平均水平，收视率下来也是必然            
(NA)	 喜欢智慧的帅男以及他内敛的爱情，还有那个有故事的T-BAG            
(NA)	 知道什么叫酷            
(4星)	 喜欢前2季。第三季，看了没感觉。            
(NA)	 看到第一季时，兴奋，但是在想他怎么继续拍，看到第三季就不看了，因为已经知道没法拍了，听说要停播了，感觉这个题材还是拍成电影好些            
(NA)	 那 确实 不紧张            
(5星)	 06世界杯我都不看了,用了两天两夜把第一季看完了.            
(3星)	 看下去的原因只想知道越出来没有。。。            
(NA)	 看的时候很爽，完了就完了，也没什么            
(4星)	 1,2            
(NA)	 不明白，那么多波折，很有悬念，有机会写个评论。            
(NA)	 不归路            
(5星)	 惊心动魄，亲情、爱情、友情            
(3星)	 不知道这个狱要越到什么时候呢？            
(NA)	 哎可惜对第三季完全没有兴趣了……            
(5星)	 推荐第一季第二季，第三季就算了吧            
(5星)	 情节曲折，跌宕起伏．            
(NA)	 怎么可能没看过。            
(5星)	 Michael Scofield,a perfect man!            
(4星)	 好想看呀            
(5星)	 智慧            
(NA)	 很流行的时候我没看，后来看了觉得是不错，却没有心情再看第二部了。            
(NA)	 第一季很不错...好看的            
(NA)	 nice!            
(5星)	 越看越觉得不可思议,越觉得不可思议,就越想看,然后一口气看完了            
(NA)	 第一季            
(4星)	 喜欢ms，喜欢Sara不过这些都是第一季的回忆            
(NA)	 关于筹码，男人的故事            
(NA)	 就第一季还行，后面没意思            
(5星)	 太好了  男人            
(4星)	 很多变态的人，很多超人的行为~~            
(5星)	 看过两季，不再提心吊胆了，继续看。结束了，，，真跟国剧不一样啊，，想不出结局            
(5星)	 用脑子看的电视剧            
(NA)	 剧情太棒了.            
(5星)	 在看，但没追……            
(NA)	 紧张，刺激！            
(NA)	 最好看的一季            
(NA)	 共4季            
(NA)	   喜欢聪明的男生麦克。。。。            
(NA)	 男人，好帅~~~            
(5星)	 申明一点：五星评价是给第一季的            
(NA)	 第一季好            
