http://movie.douban.com/subject/6013893/	城市猎人 시티헌터
(3星)	 剧集兩星，多出一颗留给男女主角的粉红            
(5星)	 hao a   hao             
(4星)	 俊男美女。。擦！！！            
(5星)	 还不错啊，这个档期的算很好的了            
(5星)	 很好看！！！！            
(4星)	 虐心            
(5星)	 就是结局特仓促            
(5星)	 大赞!各种好看!            
(3星)	 这个大热的剧看得实在不带感。果然是因为男主不是我的菜么。李民浩粉丝那么多，少我一个也不少。            
(5星)	 擦！！这么快就大结局了！            
(5星)	 谢谢CCTV 谢谢MTV 谢谢我的瘦长腿            
(4星)	 终于补上大结局了……为什么检察官叔叔要死。。。            
(4星)	 不喜欢ending            
(2星)	 冲着男主那张脸给二星...            
(4星)	 为了男主，加了一颗星！这剧就是看男主的！！            
(5星)	 结尾时候想起第一集一直过来的事情，觉得二爸和润成的结局很唏嘘，也没有想到，二爸怀着的那份情怀，随着变相自杀而终结。可惜娜娜和润成的感情结尾处理得特别不爽吖!!!!!!            
(4星)	 虐心啊 TAT            
(5星)	 还是不错的，虽然很多关于iphone的场景有bug。。。            
(5星)	 等更新等到要疯了             
(NA)	 只看过一集算吗?男猪脚不错            
(NA)	 其实我比较喜欢年少的李同学 and养眼的各位 但是就算如此 也比不上经典的狗狼&gt; &lt;            
(4星)	 超级帅            
(5星)	 晒屎我了阿！！！！！！！！！！杀！！  追阿            
(4星)	 一部男配不爱女主，女配不爱男主的韩剧            
(NA)	 不错，喜欢看            
(5星)	 隔一段时间总有那么一部韩剧让我狂追不舍。。虽然之前厌恶了。哈哈哈。李民浩帅惨了 ！！！！！！！            
(4星)	 我姐推荐的 而且我看有好多人在看啊            
(3星)	 韩剧什么的我还是没有兴趣啊            
(4星)	 不得不说，李民浩和朴敏英真的真的是很搭，国仇家恨都快进吧，你们俩谈恋爱的戏码才是王道。这剧的OST真是优到不行！！你敢不敢再好听一点！！最喜欢第十集最后医院里的那段，背景音乐和画面配合真是好到爆！！            
(4星)	 与妈妈合作，完美预测每个下一秒钟的剧情。。。无奈男女主角太养眼，1爸2爸虐恋太感人，追完了。。。为毛少给一颗星呢，大剧情我实在无法忍受，太假了！！！！！            
(5星)	 終於看到完結了            
(5星)	 我只是喜欢李润成，不是李敏镐。我只是看中了他的个人秀，不是剧情。我的评价还是很中肯的。            
(5星)	 冲着李民浩的美貌，怎么也要给五颗星！！！ MinHO， 我爱你！！！            
(4星)	 最后几集还是拖沓了            
(4星)	 这个女猪脚在成均馆绯闻中就很喜欢他啦，她和李民浩真心的配。。。虽然很多剧情不符合逻辑。。。为了猪脚追一追还是可以的            
(5星)	 配乐还可以，李敏浩果然帅爆了。可惜了，韩剧就是这个破套路了，没希望            
(3星)	 据说是悲剧。。。弃坑！            
(4星)	 虽说是韩剧，但我无法阻挡帅锅！            
(2星)	 剧情真的不错，虽然BUG很多。可是~最令我不喜欢的是男主角，虽然你现实生活中是明星，但剧集里面你不是，对吧！那就不要在剧集里面有那么SB的表现~！！！！            
(4星)	 超爱这个女主吖！！！！！            
(3星)	 最近日剧更新不给力 难得撑着看棒子剧 果然我对泡菜国那撅嘴唇的发音方式&amp;娇滴滴的女生各种鄙夷反感             
(5星)	 李民浩好帅啊！            
(3星)	 女猪脚越来越没看头  感情戏越来越少 棒子编剧们的野心也是大大的            
(5星)	 好吧，这应该是一部爱情剧，基情也同样很给力啊~            
(5星)	 大爱哦！！            
(3星)	 算是2010-2011比较靠谱的偶像剧了。。。收回。。。前8集还行。。。韩国人就是不会处理结局剧情不错 男主整天装帅。。。没演技  结局烂            
(5星)	 李民浩好帅啊！！！            
(5星)	 以前觉得娜娜不咋样  现在突然觉得她可爱  始终不喜欢史蒂芬 太冷血了 已经被过去所吞噬了            
(5星)	 蛮精彩的~            
(NA)	 再帅的李民浩我也实在是看不下去了。。。            
(3星)	 李民浩真的真的很帅。有范儿。分全加在李民浩身上的啊，剧情啊剧情。真对不起这名儿。            
(5星)	 男主的颜！！！！！！！！！            
(4星)	 帅            
(3星)	 额，这结局。。。            
(NA)	 我就说名字那么熟悉原来是漫画改编！！！可是改的好像有点太多了吧喂。。= =宿舍娃放的就跟着看了。。。我快烂掉了╮(￣▽￣&#34;)╭             
(5星)	 太好看了            
(4星)	 一生能有多少爱恨因果,还不是浮云一般散落。            
(3星)	 剧情怎么都那么相像呢...要不是看在李敏镐的份上...            
(4星)	 男主啊男主            
(3星)	 越看越没劲 弃  真受不了女主             
(4星)	 李民浩超帅的嘛.慢慢开始变熟男吧.            
(4星)	 结局太仓促了            
(4星)	 金检( &gt;﹏&lt;。)～呜呜呜……             
(3星)	 3星全部为了李大帅哥。。            
(5星)	 两星给颜 三星给腿            
(3星)	 虽然男主系帅锅，但这剧的动作拍得比较假……感觉还是《IRIS》好看些……            
(5星)	 不错啊 终于有韩剧走剧情路线了            
(NA)	 就是好看。。。。。            
(5星)	 最后一集，泪奔~~~            
(5星)	 不解释。            
(4星)	 一点算不算            
(3星)	 李民浩已经算是为数不过能够看过去的韩国男人了，女主角也蛮可爱的，但是不明白的是，结尾到底想说什么，发展到最后居然变成了一场稀奇古怪的闹剧，原作漫画很不错，但是编剧很弱            
(5星)	 化身脑残粉！            
(5星)	 哈哈，我看完了！！！太帅了太帅了太帅了！！！！！李民浩你还是人不？咋能这么帅呢，不带这么帅的~            
(4星)	 我的要求很简单 有帅哥有美女 不要太虐就行            
(5星)	 口是心非 故作无谓 李润成 你是最痛苦的 不是吗            
(4星)	 最后一集还是让人泪奔了啊，剧情还是很紧凑的，韩剧的一味拖沓和爱情悲惨至上的固定风格都有跳出，不错的剧。            
(5星)	 恩是不很不错的韩剧 不会经常想要快进 场面满紧凑 有点美剧的紧张感 还有华丽丽的李民浩出演 帅到暴 很希望有第二季后者是续集啊            
(NA)	 110920            
(4星)	 结局不给力好么~╮(╯▽╰)╭            
(3星)	 为了男主的颜！            
(3星)	 编剧这么拖沓真是够了。金英株死了接受无能啊~谁死了都没有李真彪死了这么难受，他才是至情至性的人。那个女主最后不要和男主在一起才好，真是崩溃。。。            
(5星)	 李民浩哦吧~~还是被吸引住了！            
(4星)	 刚开始 挺好看的 不过 不喜欢后半部分...复仇心理扭曲啊..            
(4星)	 不拖拉            
(5星)	 人气爆棚，有点吃不消了~            
(4星)	 结局不满意 太仓促了            
(5星)	 这个帅哥就值5颗心！            
(2星)	 看不下去了，弃剧！            
(4星)	 每周2集看的人好急。。。            
(3星)	 没想象中好看。的确，在IRIS后，韩剧的动作片走上了不归路。            
(NA)	 浩浩太帅            
(NA)	 暑假恶补NC剧。。。掩面            
(4星)	 开头是不错的，男主是不错的。            
(3星)	 韩剧中不错的。可惜是根据日本漫画改编的、难怪= =。            
(4星)	 还不错，结局太快太狗血了，男主角帅啊~~~~            
(3星)	 男主女主可以让我忽略一切剧情的做作和夸张！            
(3星)	 前面很刺激，后面很平淡。结局没有想象的震撼，也没想象的完美            
(5星)	 期待续集(￣︶￣)y             
(4星)	 想说结局真是烂，算了算了，反正都是润城兮一个人的耍帅大戏            
(4星)	 唇红齿白            
(5星)	 非常非常非常好看！！！！            
(5星)	 李敏镐完全把我迷住了，眼睛都离不开了。            
(5星)	 5颗星都是给李民浩的，花痴死我了！            
(4星)	 李敏镐在里面还是很帅的 刘海 双眼皮 性感小屁屁 还有细细长长的腿 啊啊啊            
(5星)	 韩剧带点美剧范儿各种不习惯...但李敏镐各种帅气迷人啊            
(5星)	 啊！！！！我恶俗了我花痴了！！！！            
(NA)	 唉，男主一定是tx。如果看他表面，谁知道他是那么的喜欢她。            
(5星)	 近年来的韩剧佳作~            
(5星)	 抛开动画改编的名头，这是一部非常ok的电视剧啊！！！            
(4星)	 主题鲜明..有大背景的故事结构相对完整....            
(NA)	 看过之后很喜欢，也更喜欢李民浩了。。。            
(5星)	 我的暑期韩剧第一季，完美谢幕            
(4星)	 本来是5星 这个狗屎结局 还是4星吧 全部给民浩了~            
(4星)	 李明浩太帅了~            
(5星)	 太帅了啊啊啊啊啊啊~~~            
(4星)	 帅哥，真是永不过时的代言，帅哥+美女，没有不看的理由。            
(5星)	 好帅好美丽哦            
(3星)	 强迫性只看李明浩综合症            
(3星)	 编剧是狗狼粉？            
(3星)	 脱不掉韩剧的外衣，不过男猪脚真的很帅，于是看完了。但是结局太迷糊，死还没死，感觉交待得不清不楚。            
(5星)	 帅得人神共泣啊，民浩思密达。呃，中心思想是小润成找爸爸吗。。。情节设置还蛮好看，蛮精彩的，木有看过原著，甚至木有听过原著的表示幸福的飘过。。。            
(4星)	 比起IRIS还是差了一点撒...            
(4星)	 现代版一枝梅 哈哈 女一号和男二号10年前车祸的线索有点画蛇添足            
(5星)	 李敏浩太帅啦！！！结尾有点仓促的说。            
(4星)	 其实挺好看的。结局不够完美，但也合理范围内大胆突破了。其实，这一切都源于一对基友的生死离别。            
(4星)	 剧情3颗星 再给李浩民一颗            
(5星)	 整个摄影手法很赞！加上李民浩！哇咔咔！更完美！            
(3星)	 我看不了纠结又揪心的 快进着花痴             
(4星)	 终于都看完勒            
(4星)	 肤浅一下啊哈哈            
(3星)	 因为目前而言对李民浩不感冒。。。长的很像你对不对JC            
(3星)	 剧荒。。。沦落到看韩剧了。。。            
(5星)	 一般韩剧男女主角都好看就已经很满意了~剧情还能不错..就是真的`很不错了不是很狗血`            
(4星)	 根据漫画改编 啧啧 跑得远了。结局太仓促            
(4星)	 李明浩帅爆了啊&gt;&lt;我是无知颜饭！            
(5星)	 很精彩 政治色彩浓郁了点 对金英珠和李真彪的结局不太看好            
(NA)	 完全被这个男人迷倒了。花痴进行时。            
(3星)	 看第一集的时候挺激动的。。还觉得韩剧有进步了，来快节奏了~之后又变回狗血偶像剧了，刚开始女一贴男一，男一不在意，男二爱女一，女二喜欢男二。。然后男一反追，女一对男二有好感。。。女一清一色又穷又有志气，男一帅有钱霸道，男二温柔。。套路！！《MY GIRL》《浪漫满屋》都一样一样的。            
(5星)	 好看，迷死李敏镐了。            
(5星)	 李民浩，果断地追剧！太好看了，这么完美的身材就是该演这样的角色，多酷多拉风啊！            
(1星)	 还可以sb一点么            
(5星)	 终于看到了大结局.幸好润城还在,这是最值得舒一口气的吧！不过检察官就这样牺牲了我好难过啊！！！...TAT............            
(5星)	 嗯嗯。今年的几部韩剧还不错嘛。第一次每周坐等着看的韩剧。真心的好看啊。帅气的润城xi啊。终于看完了。  虽然结尾有点小草率的感觉。还有点小狗血。但是还是很爱的一部韩剧啊。推荐。哈哈。            
(4星)	 编剧简直拖低了整条街的IQ和EQ。只有oppa一个人是高清的，其他人都自动马赛克。            
(3星)	 无感，不过男主确实适合这个把他的浓眉遮住的发型。            
(5星)	 so cool.....            
(5星)	 结局，要么大哭，要么大笑。            
(5星)	 就冲男主了            
(5星)	 看帅哥 不需要理由李敏镐真的是帅的没天理了！下高清版的看！我不停地在截图！忍不住啊！！！            
(5星)	 我爱他！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(5星)	 超爱李民浩            
(NA)	 突然觉得好看 又突然觉得不好看 后2集 不想看了 刚突然又看了 看到19集觉得检察官很可爱 很敬业 感动的可爱            
(5星)	 终于看完啦开头很精彩 后面就还好  但是每集最后都有悬念还不错幸好结局是好的  不然叫人情何以堪李民浩帅气爆发思密达！！            
(5星)	 韩剧总是舍不得悲剧结尾            
(5星)	 我觉得剧情还不错，尤其是李敏浩，够帅。            
(5星)	 男女主都素我的大爱啊啊，合体吧！            
(4星)	 老喜欢看 李民浩 笑的样子了 特别甘甜 清爽 哈哈            
(4星)	 还可以哇            
(NA)	 看的唯一理由就是李明浩            
(5星)	 好看好看！李民浩超级帅！            
(3星)	 以外地不错            
(NA)	 无聊的晚上看泡菜片最温馨了            
(5星)	 剧情很吸引人，李民浩很酷很可爱，朴敏英很惹人怜，默默等更新中。。。            
(NA)	 拖劇情... 總算看完大結局...ps..我沒有快進。。。            
(5星)	 还可以啦！            
(4星)	 我必须真心的说 比起miss ripley 这部更吸引偶！%&gt;_&lt;%哦哟！好看死了！这是刚看完18集得状态 我还是爱动作片呀！最后两集洒狗血了吧~哎~~~~~            
(4星)	 前半部分剧情很不错，但到了后半部分随着真相的水落石出，剧情就不够紧凑            
(NA)	 @3@虽然剧情很狗血可是男主和女主都太好看了~            
(NA)	 开头华丽，结尾无力，工科男很有爱~            
(5星)	 推荐 帅哥美女  复仇故事  总能引人入胜            
(5星)	 李民浩你也太男人，太帅气了吧，吃不消了。。。            
(4星)	 整体说来，还不错，没有想象中最后那么痴迷，可能是因为看颜的人太多了吧，一般这种时候我就没什么兴趣了，不过喜欢男二女二等一众配角的表演，有的部分很精彩！！            
(4星)	 最近韩剧的高点            
(4星)	 好吧我纯粹是看男主的~结局真的是。。。            
(4星)	 再多演点爱情就好了~~~            
(5星)	 男主，女主都很有爱哈~每一集结束的悬念都很揪心~没有落入韩剧俗套，不是俩男的争女主的老剧情。。。结局还可以            
(2星)	 当动作片变成了泡菜剧，连灰姑娘都用上了爱疯4、、、、            
(4星)	 李润城最后应该没死吧，他养父真恶心，不过死前倒算是做了件好事            
(4星)	 这第一集，不利于半岛和平呐。到三十几分钟李民浩才出现，我差点放弃。——8·15      帅哥的特权就是不需要演技，他们的任务是养眼。——8·20    穿粉色的裤子都那么好看。——10·5我看了半年呐，这半年里，李敏镐和朴敏英拍拖又分手，唉。            
(5星)	 帅锅。。。            
(3星)	 剧情狗血了点，帅哥还是可以的。            
(5星)	 口水流到不行··· 帥到爆帥到底~~ 果然還是美男~~            
(5星)	 原来一直没修改成看过            
(NA)	None
(4星)	 能看下去的为数不多的韩剧－ － 全剧人物有爱，但剧情bug实在太多，4颗星给演员。。。            
(5星)	 看完了~~好帅=3=            
(NA)	 自从这剧开播 到处都是大长腿相册            
(5星)	 我是冲着李明浩来的~ 吼吼 演得很好呢~ 当然一些不太合常理的东西自动略过~            
(5星)	 李民浩帅翻了，老娘的心都荡漾了            
(4星)	 李敏镐的鼻子好挺啊~~~~            
(5星)	 李民浩你真是帅呆了！虽然是改编漫画，但是这部剧还是让我看到了韩剧的希望啊！            
(5星)	 真的不错的一部韩剧            
(5星)	 这是秘密花园后，我迷的第二部 ，真的很好！！            
(5星)	   很刺激  李敏镐身材太好了            
(5星)	 终于没有被虐死 活着看完这部剧了。            
(5星)	 基本无硬伤  可以全集收藏            
(4星)	 在韩剧里算相当不错了，很痞子英雄            
(3星)	 剛開始看的覺得還好 結果看到後面想快進了……            
(3星)	 三颗星全是李民浩的~~真不忍心李民浩再演这种难片            
(5星)	 好棒            
(5星)	 好看啊！！            
(5星)	 爱李民浩！！！！！！            
(4星)	 被他完全吸引            
(5星)	 不错            
(4星)	 真没想到自己居然追下来了。            
(4星)	 结尾我咋就这么不喜欢呢。。是有多急啊            
(5星)	 是近来不多见的一部好剧，值得看            
(5星)	 是今年看过最好看的韩剧吗?! 真的很喜欢戏里面的李润成            
(5星)	 真的超好看……精彩的故事情节。养眼的帅哥美女！            
(3星)	 完全的偶像剧，剧情疏漏较多，经不起推敲，适合韩饭观看，建议不要与原作相比较，只是借名字而已，剧情方面完全没有联系。            
(3星)	 为什么。。。我。。。完全。。。看不下去。。。。？？我觉得我烂剧看的算多了。。。。。。            
(5星)	 李民浩进步很大啊，比花样男子里那个泡面头好多了……            
(5星)	 好看思密达~~~            
(4星)	 李民浩太帅了！！            
(3星)	 剧情拖沓，编剧脑残，动作不够利索，不过演员颜很正            
(5星)	 剧情还是比较跌宕起伏的,男女主角都很不错            
(3星)	 弃  我真的看不下去。。            
(5星)	 从哪找这么帅气，这么优秀，这么好的男人啊……秒杀啊……            
(4星)	 看到后面只想看文字版了...            
(3星)	 一对一对又一对基友的故事。第一集和最后一集那两个苦命的养父死的时候内牛碗面一碗两碗的T-T            
(5星)	 这个看了不后悔。            
(3星)	 15集前我会给4星，后面剧情变拖沓了，观众没耐心，没办法我对电视剧没那么宽容            
(5星)	 最近超迷恋            
(4星)	 完全冲着李民浩看的，哎哟太性感了！            
(NA)	 韩剧伤身阿...            
(NA)	 不错呦。。            
(2星)	 两颗星给李民浩，编剧也太烂了吧，每次打斗场面出现的为人津津乐道的插曲我却认为是配乐做得一塌糊涂            
(5星)	 没看过漫画，但俊男美女，浪漫剧情，脉络清晰，给力编剧，导演最高！            
(5星)	 看完这两集  突然想给五颗星了    很赞            
(5星)	 喜欢他傻傻的好。            
(4星)	 还是不要把它和城市猎人挂钩的很 虽然没看过漫画 看了电视剧就知道肯定和漫画有差距 就当韩剧一贯的风格好了 不要过于苛刻 场面 剧情牵扯太大了 整个感觉还算架的起来的 但经不起细细揣摩的李民浩 太帅了！漫画人物！            
(5星)	 ！！！            
(5星)	 为什么才四星剧。- -            
(3星)	 越看越觉得扯。结果结局部分依旧很扯啊…            
(5星)	 既不像悲剧也不像喜剧 的结局            
(5星)	 被第八集的剧情虐到不行            
(4星)	 长腿！！！            
(5星)	 20110730 大结局了，很感动，很不舍。二爸因为对润成的爱保护着润成，就那样永远的离开了。润成终于可以去追求他口中的平凡的幸福了。画面、镜头赞，音乐起的恰到好处，台词朴实感人，服装美，演员敬业演技自然，长腿飞踢摩西大 时而有美剧和日剧的Fu；Drama免不了狗血，总体来说上乘，韩剧转型的开始             
(5星)	 就冲着李民浩看的，真是怎一个帅字了得，，，            
(4星)	 男主那张帅翻了的脸加上那两条长到无止尽的腿啊~~            
(5星)	 好看啊~            
(5星)	 比起我同桌她们我淡定多了- -            
(5星)	 Lee MinHo~！！帅呆了~！！！            
(4星)	 依然四星，如果能更长一点来铺垫剧情，或许能做到尽善尽美，但是仍旧感觉结尾草率，男女主角和所有演技派明星，加上绝赞的剧情结构安排，值得这个分数，难得佳作            
(4星)	 李民浩很帅，动作很潇洒……然后就木有亮点了~~各种蛋疼的剧情，泡菜剧常规的爱情模式，近乎潦草的结局~~很无语            
(3星)	 在韩国当好人、做坏人都不要蛮多智商啊...            
(3星)	 到10集左右编剧就不济了~            
(2星)	 我以为会很好看的一部剧，谁知道全靠男主角的形象来撑着……女主女主角太难看了，故事情节也乱七八糟的，总之跟想象中完全背道而驰！！            
(3星)	 越看到后面越没感觉            
(3星)	 男二还不错  不过这剧情真不怎么觉得好看 大家迷男主如痴如醉 可我一点不觉得帅= = ||| 弃。。。。            
(NA)	 我想弃剧了......看不下去            
(4星)	 帅哥美女加分吖。。。            
(4星)	 大长腿呀大长腿            
(3星)	 结局不给力啊            
(5星)	 请容许我的花痴！各种有啊此剧！！！！1            
(3星)	 什么爱情啊真心，都是杜撰出来的狗血。还是在别人编出来的童话里荡漾，以哀悼终将腐朽的现实世界。相信奇迹，只不过放在别人身上最为贴切            
(NA)	 其实 很搞笑的说            
(3星)	 开篇20分钟很宏大。希望后面不要纠结于小情小爱呀。已为最佳爱情，city hall，为鸟车大叔，果断弃了此剧。无爱男主的颜。            
(1星)	 就是对女主没有爱，弃！            
(2星)	 李的爹在里面是负责搞笑的            
(3星)	 到底几颗星，还真纠结。看在李民浩这张脸，加个星吧。。。            
(4星)	 越看越不想看。            
(5星)	 铁血柔情真男儿啊。男人还是在保卫正义公平 保护心爱的人的时候最帅了。            
(4星)	 冲着人看得！！！            
(4星)	 跟一般爱情片有点区别，但是还是觉得一般般            
(3星)	 好帅好帅，没有李民浩我就打一星了！            
(3星)	 检察官思密达！            
(5星)	 我就喜欢这种背景的剧。            
(5星)	 李敏镐  李敏镐  李敏镐  我爱的第一个韩国棒子            
(5星)	 越来越精彩的儿子            
(3星)	 闪瞎眼的iphone和ipad啊            
(5星)	 虽然有很多不和逻辑的地方，但为了李民浩在整部戏里强大的气场，也得给5星            
(5星)	 很好看的一部韩剧，剧情很引人入胜，女主角比在成均馆绯闻中好看很多。男主角也突破了花美男形象，很硬朗。第一集真的很苦大仇深，浓缩版集结号。后面的就现代感强很多，比较像韩剧。总之是一部很值得看的电视剧。            
(5星)	 我就喜欢这种性格的男主~            
(3星)	 我终究没办法把它看完。            
(5星)	 好久没有这么好看的韩剧啦！！！！            
(NA)	 我承认自己是来看帅哥的，李民浩的长相和身高都堪称完美。            
(5星)	 好剧是看出来的，完全按照漫画来出，是没里头的，有多少的漫画改编出来却遭到很多人的攻击啊，现在这样改编，我觉得合理，而且男女主角在这里表现得很不错，很期待这部戏。            
(4星)	 完全是奔着李民浩来滴~光是看看那张脸就很让人欣慰了~民浩的演技比具俊表更添了分成熟~民浩加油啊！            
(3星)	 帅哥美女好音乐，好画面还是抵不住不够精致的剧本啊。。。。。每个片段拆开来都是经典，可是连起来整个一个没有逻辑，错漏百出啊。。。唉唉唉。。。            
(5星)	 尊的很好看            
(5星)	 李民浩是我追这个剧的原因，当然故事结构还行，只是结尾我觉得有点草草收场的意思，社会问题表现的非常明朗。            
(5星)	 真的很精彩！尽管原本是日本漫画，但一点痕迹也不留哇~！顶！            
(NA)	 李民浩好有型啊！            
(5星)	 太他妈好看了 李民浩太帅了            
(2星)	 2话。早弃晚弃不过看李敏镐的大长腿。苦大仇深的场景没坚持多久便快速突变式打回原形即典型棒子狗血情节之第二集预告让我当下决定一弃。ps这剧再次让我朝脸盲症的区域靠拢主角刘海一挡侧脸一摆就尼玛不知道谁是谁了。不是不喜欢这样的主题，偶像的光环太亮了好吗。            
(5星)	 目前来看，很不错。继续跟进。            
(1星)	 烂剧本浪费好卡司好演技好摄影            
(4星)	 拍成这样不错了            
(4星)	 纯粹为了帅哥。。。            
(5星)	 精彩！！！！！！！！！！！！！！！！！！！！！！！！1            
(NA)	 韩剧一贯的狗血            
(4星)	 男二死的也太惨了吧。。。就这样被活活打死了。。。            
(5星)	 原来看过城市猎人的漫画，这次改编的也不错，情节不拖沓，动作戏也挺帅的            
(NA)	 到了19集我彻头彻尾地叛变成金检的粉了....            
(5星)	  李敏镐 很帅 哈哈            
(4星)	 这个新生代女主角还挺漂亮的，韩佳人的FU~            
(4星)	 说实话看到第十五集的时候就想弃剧了,可是还是坚持看完了,事实证明这样的选择是正确的, 最后两集看得完全飙泪阿,希望下一部更精彩.            
(5星)	 帅~~            
(4星)	 结局有点坑爹 不过也好 男女主角要么就一起死 要么就都不要死 只是结局实在太仓促了            
(5星)	 从这里开始喜欢李民浩。            
(4星)	 帅哥养眼            
(4星)	 还蛮好看的。李民浩身材是真的好。很秒！！            
(1星)	 靠，我想看成龙的影评，进了这里            
(5星)	 啊~这是我今年看过算最好看的韩剧啊！！！！！南竹你为什么这么帅！！呜呜~男配~你为毛shi了啊！！！！            
(NA)	 很好看啊   李明浩太帅了！            
(3星)	 其实除了最后一集有点看点外，之前看着有点小视觉疲劳了~            
(4星)	 花样美男+低调的英雄形象 至于情节跟漫画真的差好多 没有什么好评的了吧            
(5星)	 1.李敏镐里面的表演可圈可点（20集结尾时挡子弹那一刻眼睛里都是血丝）2.其实每个人都因为复仇付出了太多 3.我喜欢这样的Happy ending            
(4星)	 基情处处可见            
(4星)	 确实很帅啊 ~            
(4星)	None
(4星)	 肿么说捏~！女主虽然脸部问题很大，氮素是我喜欢的甜美型。男猪脚的话，看了之后开始觉得180以上的身材真的赞啊、~！我是正装控            
(4星)	 撇开原著漫画，撇开那些逻辑问题，看李民浩童鞋的“超人”行径。最后一幕都停止的正是时候。如果收视高的话，剪辑要一大功劳。            
(5星)	 现代版的一枝梅嘛~~结局的确有点太仓促了，好多事情都没有清楚交代，明明打中心脏附近的位置了，怎么可能还活着呢？李民浩那又细又长的腿让人印象非常深刻啊！羡慕嫉妒恨~~~~~            
(5星)	 李民浩实在太帅了！那长腿啧啧。。女主也美~剧情紧凑，画面配乐都不错            
(3星)	 纯粹为了看李民浩的颜！情节让人忍不住快进            
(5星)	 激萌！            
(4星)	 不管别人怎么说，我觉得实在太精彩。就是金检察的死太可惜了            
(1星)	 韩国花样美少男，跟日本漫画城市猎人风格风马牛不相及，剧情也基本延续韩剧泡菜风格。            
(4星)	 确实精彩~李民浩太完美了            
(NA)	 还是很不错的            
(4星)	 李润成帅呆了……应该和金株英检察官在一起的 可惜检察官死了  却和他亲爸搞虐恋情深……金娜娜如果不是整的那就好了！！            
(5星)	 结局挖塌了            
(3星)	 专门看来李明浩追女仔            
(3星)	 也是烂尾…………╮(╯▽╰)╭            
(5星)	 嗷，完结了！编剧大人你肿么就把金检察官给写死了呢，乃我兽医欧尼肿么办啊！2爸悲情了。。。PS 对润娜loveline非明朗化的ending抱怨的人，应该去看日剧，日剧多了去的这种开放性的结局。。。╮(╯_╰)╭            
(5星)	 挚爱挚爱            
(5星)	 九头身男人的一切都是五星            
(5星)	 李民浩的演技日益成熟，打戏博人眼球！            
(4星)	 纯粹是冲着李明浩去的            
(5星)	 完全好看 虽然说李民浩的表演有些像花样男子里的具俊表 可是还是有出彩的部分 继续加油&gt;&lt;            
(4星)	 终于追完了。。。润成中枪的时候，眼泪都要出来了。。。不过最后还是和预想的一样，给了个完美结局的镜头。。。            
(4星)	 思密达。。。。。。。            
(3星)	 后半部都没把前面的伏笔破了，鸡肋了            
(NA)	 主角很帅 剧情不喜欢！~            
(5星)	 帅哥美女！剧情要不要这么虐！            
(NA)	 其实早看完了，只是忘记来评价一下了。典型的韩剧模式，之所以一直看下来，主要是里面的悬疑情节吸引了一下八卦的我，打斗场面还可以啦，一看见金相中的满脸愁恨就想起澡堂男人的乖滑调皮，真是对比鲜明啊。就像看《好想告诉你》一样，看过了真人版的，就想看看动画版的，有时间要看看的。            
(5星)	 这部剧不知道让多少人迷上了李敏镐！            
(3星)	 女主是金检察官吧，他们俩玩得最起劲            
(5星)	 终于看完了，不容易啊，在看的时候一直很纠结朴敏英的整容，通篇就感觉怪怪的            
(5星)	 帅啊~~~            
(NA)	 觉得 一定程度上 未免太沉重了             
(3星)	 好看捏！！            
(4星)	 结局有点仓促啊枉费我追韩剧追的这么辛苦            
(4星)	 黑衣控+长腿控！！！！！耶！！！！烂尾扣一星T T            
(4星)	 李民浩挺帅，其实剧情一般啦            
(3星)	 第八集结局的时候给我看激动了 看到民浩从袖子里滴出血 真是好心疼 好心疼~~~            
(3星)	 就是帅哥，没了~            
(4星)	 这部剧略坑爹，只作养眼用。            
(5星)	 给帅哥5分++            
(3星)	 没看下去。。囧~~~~            
(5星)	 太帅了嘛！！！！！！！！！！！！！！！！！！！！！！！！！！！！！            
(4星)	 帅郭回来，真开心～            
(5星)	 隔了四集沒看直接快進到最後一集的最後十分鐘，不是不好看是因為太悲了...民浩君太喜歡了！有突破！五顆星！            
(3星)	 和漫画的关系：如遇雷同 纯属巧合。真的是改编的？？？？？？？？？剧情也有很多不合理的地方，也就主角的脸了，不过这都习惯了。回去重温下漫画，怀恋獠和香，还是十年前看的漫画，本来满怀期望的说，结果~~~~~~毫不相干的嘛。            
(4星)	 李敏镐从头到尾的帅！！各种帅！            
(4星)	 因为死去的金检而给的四星。            
(4星)	 不错的一部剧，民浩的演技有进步啊，高高瘦瘦的身板儿。女主角也很有邻家女生的感觉~~            
(5星)	 帅帅帅~男主角长的真帅！虽然姐木有看过动漫版的，韩版剧情也和韩国的实际虚拟相结合起来，动作到位，帅男美女组合，很有韩剧风采。看的过程中吊胃口不是一般的给力，十分不错的偶像剧！推荐            
(5星)	 帅锅是一种必要的信仰！            
(5星)	 这部剧是我目前最期待的一部，看了有三集了，引起了我很高的关注度，但是决定多连载几集再去看，里面他饰演的角色是工程信息员，为了报仇吧，感觉剧情还是相当好的，期待下            
(3星)	 长腿还行。。            
(3星)	 我就想知道一个事儿～最后那个被软禁的打手去哪儿了。。。。            
(3星)	 这个剧情发展得真是难为李民浩同学了。            
(4星)	 烂尾啊烂尾，棒子编剧最爱烂尾了。            
(NA)	 没看完就放弃了。追着没意思。热情骤减            
(3星)	 听说很好看。。。            
(5星)	 矮油我好喜欢李民浩啊。            
(5星)	 不用理会剧情，单看男主就够了！            
