http://movie.douban.com/subject/2300194/	甜蜜蜜
(NA)	 在自己28岁里，竟然还能全情投入的看一部电视剧，甚至忘记了吃饭，忘记了睡觉。连续十几个小时把这个电视剧看完了。随着剧中主人公的跌宕起伏的经历一起，哭着甜蜜着。。。觉得自己似乎一下子回到了初恋的年代，回到了上个世纪的九十年代。我觉得这个电视剧吸引我的地方，让我觉得有共鸣的一个关键地方就是，在初恋的时候，及时很喜欢那个男孩，但是在面对他的时候，我也是会说反话，不理他，甚至会故意的说出一起让他生气的话。但是，心里却真的很喜欢看到他，很喜欢身边有他。这就是初恋那时候青涩的心理。剧情其实有些            
(3星)	 甜蜜蜜，你笑的多甜蜜            
(NA)	 很感人啊            
(5星)	 很喜欢她们两人            
(4星)	 历尽波折 最后却是那么安静的呆在了一起这是一份我喜欢的爱恋            
(3星)	 。。。            
(NA)	 我也会为了爱情这么倔强。。            
(NA)	 有人说不好看，结果自己偷偷点快进键看完了，整部片子节奏太慢            
(3星)	 这剧看着累人..            
(5星)	 最喜欢的电视剧~看完了有心疼的感觉...            
(4星)	 这才叫爱情。。。。            
(4星)	 结局太惨，要求重拍！            
(4星)	 苦涩涩的甜蜜蜜            
(1星)	 我必须发泄出来 这个编剧太烂了！简直猪脑 我坐马桶上也能写个这样的东西            
(NA)	 邓超 孙俪            
(4星)	 只能说，这是轰轰烈烈的爱情~但至少不是我想要的            
(2星)	 前段时间电视里放的，断断续续还算看了些，感觉那结尾实在太……            
(4星)	 看了房东借给我的《甜蜜蜜》。高希希的作品情节细腻但制作粗糙。为孙邓量身定做的戏中，最出彩的大概是沙溢。那种眼神的宁静，至少说明他完全进入了角色。《甜蜜蜜》看完曾使我温暖了很久，爱总是能触动人的心灵。心理医生说像我（们）这种对爱情始终抱有挑剔和苛刻的人，其实内心里不还是温水一片            
(NA)	 這個..寒假..我真的..變味了....            
(5星)	 甜蜜蜜，你笑得多甜蜜。            
(3星)	 男才女貌，希望可以长久。            
(2星)	 本来多好的一形象被孙俪那么一折磨就像大妈了。            
(NA)	 爱情会让一个人强大            
(NA)	 好感动好纯情阿            
(4星)	 纠结，得不到释怀是我在看这部剧时的心情，雷雷和叶青的爱情在成长，我们也在成长            
(3星)	 和期待的有些差距            
(NA)	 没看完……            
(3星)	 食之无味，弃之可惜            
(4星)	 “这种事情都能够忘记，还有什么不能忘的。”            
(5星)	 温馨。十分。很喜欢。            
(NA)	 挺喜欢他们这一对的            
(4星)	 邓超很帅            
(NA)	 爱上邓超。。。就是喜欢你            
(5星)	 传奇式的爱情，我认为。            
(NA)	 希望她们永远甜甜蜜蜜，也希望偶们。。            
(NA)	 超级喜欢雷雷            
(2星)	 室友说好看，借了碟给我，可是感觉太纠结了，跳着看完了            
(3星)	 俩主角开头挺好，后面太狗血了。            
(3星)	 真挺想给两颗星的。。            
(4星)	 邓超的痞劲儿，邓超的执着印象深刻~~~            
(4星)	 好看            
(5星)	 真的很好看呢            
(NA)	 甜蜜 隐藏            
(5星)	 喜欢甜蜜蜜，更喜欢邓超孙俪，(*^__^*) 嘻嘻……            
(4星)	 虽然是跟风 但是邓超有特点            
(5星)	 咋这么像自己的生活尼？不再厌烦歌曲《甜蜜蜜》的老调子，音乐影射着我生活的经历，和剧情在我脑海里交叉播映，很纯。如此情感不只我一人。            
(4星)	 在非洲消磨时间            
(NA)	 喜欢这片子，想起一句话，爱就是狠狠的喜欢            
(3星)	 结局两人见面的那一段对话真是莫名其妙，中间很多台词也很囧。。不过肆无忌惮的爱情真是让人羡慕啊            
(4星)	 伤感 最喜欢里面的歌甜蜜蜜             
(NA)	 平淡            
(NA)	 最爱。大爱。            
(5星)	 演绎了一段很纯粹的爱情,自始至终,雷雷心中爱情之花只为叶青一个人绽放...            
(2星)	 不太明白的電視劇            
(4星)	 故事的某些情节让我想到某些人。。很甜蜜。。但是。。叶青的妈妈实在太有才了。。演的可以让大家这么痛恨。。实在不容易啊。。            
(4星)	 一口气看完了            
(4星)	 金童玉女的组合 很好看的一部剧            
(5星)	 最美的爱情应该就是这样，执着到忧伤开出了花朵！            
(3星)	 同一套路是不是要吵作就不知道邓孙恋。。但剧情还不错，，很有王小波的味道            
(5星)	 之前就很喜欢邓超和孙俪，看过甜蜜蜜以后，更加喜欢了。这部电视剧的每一集我都完整地看过，很感人的爱情            
(NA)	 孙俪的清纯和邓超的帅气，一段唯美的爱情就这样开始了----            
(NA)	 每个人心目中都有一个雷雷。            
(4星)	 看这剧 就俩字儿--憋屈！我一看到叶青她妈就窝火，怎么就那么能搅和呢！            
(NA)	 爱就爱了。爱一个人，自有自己独特的视角，不因谁的赞美而心动，不因谁的贬低而逃离。羡慕青儿，有个男人中的男人疼爱着；佩服青儿，用我没有的勇气一直爱着。总的来说，看的真是心酸。            
(5星)	 多艰难，多凄美，多灿烂，多义无返顾，这是他们俩的爱情，在岁月中感动世人。            
(5星)	  我喜欢那种青春，那种明亮的，宽广的胸怀。            
(4星)	 一直很喜欢这一对。终于看完了甜蜜蜜。爱情，真的需要两个人坚定不移的相信。才会有所谓的真正的幸福。            
(3星)	 善哉 善哉……陪我妈一起看的 电视剧            
(NA)	 很好听的歌,很美的爱情.            
(4星)	 怎么会有这么不甜蜜蜜的结局啊            
(3星)	 我爸喜欢看 我看了点 还行            
(5星)	 这是我比较喜欢的故事类型。为了她，一直想找书看（可惜没找着）。文革后期，一个高干子弟，一个右派女儿，一段坎坷而甜蜜的情感。有时觉得自己挺像故事中的雷雷，不顾一切的爱上比自己大的女孩，从懵懂到珍爱，爱得那么不简单爱得那么坚决。也羡慕雷雷，叶青后来也爱他爱的那么执著。我每次提这些，别人都会说我是傻仔，说我不现实，可我就是喜欢，就是爱着我的宝贝。她能跟我一样执著就好了！            
(3星)	 中规中矩，结局牵强~            
(5星)	 深情演绎，特别感人，很喜欢！            
(4星)	 雷雷和叶青儿～            
(1星)	 就是让人不好好活            
(5星)	 我有点喜欢这种感觉，很温馨..            
(3星)	 这个情节比较牵强...两位主角还不错的。            
(4星)	 华丽而飞扬的青春，有那么多单纯的甜蜜。            
(3星)	 纯情就是冗长了些            
(4星)	 十分顶雷子.看的热血沸腾的            
(5星)	 太喜欢雷雷了！            
(4星)	 结局不喜欢。完美爱情。            
(5星)	 雷雷，男人！            
(5星)	 喜欢超儿才看的!            
(4星)	 那叫一个乱            
(5星)	 很少看电影哭的,但是看甜蜜蜜我就哭了o(∩_∩)o...            
(5星)	 甜蜜蜜你笑得甜蜜蜜            
(4星)	 甜蜜蜜，可是过程为什么就那么心酸？结局更是..            
(NA)	 光是主角就值得我去看，呵呵            
(NA)	 我喜欢的演员            
(NA)	 我曾对爱情做过比喻：真爱如水，伪爱是酒或蜜。时间呢？也是水。水能冲淡酒的芳醇与蜜的甜腻，然水却冲淡不了水，只会使其更加浩渺，深沉……       ——来自一个不认识的朋友                       
(4星)	 他俩真的很甜蜜啊~~嘿嘿            
(3星)	 挺普通但还算抓人的电视剧，主要是夫妻档比较有看点            
(NA)	 其实。。。让人觉得挺无语的。。。。爱情啊。。。。            
(4星)	 这个影片确实不错            
(3星)	 真的很纠结的电视剧，怎么会叫甜蜜蜜呢            
(3星)	 结局太SB了            
(4星)	 不知道            
(4星)	 坎坷，不易            
(3星)	 不喜欢孙俪电影中的随意~~角色不能尽情诠释~~            
(4星)	 纠结 却欲罢不能。            
(4星)	 这个里面的孙俪不太讨喜..            
(5星)	 我想用另一个电视剧的名字来形容他们那个时代——无处安放的青春！这是一种折磨，但也是一种幸福~最先因为孙俪，我才看这部电视剧，因为我认为《血色浪漫》已经把那个年代展现的淋漓尽致，但是，从另一个角度去看，那个年代依然有数不清的，感人故事...            
(3星)	 那令人刻骨铭心的青春岁月。。。。。。            
(4星)	 爱情一定要历尽坎坷才能修得正果,就像凤凰的涅槃重生么？            
(3星)	 大学。            
(NA)	 超羡慕现实生活中的他们两个人            
(4星)	 没看完，怕难过．            
(NA)	 有点忧伤 又有甜蜜            
(NA)	 还不错            
(4星)	 很甜蜜哦            
(4星)	 一看名字就甜甜的，没想到结局是那样的···            
(NA)	 后半部在咬牙切齿和眼泪中看完，原来世上可恨之人如此之像，张军、赖塬、孙子。            
(4星)	 爱情怎么能是悲剧呢            
(4星)	 这样的爱情仍然让我感动~~~            
(NA)	 恋爱中的人演恋人，真的是甜如蜜啊，虽然拍得有些粗糙，但不得不说是部不错的大陆言情片啊~            
(NA)	 太自然的表演，难以企及的默契。。。            
(4星)	 刚极易折，情深不寿。            
(NA)	 不会拥有的爱情，才会为之感动            
(NA)	 心中很向往的纯真            
(NA)	 苦情，结局不完美滴。。。            
(5星)	 从三星改成五星是温习的结果  因为身边的他和他是那么相像            
(NA)	 太喜欢啦~！            
(NA)	 我很爱大陆的电视剧。            
(5星)	 分明是甜蜜蜜,为什么看到的只有悲伤和心碎~~            
(NA)	 国产剧。邓超。孙俪。爱情。坚持            
(4星)	 结局惨了点            
(NA)	 有点点不显示 却也觉得唯美 喜欢两位主角            
(3星)	 没事找事            
(5星)	 很喜欢            
(3星)	 我能否遇到一个相伴终身的人呢？我是否会为她不顾一切呢？            
(5星)	 两个执着的人相爱是幸福却也是痛苦，但历经痛苦却仍然相爱！            
(NA)	 爱情.......             
(NA)	 革命虽然结束，思想却依然吃人。            
(4星)	 爱得太累，太苦，太沉重，一直等到最后却仍然是个悲剧，编辑是真不想入俗，好让大家念念不忘。。。            
(NA)	 执著的爱            
(4星)	 他们俩注定要在一起            
(NA)	 很喜欢            
(4星)	 第一段很紧凑，后面的太拖沓，看得我想打人！邓超的角色真爷们儿，爱死了！            
(NA)	 一天看完26集。。。他们的爱情真的真的很完美！！！            
(5星)	 大爱啊```            
(NA)	 超喜欢这对情侣档！            
(2星)	 真的不咋地            
(3星)	 太沉重            
(NA)	 因为它，我相信两个人相爱是命里注定的事            
(NA)	 一直都没看这片   最近无聊才看了    感触良多            
(5星)	 这种爱。或许我一辈子都不会遇到吧。爱得如此之深。爱得没有背叛。爱得痛彻心肺。雷雷。这样的男人。此生难求。            
(NA)	 甜蜜的青春，甜蜜的笑容，甜蜜的相遇，换来的是苦涩的爱情。            
(3星)	 那个在青春里给过幸福的人~            
(NA)	 很感动的爱情！            
(NA)	 太压抑啦            
(3星)	 好事多磨啊，结局有些牵强            
(5星)	 爱死啦！  他们真配！            
(NA)	 帅哥美女多好看            
(NA)	 我的爸妈有叶青父母的范~~~            
(4星)	 看这小俩口            
(4星)	 ．或许这样的结局是最好的            
(5星)	 这部片让我喜欢邓超喜欢的要死            
(3星)	 陪我妈看的 蛮喜欢邓超放荡不羁的感觉 我一辈子做不到的            
(5星)	 极爱。叶青儿！~            
(3星)	 不错            
(5星)	 我真的太喜欢这部片子了 是我唯一看过的旧时代片子， 我真希望现实中 邓超跟孙俪能够早日结婚生子 一辈子幸幸福福            
(5星)	 就是太喜欢他们俩呀            
(5星)	 甜蜜蜜*甜蜜蜜*甜蜜蜜*甜蜜蜜*甜蜜蜜*甜蜜蜜*            
(NA)	 他们两个吵架总是很像···            
(1星)	 不知道为什么，真的很烦这部电视            
(NA)	 特感人，特气人，特喜欢            
(4星)	 雷雷和叶青永远在一起呀            
(5星)	 温暖的一生            
(NA)	 很喜欢 很喜欢 干净邓超就像身边的一个人 表演很真实 很亲切            
(3星)	 没想到竟然是个悲剧，甜蜜蜜下的悲剧            
(4星)	 纯粹的爱情，心疼            
(NA)	 苦苦相恋            
(NA)	 纠结。            
(NA)	 还行            
(NA)	 更爱邓超和孙丽~~            
(NA)	 还是值得看看  文革            
(5星)	 从前我们的哪儿去了，路太远，我忘了。            
(NA)	 愿荧屏之外的他们少一些辛苦，再多一些幸福            
(5星)	 爱情，让人为之动容的爱情            
(5星)	 非常好看的!!很感人!            
(5星)	 我喜欢雷雷            
(NA)	 到處都是偶學校的背景            
(2星)	  邓超   孙俪   电视剧            
(NA)	 其实。说得上试羡慕。娱乐圈里，像他们这么纯真的情侣不多。他们两个。一定要好，只是我的祝福罢了。            
(NA)	 好甜蜜好悲伤            
(5星)	 为什么，经历了这么多的磨难，。。最后却仍然被命运残忍的分开了，生不如死。            
(5星)	 两个认定要相爱永远的人，伴着《甜蜜蜜》美妙的歌声，一路坎坷，一路甜蜜。            
(5星)	 永远被感动着            
(3星)	 甜蜜蜜 你笑得甜蜜蜜 孙俪 邓超            
(5星)	 08.7.1 青儿她妈真是太固执了、。。。。。。韩医生真是痴心啊，好男人啊。。。            
(4星)	 中国味道的偶像剧            
(4星)	 无意中看了~结果还挺喜欢，然后每天等着看了~不错，俩人演的真不错！            
(5星)	 值得一看，雖然劇中反對他們在一起的理由有點無聊            
(4星)	 那样的结局才会让人一直回味`            
(2星)	 太拖沓            
(4星)	 我的眼泪被收买了……还好是个故事……            
(3星)	 編劇水平不錯·但國產花了~導演有點小省錢~不過國產算不錯的了~            
(NA)	 一段很经典的爱情，觉得这才是真正的爱情~~            
(NA)	 军旅生活的甜蜜蜜            
(NA)	 看了一小部分            
(3星)	 这片吧，摄影师真的挺不错，镜头用的真好。C&#39;est tout.            
(NA)	 虽然很老土，但是还是感动得掉渣            
(NA)	 不错 不过有点悲            
(4星)	 一个不想谈恋爱的人都想谈恋爱了，心里空荡荡的            
(5星)	 非常喜欢~~            
(4星)	 到最后纠结得让人看了觉得累            
(NA)	 喜欢死了            
(4星)	 为什么相爱的人总要经历那么多波折呢这部影片看得我很心痛            
(5星)	 很受感动            
(4星)	 可惜最后雷子成植物人了            
(NA)	 前段时间疯狂迷恋他们的爱情            
(NA)	 喜欢            
(3星)	 漫漫爱情长跑            
(NA)	 甜蜜蜜            
(4星)	 这样            
(NA)	 两个演员很养眼，最后的结局有点无语。            
(5星)	 苦情。我喜欢“王子公主从此幸福的生活在一起”，这个结局太难让人接受。不过还是很喜欢，因为他们的爱这么纯这么深这么刻骨铭心这么至死不渝。            
(4星)	 有夫妻相的孙俪和邓超            
(5星)	 悲恸            
(5星)	 喜欢他们明朗的爱情，无论剧情中还是现实里．．            
(5星)	 喜欢，喜欢，喜欢            
(4星)	 觉得邓超演的挺好的。            
(NA)	 羡慕这种纯纯的感情，觉得他们两个不管是演戏，还是现实生活，都是绝配的一对呢。            
(NA)	 甜蜜蜜            
(NA)	 爱情是那么的脆弱，也许只有经历挫折才会更美，电视剧版的《罗密欧与朱丽叶》，五星推荐！            
(4星)	 假期看的，还中吧`            
(NA)	 用青春的火焰，去燃烧爱情，我愿意！            
(NA)	 一直抗拒不了邓超的眼睛            
(4星)	 我一般不看没有我喜欢的人的电视剧……孙俪属于我还比较喜欢的内地演员，可能是受《屋顶上的绿宝石》不完美的结局的影响，所以需要一个完美的结束……目前，觉得邓超还是8错的~~~嘿嘿本来是想先把最后一集看了，被骂了，忍了……后来还是忍不住先看了结局……            
(NA)	 矢志不渝            
(4星)	 看到结局很是感动，可惜不是大团圆            
(NA)	 虽然剧情有点啰嗦，但是还是很喜欢。主要喜欢孙俪跟邓超。            
(5星)	 真诚，是爱的全部！——这是这部电视剧给我的感觉。说不上批评，也谈不上完全赞同。其实电视剧的主旨我并没有记得多少，反而对孙俪和邓超这对情侣的对手戏非常欣赏，很到位很真实。祝愿他们有情人终成了眷属！            
(NA)	 good，这几天在看            
(NA)	 看的痛心            
(4星)	 电视剧             
(5星)	 现在超级喜欢他们两个演的所有东西 总觉得在演艺圈这样的直爽的人太少了 好吧  说我俗吧  但是我喜欢他们 祝福他们            
(5星)	 孙俪 邓超             
(NA)	 我哭的啊一塌糊涂~            
(NA)	 偶尔看见这部剧，喜欢上那种年代的味道……            
(4星)	 08.4            
(NA)	 煽情~            
(NA)	 给我一个雷雷            
(NA)	 不知道我为什么会喜欢这部片子！            
(NA)	 没有想到这部剧在douban的分数很高。力荐的人比推荐的人还多            
(NA)	 孙俪 邓超            
(5星)	 当时觉得太好看，好几处的细节抓得好好，真实情侣眼神也特别对特别默契。除了结局的撞车处理得太假。。。            
(3星)	 情节有够老套的,还欠强的很,台词乏味...要不是因为孙丽和邓超,我才不看呢            
(2星)	 这剧讨的那门子巧            
(4星)	 窝在寝室里            
(4星)	 看的时候掉了不少眼泪~            
(NA)	 义无反顾地爱情            
(5星)	 虽然结局难以接受，但是仍被感动着            
(NA)	 终于看完了，是第一部让我没用快进看完的爱情电影，在这里面邓超是投入了真感情在演            
(NA)	 喜欢他们在一起感动我            
(5星)	 我很喜欢            
(3星)	 后半部比较好些            
(5星)	 好看            
(NA)	 爱`从来都不是一件容易的事。。            
(NA)	 太艰难的甜蜜            
(5星)	 感动            
(5星)	 浪漫，哭得哗啦啦的            
(NA)	 真的甜蜜蜜            
(NA)	 甜蜜蜜  邓超  孙俪  电视剧  爱情  连续剧  中国电视剧  国产  大陆  中国            
(4星)	 不管怎样，和自己喜欢的人在一起就是幸福的            
(5星)	 我想我懂~            
(5星)	 好看阿，还有点小小的感动，是不是自己也会有场轰轰烈烈的爱情呢？            
(NA)	 爱情童话            
(2星)	 兜兜转转，并没有觉得甜蜜。生活的自寻烦恼让他们疲于奔命。            
(NA)	 我的爱～～～            
(NA)	 炽烈的爱            
(NA)	 邓超            
(4星)	 蜜糖深处全是伤            
(3星)	 这哪里是恋爱啊，两个人的感情太波折了，最后雷雷居然成了植物人...            
(5星)	 爱情一段真诚、相信对方、需要对方、放不下对方的凄美爱情            
(NA)	 超俪三部曲之二            
(NA)	 好甜蜜的一对！            
(5星)	 很感人，演的很好            
(5星)	 爱他们            
(5星)	 追求真爱～～～            
(5星)	 喜欢他们!超喜欢他们的！可是结局有点。。。哎。。            
(NA)	 这是我对邓超刮目相看的片子            
(NA)	 真.纯.            
(4星)	 纯真的爱情            
(NA)	 如果你是流氓，我愿意做你身边的小太妹。一切都只因为爱            
(NA)	 生活有爱没有蜜也可以是甜的.            
(1星)	 话说有一天，我吃错了东西又拉又吐，请假在家，那天下午就和啊姨看了这个..整个下午..            
(4星)	 雷雷让人心疼            
