http://movie.douban.com/subject/2078864/	绯闻女孩 第一季 Gossip Girl
(5星)	 CHAIR ALL THE WAY            
(5星)	 高中生的生活就这么复杂啊……不过看看帅哥美女的奢侈生活也可以            
(NA)	 看到第一季12集，实在是看不下去了，不到为啥！            
(NA)	 曼哈顿少年淫乱史            
(5星)	 很喜欢这种感觉。            
(4星)	 越来越扯。。。            
(5星)	 好看  第一次对美剧感兴趣的            
(4星)	 剧情要不要那么混乱的。。。            
(5星)	 blake lively my love!            
(4星)	 Having friens like these,who needs armies?            
(5星)	 怎一个乱字了得。那时候看完的唯一感触就是，只有你想不到，没有他们做不到。            
(5星)	 我的最爱!!!            
(3星)	 我不懂...我为什么一边痛骂一边还看...anyway,我承认我分裂了            
(5星)	 回过头来，觉得第一季很美好            
(4星)	 光是冲着那些华衣美服和帅哥美女就足够有动力去看啦O(∩_∩)O~            
(5星)	 布莱尔 我的爱.            
(2星)	 浪费我n长时间，完全没有产出            
(4星)	 最近忙里偷闲看了这部电视，第一季看完了，里面的人物关系有点混乱，不过很吸引人让人往下看，很羡慕他们的青春岁月            
(5星)	 fashion rocks in this series            
(4星)	 还是比较喜欢第一季 人物都还清晰 看到第三季已经很混乱了...支持B&amp;C            
(4星)	 打发时间的好电视            
(3星)	 主要不是我超爱的类型            
(3星)	 这部电视剧让我觉得很无语，很鸡肋，不知道是继续看好还是不看好，so 就不看了……            
(3星)	 第一部还算有趣，越到后来越无聊，追不下去了。            
(5星)	 慢慢地看Dan顺眼起来了            
(NA)	  xoxo gossip girlb c d g j l n s ...            
(4星)	 With friends like these, who needs armies? this is the point!! 里面的人爱的乱七八糟 基本各种排列组合都试过了 只是B和S之间的友情 分分合合 却让人羡慕不已 里面大爱的男主角是rufus。。。汗 我是大叔控么|||            
(4星)	 挺好看的～～～            
(4星)	 太纠结了这几个人            
(NA)	  情感系列的美剧有一个共同的特点就是，剧中出现的男女成员，彼此挨个上遍床，然后OVER。第二季的剧情可想而知。。。免看了！            
(5星)	 一直在看 却越来越乱            
(4星)	 夸张的高中生活····            
(4星)	 我也不知道是什么力量驱使我用两天端午假干掉了第一季…whateverS最高！Lily最美~            
(5星)	 还是喜欢一二季  第三季就一般了感觉 但是说实在的那种生活看看也是很享受的 曼哈顿敢做敢当的性格            
(NA)	 还是觉得1好看~~            
(5星)	 i am chuck  bass～～            
(NA)	 小J小J！还有B和S间的友情~            
(3星)	 不知道哪点好，就是看的欲罢不能&gt;&lt;            
(NA)	 I love Chuck！            
(5星)	 还是第一季最好。            
(NA)	 到后面没法看了 排列组合啊             
(4星)	 糜乱的感情生活..            
(NA)	 前面很好看，越看越恶心。            
(5星)	 N很帅很绅士，S火辣大姐大，B傲慢的公主，C由讨厌到喜欢，D傻傻的，J为自己的梦想努力的女孩，V善解人意，E成熟，L最漂亮的妈妈。。。。。。            
(5星)	 俊男靓女，本剧最大看头            
(5星)	 爱死chuck bass了。            
(3星)	 其实不是很喜欢~也没有传说中的那么好看~            
(3星)	 越来越感觉我已经不适合他们了，88 ，and no missing·            
(4星)	 S,和nate在一起吧，XOXO，gossip girl。            
(4星)	 唯一看的美剧            
(4星)	 一直在追的剧集~            
(4星)	 爱美之心，人皆有之，对色女更不用说了            
(3星)	 ·刚看的时候，一个字————乱。fashion时尚达人们不要错过            
(4星)	 Stunning S！            
(NA)	 X.O.X.O Gossip Girl            
(5星)	 家裏没網就開始瘋狂地看美劇了。之前稍微被劇透說Chuck、Blaire後面正常很多，不過就第一季我倒覺得大家都還在正常範圍內。並且不知道為什麼，第一集看Nate不咋滴，後來居然有越來越帥的感覺，長得真是好看。其實更喜歡Lily和Rufus之間，二十年前的老情人再遇上到底是什麼感覺            
(4星)	 最大的看头就是美女和时尚~            
(4星)	 第三季还没看完~            
(3星)	 奢华，B的性格超喜欢~            
(5星)	 养眼。算是我的最爱吧！            
(NA)	 最迷人的一季            
(3星)	 可以看看穿着，受不了那几个人不断地排列重组~            
(5星)	 喜欢s             
(5星)	 I like CHACE CRAWFORD            
(4星)	 哎呀不记得看到哪了            
(5星)	 高中生。混乱。            
(3星)	 两女都很美。。故事太港台            
(5星)	 BC王道。            
(2星)	 扯            
(NA)	 喜欢             
(3星)	 第一季看完了，维持原判：比起混乱的Gossip girl，我更喜欢Hannah montana，or even 新成长的烦恼（hilary duff～）            
(3星)	 再好看也只是泡沫剧，看了10集就腻了。            
(NA)	 大爱Chuck&amp;Blair~            
(4星)	 虽然没营养又纠结，不过当是练练听力也不错            
(3星)	 淫荡的青春            
(3星)	 xoxo gossip girl            
(5星)	 看帅锅            
(4星)	 帅哥美女，但是这哪是高中生的生活啊！！            
(4星)	 QUEEN B万岁~            
(4星)	 还是第一季最好看            
(NA)	 刚看就这样，看美女帅哥的            
(NA)	 CHUCK  CHUCK            
(4星)	 还行。            
(5星)	 啊，虽然它不是一般的乱成一团，可我倒还蛮喜欢的。            
(3星)	 所有人和所有人都搞过...            
(4星)	 第一季还算好看了，才知道gossip girl配音那个是演veronica mars的那个女孩            
(4星)	 一直在追。B粉一枚            
(5星)	 很不错哦，一直在跟            
(5星)	 非常不错的时尚剧            
(3星)	 complicated            
(3星)	 华丽丽的偶像剧            
(3星)	 高中的混乱生活            
(4星)	 N很帅很帅……            
(5星)	 。我最爱S            
(NA)	 第一季是最好看的勒            
(3星)	 如果能少些勾心斗角。。。。            
(4星)	 Chuck Bass            
(3星)	 惊艳过后徒留脑残            
(4星)	 作为听力教材还可以，桥段初次看时也不差。不过第二第三季那个乱来超出我的忍受极限了。。。            
(3星)	 只想说，上流社会的人的生活太糜烂了            
(4星)	 送给我心目中最完美的gossip，这是唯一让我完全着迷的一季            
(5星)	 XOXO            
(4星)	 exellent.            
(NA)	 第一季不错 第二季就看不完了 乱了            
(4星)	 看了后面的剧情，兴趣大减！why it is always such foolish a story            
(5星)	 with friends like these, who needs armys            
(5星)	 熬了N个通宵...走火入魔做梦都梦这个、各种蹦台词...            
(5星)	 爱爱爱~哈哈            
(4星)	 With friends like these, who needs armies?            
(4星)	 S&amp;B!            
(4星)	 想起和姐姐们围坐在一起追剧的美好时光            
(5星)	 我每次看都会有新的感触，很值得一看。曼哈顿的东区，这个世界的另一个区域。            
(4星)	 中意呢部电视剧嘅原因系俾里面上东区奢华嘅生活所吸引，里面有我地曾经梦想过嘅生活、角色，虽然唔可以过呢种生活，但起码可以通过距了解一下上流社会喺点嘅~~但呢部剧有一个缺点，就系人物之间关系好乱，俾人感觉好滥交，可能美剧都系咁，实习医生都系咁，反而最滥交果两个最专一，真系好讽刺。            
(4星)	 第一季专门买碟片看，第二季等啊等，后来就发觉除了那些衣服搭配外，剧情实在不能看，乱七八糟的，蛮失望。            
(4星)	 花边教主            
(5星)	 每次看见S  我都会想起楠   我觉得她俩特像    无论是笑起来  还是撅着嘴  其实最相像的  就是对爱的那份执着  无论怎样 楠  我希望你幸福  一直   永远              
(NA)	 目标是N和C的综合体            
(5星)	 好就一个字            
(NA)	 喜欢s            
(4星)	 还行            
(5星)	 CHUCK CHUCK CHUCK CHUCK CHUCK            
(NA)	 B J &amp; C            
(4星)	 第一季还不错。            
(3星)	 这是第二次看GG第一集，一年前好象看过，觉得垃圾，关了，又翻出来下了一集，仍觉得烂.4集开始看出味道,觉得C\B\J都知道自己要啥,S又笨又傻,D\N一般人,讨厌V,拍什么录像作业,人家不让拍还拍,最讨厌这种自以为聪明的人.为什么总是先上床后说我爱你,肌肤之亲比那三个字还要轻            
(5星)	 乱得可以！            
(5星)	 真的就第一季还能看            
(4星)	 追了几年的美剧~好爱！！            
(4星)	 忘了是在什么的时候，&#34;i&#39;m chuck bass&#34;让我心神荡漾            
(4星)	 一部颠来倒去 不断推翻观众对人物看法的青春肥皂剧 泡泡满天飞~            
(5星)	 为什么我对Serena的妈妈Lily这么有爱呢。。》《  小Eric也很前途的说~~            
(4星)	 一部赏心悦目的片子            
(4星)	 喜欢S            
(5星)	 人生如戏~戏如人生~            
(5星)	 I love B            
(4星)	 第一季的结局还没有中间的剧集结束完整呢 呀呸的明摆着为后文做铺垫呢              
(4星)	 大爱B和C，越坏越爱！~            
(NA)	 x.o.x.o            
(4星)	 呵呵  一直在跟的剧集。。            
(NA)	 奢华的上流社会            
(5星)	 很不错的东东            
(4星)	 勾心斗角。            
(4星)	 好看 B N 实在太漂亮了             
(4星)	 除了衣服能看看~            
(4星)	 XOXO            
(4星)	 just for fun            
(3星)	 就是为了看chuck去的 那么乱的情节谁受得了~讨厌dan的自以为是~            
(3星)	 最后一集让我对第二季兴趣全无。            
(5星)	 找刺激的话，一定要看GG~ 恩。            
(4星)	 这段时间无聊的寝室宅生活最大的乐趣来源...望天...            
(4星)	 看完第一季就没兴趣继续看了。其实蛮喜欢Dan，但是编剧编这么狗血的剧情给他我只能说shit            
(4星)	 曼哈顿的贵族们 看点：各种发饰、包包、高跟鞋、小礼服...            
(4星)	 忒乱……Nate把所有女生的便宜都占了            
(4星)	 至今仍在追。            
(4星)	 G就是造孽来的……            
(5星)	 fashion            
(4星)	 &#34;B&amp;C&#34;只看过1  2  3就那样吧            
(4星)	 .....dan哦...这死男人哦 看了最后二集 气死我了。。。。            
(NA)	 关系太乱            
(2星)	 无限次排列组合- -            
(4星)	 上东区的青少年们关系够复杂的。            
(NA)	 只是在某一刻会挺喜欢S的说话方式。至于B，喜欢她的豪爽。C、N、and D,也许，有些东西就是男人的本性而已。改不了的。            
(3星)	 无知的高中生活，不光是戏里的人还是看戏的我！            
(3星)	 算是GG里稍微入眼的一季            
(3星)	 蛮适合练英文的~~            
(5星)	    喜欢莉顿·梅斯特，长得太甜美了。。。            
(4星)	 老实话。。。Serena笑起来的时候真的真的很迷人。。。~            
(3星)	 毕竟是第一季，还可以            
(4星)	 喜欢看衣服            
(2星)	 男男女女的恋爱，受不了美国的浮华            
(3星)	 只因为英伦王子Chuck Bass,            
(4星)	 美国佬挺不靠谱的哇，前一秒还海誓山盟，后一秒就翻脸不认人            
(4星)	 挺养眼的一部片子，喜欢Chuck Bass!!            
(4星)	 喜欢S的笑……又野性又纯真。            
(5星)	 时尚美剧            
(4星)	 U KNOW  I LOVE U.            
(2星)	 感情纠结，关系复杂多变我想说Take it serious!            
(4星)	 因为Gossip girl 而了解到上东区的物质生活。因为Gossio girl 而迷上了小J。            
(5星)	 强力推荐  相当不错  尤其服装            
(3星)	 扯蛋的剧情难道来源于文化的差异？            
(3星)	 感觉就是在屈指可数的几个人物之间把关系不停地复杂化，绕来绕去。剧情不是看点，华丽的衣服和帅哥美女们比剧情有看头。            
(5星)	 S B D C。。。。。            
(5星)	 目前我最爱 哼哼            
(3星)	 虽然她越来越没意思了。。。            
(4星)	 喜欢S~和C            
(2星)	 除了Blair可以多看俩眼外 别无其他            
(4星)	 第一季剧情还不错～            
(4星)	 有时会觉得他们的生活果然无聊到这种程度么——。不过BCN三人魅力太大了            
(4星)	 猪脚们好看！            
(NA)	 潮            
(3星)	 我肯定是老了，竟然不能好好看完            
(NA)	 oye            
(4星)	 养养眼            
(5星)	 I love BC            
(3星)	 越来越没劲            
(4星)	 虽然没什么内涵，看看挺好            
(4星)	 美国的流行偶像剧，比起中国的在制作上的确精湛            
(3星)	 不喜欢GOSSIP...但B的衣服很好            
(5星)	 我要看第三季第四集            
(NA)	 年纪大了，欣赏不来～～            
(4星)	 喜欢B和N。。。            
(NA)	 好吧我看到了第二季第18集            
(NA)	 感受奢侈            
(4星)	 好喜歡B跟C~^^~            
(3星)	 第一季最经典            
(5星)	 女孩儿都爱看！！保证！            
(5星)	 复杂的上东区            
(3星)	 &#34;第一季很纠结的看完，是那种鸡肋的感觉，觉得剧情无聊，却又被吸引&#34;            
(5星)	 第一部还是很有爱的~b~            
(4星)	 请拼出个王来            
(4星)	 Ｉlike GG            
(5星)	 不一样的青春吖            
(4星)	 就是太开放了            
(3星)	 或许因为这生活离我太远，反正就看了第一季。 …            
(5星)	 http://watert.yo2.cn/articles/gossipgirl.html            
(4星)	 无意中发现的剧集，居然就火了，然后开始越来越乱            
(4星)	 我的青春，也不是没伤痕            
(NA)	 美女和时尚。            
(3星)	 不怎么时尚的时尚剧...            
(4星)	 GG1還是應該作為美劇基本常識看過。            
(4星)	 其实我就是为了来看时装和大牌包包的            
(NA)	 明星很养眼~            
(3星)	 我就想看看这编剧要怎么收场            
(5星)	 暑假看完，等待第三季。            
(3星)	 里面演员的服装比剧情更出色            
(3星)	 S2看了几集，我好像在看台湾偶像剧...            
(5星)	 不错！爱b！！！            
(4星)	 第三季明显疲软 差不多就得了吧~            
(4星)	 我喜欢~~~            
(4星)	 Serena天生女王。。。            
(2星)	 只能看服装...一部没有意思的电视剧...看到第二季开始就看不下去了...            
(3星)	 话说，我看的是里面的衣服。。。还有那个帅爸爸`````            
(NA)	 serena好美~            
(NA)	 看得很早 现在越来越多我讨厌的人在看            
(4星)	 我怎么会喜欢lily...Dorota很可爱。            
(5星)	 大爱Blair            
(4星)	 剧情紧凑但是人物关系极为复杂            
(3星)	 终于看完了第一季，不禁赞叹编剧是怎么把那么错综复杂的关系给纠结到一起的，感觉像一团线球不断地被人扯动，弄乱了再理清它，好不容易弄清却又乱了...            
(4星)	 后面就是乱了点            
(5星)	 第四季over            
(4星)	 第一季不错 dan不错。。。            
(NA)	 呦吼            
(3星)	 B很可爱~~S很女主~            
(4星)	 love them            
(4星)	 勉强搞懂了人物关系后关系又乱了            
(4星)	 ……于是？            
(3星)	 开始还挺好看了，不久就觉得有点无聊了            
(4星)	 看到第五季就不想看了，谁和谁都能搞！            
(5星)	 狗血.. 多金系好狗血....   为了最后一集的bass都要5星            
(3星)	 青春男女的故事 = =             
(5星)	 I love u always have always will            
(3星)	 主要是觉得Blare很漂亮，Nate很帅。然后没了- -            
(4星)	 我爱serena..~            
(5星)	 I LOVE CHUCK BASS            
(3星)	 Gossip其实还是更适合女生看。。。虽然这个心态不好揣摩…… 但可以理解~服装很PL 演员也都不错 男的美剧里有时装剧            
(3星)	 其实不算看完 是弃剧了            
(4星)	 too simple sometimes naive            
(5星)	 买了类布莱尔的发卡。。。            
(5星)	 总觉得还是第一部比较舒服~            
(3星)	 当成时装片来看还是不错            
(5星)	 很好很强大..            
(5星)	 Chuck。            
(5星)	 CHUCK BASS!!!!            
(4星)	 第一部还是有看头的，后来就成服装大赏了，编辑你太狗血了！            
(5星)	 混乱,时尚,精彩`````````            
(3星)	 只是在期待更乱的剧情            
(NA)	 最喜欢lily和chuck             
(4星)	 好            
(NA)	 被GG萌地很震撼来着，从此开始爱着美剧，就是这样的感觉！            
(3星)	 moved by their friendship,but i  can see only the season one.            
(4星)	 关系是挺乱的，铺垫也是挺多的，继续追中。。。            
(4星)	 喜欢serena的坚强独立，喜欢blair的真实单纯。            
(5星)	 大爱            
(4星)	 女生永远有争不完的东西，╮(╯▽╰)╭            
(2星)	 看s1就够了…… 其他的，剧情不够狗血凑            
(3星)	 其实也还应该加上SOAP 的标签。。只中意剧中的学士服。            
(3星)	 编剧思路混乱，看看美女名牌什么的还行            
(5星)	 其实这部剧火的原因有几点：1 帅哥靓女一大堆 2 富人阶级的生活 3 八卦 4 服装 总之题材是非常吸引人的，再加上那么多精致的面口 不红都难！            
(2星)	 看了2集我受不了了，不明白在说什么，简直是催眠剧。            
(4星)	 s也演过牛仔裤的夏天哦~            
(4星)	 这样的中学生也是太令人羡慕了吧，又是美国梦一出            
(5星)	 让我跑了趟那么浪漫的布鲁克林大桥啊。            
(4星)	 一部能证明美国男女稀缺的电视剧..环保利用型的搭配            
(NA)	 喜欢            
(5星)	 我是CB控！            
(5星)	 我喜欢坏坏的Blake和坏坏的Chace            
(NA)	 诚如楼主所说  鸡肋            
(NA)	 很纠结复杂的情感肥皂剧...            
(4星)	 追到第三季就冇追了...重新評-1star.            
(NA)	 人物关系蛮纠结的            
(NA)	 人美衣美剧情狗血。呵呵 典型的美剧青春剧风格。            
(5星)	 搞不懂美国人的想法，很容易生气，很容易原谅。            
(2星)	 衣服            
(4星)	 我终于下决心要看完它!            
(5星)	 喜欢 没话说！            
(5星)	 帥哥靚女，漂亮衣服~            
(4星)	 还不错了，看着没有负担            
(4星)	 summer is going on            
(3星)	 其实觉得很颓废萎靡……哈不过众星云集吖            
(5星)	 纯粹的喜欢。不多说看看就爱上            
(5星)	 性只是表象。            
(5星)	 xoxo thats the secret ill never tell            
(4星)	 To make their behavior also changed a little bit of Europe and the United States            
(5星)	 上流社会的生活。主角跟衣服都很漂亮。            
(4星)	 打发时间好选择            
(3星)	 比第二季强的……            
(4星)	 故事就是围绕着些个高中生的诽闻世界展开，我在欣赏的更多是时尚秀．            
(4星)	 无语的追完了.            
(2星)	 虾米玩意儿~            
(3星)	 目前最喜欢第二季。第三季有些乱。上不上大学，需要做什么，想要做什么，编剧都不知道么？            
(4星)	 只看了第一季的人飘过～～～            
(3星)	 学搭配            
(3星)	 太乱了            
(3星)	 多看看 C&amp;N            
(5星)	 太火了，第三季快开始了，看了预告片，很期待呀            
(4星)	 我爱牛仔裤            
(5星)	 大爱，从此爱上美剧。特别爱B&amp;C            
(5星)	 引领时尚潮流            
(NA)	 喜欢S和B，也喜欢N，C和D            
(2星)	 一群有钱的村姑和乡下男            
(4星)	 冲着长相和时尚风格还是值得一看的。剧情嘛就别太勉强了……偶像剧基本都这样——混乱            
(5星)	 我爱BC            
(4星)	 毕竟当时我是完全被迷倒了..            
(4星)	 娱乐性很强，值得一看            
(4星)	 喜欢c            
(5星)	 第一季里面,Dan还是没有瑕疵的满足我小小的yy            
(NA)	 love it            
(4星)	 仅仅因为喜欢B&amp;C看的            
(4星)	 欧美手机秀。            
(5星)	 无人不知的上东区的孩子们            
(3星)	 只能说是差强人意...当时就是想看米国小盆友的着装而已啊            
(4星)	 一直喜欢B和C~剧情纠结，还是第一部比较有看头~B和C的结合是我最大的愿望~            
(4星)	 第一次看是在高三的时候。的确是为高三的生活带来了一些乐趣。但是实在是忙。于是进了大学重新来过。其实怎么看都不觉得他们的生活像是高中生该有的。。。或者说这是社会风气？还是阶级？经济条件?不同所造成的。？后来gg的第一季就被我用来练听力了。里面的词汇还是很生活化的。多听听不错的            
(3星)	 勉强看完了第一季，女主角们的衣服太丑了，S小姐相对她的年龄，也太老了            
(5星)	 不太像高中生呐···不错哦            
(4星)	 等待下一季，，，            
(4星)	 挺好看的，OK的剧情，OK的人...            
(3星)	 还是觉得美眉校探好看            
(3星)	 那群是高中生不，看在情节一环扣一环的，就看看吧            
(3星)	 BC王道            
(2星)	 只有一句，太乱了。。。            
(5星)	 很爱呢··虽说很纠结··            
(3星)	 ……对于我来说这片子除了流行服饰和配乐之外没啥可看性……或许是因为我讨厌人与人之间这种糟糕的勾心斗角。            
(3星)	 任何美剧都只适合看第一季。。！            
(3星)	 只闻到了荷尔蒙的味道。。无聊            
(3星)	 serena是性感             
(4星)	 青春都是一塌糊涂的乱麽？            
(4星)	 不错            
(4星)	 喜欢S 这个时候还不喜欢Chuck            
(3星)	 白纸消费片            
(4星)	 x.o.x.o gossip girl            
(5星)	 第一季还是挺好看的~~            
(4星)	 看是好看，可是究竟生活的意义在他们认为是什么呢？            
(4星)	 纽约是个诡异的城市。            
(5星)	 乱撒。            
(4星)	 第三季,几时先出啊?第三季D服装真系好似好靓啊~~~            
(5星)	 追着看时多年轻。            
(4星)	 当S遇到G的威胁时，B说的那番话，让我记了好久。            
(4星)	 看的第一部美剧连续局...            
(5星)	 还是很有意思的剧，节奏紧凑情节够吸引人，对于时装剧，何必这么苛刻            
(4星)	 终于看到chuck 和blair 在一起了……            
(4星)	 you know you love me.            
(4星)	 不喜欢D            
(5星)	 超喜欢            
(5星)	 韩剧太浪漫，日剧太唯美，还是让我们看一看现实吧。            
(2星)	 高中女生勾心斗角            
(4星)	 当时因为八卦王子 八卦王妃的名字而去看的时候还没什么动静 没想到后来这么火            
(4星)	 感情的世界就是那么混乱，那么没有道理的~            
(4星)	 哎··· 学生那些事儿            
(3星)	 喜欢chunk，但剧情看不下去了。。。             
(4星)	 奇怪的青春，和我们的生活方式真是有超大的不同的            
(5星)	 太好看了~最喜欢B            
(4星)	 chuck chuck   &amp; Band little J            
(5星)	 呃 生活可以如此混乱 不是我们的世界            
(NA)	 喜欢啊喜欢~            
(3星)	 其实我不想看的...blare还行，都是富二代啊，小时候思想品德课上得不够            
(3星)	 I&#39;ve confused by complicated relationships after 2 seasons.            
(5星)	 上流社会的风流生活，也揭示了他们的悲欢情趣，总之很精彩，没有丝毫的情节拖沓，适合年轻人的口味。            
(3星)	 给还行是因为我喜欢S 和查克 最讨厌丹他们一家 整个自我感觉太良好 脑抽的 内特眼光太有问题 意志太不坚定 查克和B 内特和S是最完美的配对了么 还要搞来搞去 嗨来嗨去干嘛呢 帅哥美女们            
(3星)	 乱伦剧，只看fashion            
(5星)	 看看就可以了            
(NA)	 快点出第三部吧! love            
(5星)	 很赞，时尚前卫。            
(4星)	 有钱的美国人             
(5星)	 内容还算完整，就是个D实在蹩脚阿            
(3星)	 俊男靓女，养眼是养眼，看多了实在觉得无聊。为无聊的事勾心斗角，很混乱很变幻的男女关系......            
(5星)	 各种喜欢gossip girl，各种喜欢B&amp;C            
(5星)	 估计爱八卦的人都喜欢看这个吧            
(4星)	 还好~挺绚丽的。。            
(NA)	 蛮不错的完全不同的生活。            
(5星)	 GG~~            
(3星)	 这错综迷离的关系，看得我心累~            
(5星)	 所有的男女自由组合 B&amp;C王道！            
(5星)	 觉得还不错！            
(NA)	 看着它，想着你~            
(4星)	 可惜剧中Serena跟Dan没在一起            
(4星)	 不错的美剧，就是情感关系比较复杂，感觉好乱啊~            
(5星)	 时尚···            
(4星)	 好看呵。。            
(4星)	 巨爱CHUCK            
(5星)	 赞~~            
(3星)	 喜欢Blair。            
(3星)	 乱搞搞的没创意，纯情纯的不动人……            
(3星)	 Dan实在不大讨人喜欢。。。            
(3星)	 第二季开始变鸡肋            
(5星)	 还不错吧，喜欢Serena            
(4星)	 歇了一个假期~开学第三季还来不哇？            
(4星)	 久了会腻            
(NA)	 厄…乱……            
(5星)	 you know you love me            
(5星)	 很赞，超喜欢。            
(4星)	 没有完美的一个，也没有完全不可爱的一个            
(NA)	 大爱~！            
(NA)	 喜欢小B            
(3星)	 关系越来越混乱            
(4星)	 第一季还是不错滴            
(3星)	 我蛮喜欢 时装剧。。            
(2星)	 只是为了练习自己的听力，除了衣服很漂亮外。剧情真的令人无所适从……太离谱了。            
(4星)	 喜欢~~美剧支持            
(5星)	 B&amp;C终于在一起了，嗯            
(1星)	 弃剧。勾心斗角实在没意思。四个主角的名字连起来：SB+NC            
(NA)	 疯狂的人们            
(4星)	 为戒掉韩剧 我选择了她 却又迷上了美剧 很好看~            
(5星)	 青春是一场辨不清对错的电影            
(4星)	 还是看了 不错了 希望希望后来不会太狗血            
(3星)	 两季都下下来 看看就好。小女生嘛  嘿嘿            
(NA)	 大爱blair            
(5星)	 这个时候喜欢Blair            
(4星)	 很美！很酷！很潮！很流行！            
(2星)	 越来越。。。烂了             
(4星)	 续集拍多了总觉得让人腻烦，男男女女排列组合多了就愈显真爱的难能可贵            
(2星)	 超好听的美式发音，只是剧情太八卦无聊。            
(4星)	 看完gossip girl，评价从一开始的3颗星变成4颗星。只因为已经习惯这几个俊男美女每天出现在眼前，仿佛不曾谋面的朋友，看他们嬉笑怒骂，换我莞尔一笑，进而release.            
(4星)	 最喜欢Chuck~~            
(5星)	 錯綜複雜的人物關係            
(5星)	 第一部第二步还是不错的            
(5星)	 。。。大爱。。。            
(5星)	 学脏话in English            
(5星)	 很不错的电视剧，刚开始看很看不下去，但是慢慢发现里面非常耐人寻味，讲述几个学生的成长历程，人性的变化，生活中的感情选择，另外B对爱情的真切非常感人。            
(5星)	 超好看，她们太牛了！！            
(4星)	 看了一集半……就追不下去了……            
(NA)	 离我太远了 衣服蛮好看的            
(5星)	 看完以后我就空虚了！~！            
(3星)	 绝对的养眼，语言很犀利，音乐很好听，剧情简单或者说是索然无味了，但是可以在无聊的时候打发时间看看            
(5星)	 i&#39;m chuck bass!            
(NA)	 很好很奢华。            
(4星)	 funny scenario,gorgeous staff,how can u expect more from a teen tv drama,besides,I just love Leighton Meester~~             
(5星)	 喜欢不需要原因~            
(4星)	 SS            
(5星)	 第一季很好看,观摩一下美国中学生的生活....其中映射的美国社会,不是俺们想象的那么自由女神么.....不过,那边阶级意识很强的么....这个不谈,还是比较欣赏他们的坦率,但也要思考一下这个&#34;坦率&#34;是否该有个度,剧中是否也该体现一下&#34;过度坦率&#34;的后果,不要避而不谈么            
(5星)	 S&amp;D            
(4星)	 xoxo ...            
(4星)	 好爱好爱Gossip Girls..可能因为上东区，可能应该正好迎合了小女孩的时尚需求，可能因为Dan&amp;Serena...  XOXO GG~            
(NA)	 GG~            
(4星)	 1颗星是给和我同月同日生的chuck，超有气场的chuck。一颗星是给维护s时巨屌的天蝎座的b，一颗星给帅到没天理的nake.还有一颗，是给rufus和Lily，你们真叫我心碎。            
(5星)	 s 俺心疼你            
(5星)	 第一部是很好看的. 尤其是G出现的那一集,气场啊.            
(4星)	 第一季的确不错~第二季。。就算了。            
(3星)	 后面编剧太不乱点了吧，角色性格塑造不够突出，不过咱看的也就是里头漂亮的outfits了。。            
(5星)	 我爱Serena  我爱Lily            
(5星)	 非常棒！很嗨！            
(NA)	 CW 又一青春剧 MS这部比其他的要成功的多 至少在中国是这样在近期成为多少少女的TOPIC其实剧情 演员并不是 CW青春剧里最佳的 至少比不上VM吧不过华丽的服侍 勾心斗角的剧情 的确挺吸引人大 最吸引人的其实还是纽约曼哈顿的上层生活……            
(4星)	 BC，你们让我爱到无可救药.            
(5星)	 they are fashion. they show what love is ,although complex, but calls for courage.Love B            
(5星)	 很不错的美剧，里面的穿衣打扮很时尚，人物很鲜明，很有现实感            
(5星)	 绝望的时候看            
(NA)	 必看之作。            
(5星)	 让人羡慕和向往的生活不断地冲击着。            
(NA)	 ！            
(5星)	 期待第二季的B&amp;C            
(4星)	 那种生活……活了才知道            
(4星)	 不知道为什么这么期待第三季。。。真的不知道为什么，惯性？            
(5星)	 喜欢B，她维护S的每一个样子，努力争取的样子想起我和E，Shoulder pads may come and go,but a B.F.F is forever.Because even when you are not sure where you’re headed,it            
(3星)	 乱七八糟的情节            
(3星)	 开始喜欢S，觉得B太大小姐，但越往后面看越发现B比S要专情多了~~~            
(4星)	 第一季果然是比较讨喜`            
(5星)	 想当初可是很轰动的那            
(3星)	 这帮孩子，就是吃饱了撑的            
(4星)	 第一季给个四星。            
(4星)	 还是喜欢S，笑起来真干净~~            
(5星)	 great 对我来说 ... 值得一看 对生活的态度 服饰的搭配 especially C            
(NA)	 Chuck is so hot...            
(5星)	 2009            
(5星)	 够华丽。够养眼。够萎靡。            
(3星)	 放弃了，太肤浅~            
(5星)	 俺都追了一年了才想起把它加上。。囧            
(5星)	 喜欢            
(4星)	 很真实的美国校园。            
(4星)	 With friends like these, who needs armies?             
(5星)	 复杂的人物关系，奢华的服装，上东区的社会。            
(5星)	 爱死了!!!!!!!!!!!!! BCCCCCCCCCCCCCCCCCCCCCCCCCCCC            
(4星)	 混乱的一塌糊涂            
(3星)	 女人天生爱八卦，越是没有经历过的事情越是憧憬，我想上街区房子的楼下一定爬满了偷听的耳朵，专门为平常百姓探听有钱人家的私密，一直好奇那个每天发信息的“gossipgirl”是谁，其实她就是我们每一个人。            
(4星)	 看完了第一季，第二季还差很多= =，，学习地道美式英语口语的绝佳教材            
(4星)	 CHUCK 好帅阿            
(5星)	 S,,~大爱!!!            
(NA)	 喜欢B            
(3星)	 说实话 第一季的结局很让人摸不到头脑            
(4星)	 一部勾起我购买欲的电视剧。            
(4星)	 第一季很棒..后面就有点太扯了            
