http://movie.douban.com/subject/3402975/	败犬女王 敗犬女王
(5星)	喜欢！小天！还有女主的侧面！
(3星)	这种剧我怎么都只喜欢看前半截啊
(5星)	好好看！！！看的时候哭死我了~~~阮经天真是一个好男人~阮经天真的很帅~！！！
(5星)	很久没有遇到让我哭到不行的片子，但我是哭我自己的33岁！
(4星)	真害怕过几天就成他这样了，TT
(4星)	虽然一边看一边不屑这煽情的儿童剧，故事内容一切安排都太强迫刻意了吧，但很为其中的真性情所感动，那么一个追求真爱的心，没有人懂得呢，我没那么幸运呢。有共鸣的会觉得很好看。
(5星)	杨谨华在里面演的真的很好，虽说结尾有点太夸大了，但很喜欢无双那种很独立又很小女生的感觉！~
(NA)	如果无穷大的障碍，真的可以跨越。无论年龄，还是家庭文化背景。
(3星)	培养败犬们的信心？
(4星)	这部剧的杨谨华很不错
(4星)	打工达人 距离真的不是问题
(5星)	她们都说这是我的生活写照单无双· 
(5星)	看过最有FEEL的台剧
(4星)	个人感觉编剧不错
(NA)	做自己的女王
(4星)	虽然是烂尾剧，但是女王吸引力太大了！
(4星)	不错
(4星)	永遠的女王。
(5星)	有趣、好看。刚开始不觉得卢卡斯看，看完发现真的很帅，阮经天跟明道的粗眉还真是很像。
(4星)	可惜在北極熊出來后有拖戲...不然的話感覺會更好.&#34;這就是我們八歲的距離 我現在要跨過去了.&#34;&#34;笨蛋 在我心中 從來沒有這條線過.&#34;八歲的距離也許很長但...8倒過來的確就是無限大.
(3星)	决定弃剧。真的很不像我的风格。
(5星)	我想弱弱的说。我败犬了。.....
(3星)	看的是败犬女的心境啊。但愿我不要有这么一天。给我十个小天都不要。
(NA)	年龄不是问题 只要有爱 即便是骑机车也可以去山顶看最美的星星
(1星)	台湾呕像剧 永远都那么恶心 演技那么假 
(NA)	蝌蚪眼，加性感华，不错不错
(4星)	阴雨连绵的日子里看了它，让自己对生活有了不一样的认识~挺好看滴~喜欢里面的学长~~~~~
(3星)	杨谨华头发弄得真好看 有造型师就是不一样
(5星)	喜欢杨谨华，让我想起来自己的单身岁月。
(5星)	勇敢的无双。。。
(3星)	看不下去了，这样的剧情真是浪费了女主角好看的衣服和男主角傲人的身材。
(4星)	还算不错
(3星)	前面几集还挺喜欢的  后面就不行了 男2号不错
(3星)	无敌的女王，其他都烂透了，特别是对比“借鉴”之作长假
(5星)	很赞的台剧，好期待阮经天的下一部剧集
(4星)	如果我真的33岁 都不知道还有没有勇气像她一样去追梦~
(4星)	    和寝室的同胞们一起看的。    《败犬》本来不是属于我的style。 在我心中，台剧确实很无聊。    对这种粉嫩派帅哥和幼稚到用脚指头都能猜到的剧情，我确实没兴趣。4分，给主角们积极的人生态度……
(4星)	果然是部虐心的片子
(5星)	看过最好看的台湾片，几乎每集都被感动到！很喜欢女主角，第一次看到的时候就觉得很有气质，阮经天在这里面也不赖，很有责任感的男人。结局稍有点小失望，没有之前的精彩！很爱很爱的连续剧，估计多看几遍也不会厌！我要把整套都下载下来保存着，嘿嘿！
(4星)	里面一些台词挺不错，幽默中带了点耐人寻味的感觉～～～
(4星)	我一直都相信自己会呆到30以后
(4星)	喜欢败犬，喜欢主题曲。
(3星)	看了一半...前半部分还不错...冲着小天去的，杨谨华的短发很适合她...对嘴巴恶毒的女生特别有好感啊我，真是物以类聚...
(5星)	嗯。杨谨华的style。。我喜欢
(5星)	我觉得将来的我肯定是个拜犬，我也希望向单无双那样找到自己的另一半幸福。
(5星)	爱要及时没有如果。
(3星)	拖~~
(5星)	其实看这部片是冲着梁静茹看的 没想到让我看到了另外个舒服的女王 杨谨华 很喜欢 爱情不就是要靠着勇气去寻找的吗？这也是静茹的勇气~呵呵 眼泪一直随着她们决堤~很暖心的片 年龄真的不是问题 那些差距还不是一样的可以用爱情来拉近
(4星)	最后几集有点狗尾
(5星)	人生可以因为自己的改变而改变
(4星)	这部台湾电视剧难得的有深度
(4星)	两个都演的很好~  但當時我怎麽就沒有追到最後呢。(2010.7.27)开始从第14集开始补！原来后来又发生那么多事噢，所以说，自信最重要~
(5星)	值得俾5粒星！！！
(4星)	男主和女主跨过了8岁的界限，而我即使是1岁，也会怯步~
(4星)	冲着学长也要打4颗星
(3星)	后面看不下去了
(5星)	很好看。非常喜欢！我爱单无双！
(3星)	拖拖拉拉 没有坚持看完
(3星)	台剧一贯把你当弱智...我做了弱智看完了...
(4星)	哇哈哈．．．．．俺家小天　你说我能不看吗！！！
(2星)	比下一站幸福还难看哇~~~   完全不是我的菜
(5星)	&#34;妳可以為了我繼續穿迷你裙，我可以為了妳穿西裝打領帶，我可以陪妳看你愛看的外國電影，妳也可以陪我看我愛看的熱血漫畫，沒有金錢堆砌的愛情也可以很浪漫，只要可以在一起就都OK啦! &#34; 
(5星)	算是近三年以来看到过的可以称得上是“最”好的台湾偶像剧了
(4星)	人生多败犬啊。。
(4星)	不是每个女王都能遇见她的卢卡斯
(3星)	难免拖沓。
(3星)	台剧的剧情一向都很不现实..
(NA)	很喜欢这种年龄差距大的恋爱
(5星)	好看·！
(4星)	还不错啦
(4星)	可爱老女人..
(5星)	因为败犬开始看台剧。
(4星)	要向无双姐学习！！
(5星)	这个电视剧让我爱上了一个女人 
(5星)	单无双 卢卡斯
(4星)	8岁的差距  不是爱情的距离……（33岁当败犬……貌似……不错……）
(4星)	后面的故事情节太拖拉了。。
(4星)	台湾偶像剧里看过最好看的一部
(4星)	我记得我还哭过一次呢。
(4星)	当时看的时候不能自已 虽然后面烂尾+狗血得不行 之后看了Anego才知道原来这部败犬女王是借鉴了日剧的剧情~
(5星)	你会找到那个人的，无论多久
(5星)	时刻提醒自己
(5星)	印象里台湾电视剧总是太过于梦幻，而这部片子却有独到之处，比《命中注定我爱你》好看。
(4星)	小天小天 超爱你啊  
(NA)	小天~~
(3星)	觉得女主角演得不错，阮经天演戏也还行
(4星)	还行 就是觉得杨谨华特别有气质 就一直看下去了 还蛮有劲的
(4星)	拍给剩女的励志篇~就是差了8岁真的有点过头了！话是这么说，还是喜欢阮经天O(∩_∩)O
(5星)	挺好的，很久之前看的，有点遗忘了~
(3星)	一开始很有趣后面 不太好
(3星)	还可以吧~
(NA)	None
(4星)	很有感触，前段比后段好
(3星)	正如看到的一个评论，是一部前十集精彩后十集狗血的片子~~但总的来说题材还不错啦~~强势的败犬爱上比自己小八岁的草莓族 呵呵 貌似是件挺疯狂的事情，人这一辈子 能做一件如此疯狂的事情可能就听值回此生了，但疯狂不能持续一辈子吧~~~放弃金牌男友跟这么个男生一直过下去终究是不现实的
(NA)	我很喜欢哈哈~~
(5星)	绝对好看,从此迷上阮经天
(NA)	看的动作没办法延迟...有点小无聊
(3星)	其实谁又想当败犬。缘分总是可遇不可求
(3星)	结尾有点拖...
(4星)	喜欢小天！！！好身材。。。
(4星)	不错看的一部片子，三立的剧情还是比较吸引人的
(5星)	总觉得姐弟恋是那么的不现实。
(4星)	北极熊学长pk小草莓小天的结果：嫁要嫁学长，恋爱要小草莓。哈哈
(NA)	我也想要小草莓啦，阮经天渐入佳境~~~~
(5星)	小天總是以好好先生的形象現身
(4星)	这很像我不过我嘴硬一番。
(4星)	最初的幾集的確另一有&#34;心動&#34;的感覺, 但不知怎的, 一個好重要的訊息 - 我們只要有夢想, 理你是敗犬還是小草, 都可以活得開心!
(4星)	还是温馨欢乐的，幸福本来就是自己觉得就好，何必在乎别人的眼光
(5星)	苦逼吧，老子看完了！好看到做梦自己就是单无双，同天生日狮子女哦〜
(5星)	喜欢单无双说的一句话: &#34;我不是公主,我是女王.&#34; 　　 
(4星)	我就喜欢轮廓很深的女人。
(3星)	讨厌结局。。。喜欢宋允浩！
(4星)	我爱里面的学长。。。完美又深情
(3星)	偶像剧都这样，开始的时候很有兴趣，但无论是怎么样的偶像剧，最后的发展总是一样的，所以越忘后面，就越没有兴趣了。。。
(5星)	好看
(4星)	我喜欢怀秋 
(4星)	最后为什么不安排在一起呢，让人担心，不过我也愿意像卢卡斯的爸爸一样，相信他的儿子，相信无双，相信他们的爱。总之，收获最大是爱要及时，没有如果，自己在乎的事情，要感情用事，让在乎的人知道，你很重要。
(5星)	很励志！非常非常非常好看~~
(3星)	女主角不是我得菜
(5星)	提前预习，将来可能也是败犬，但要做女王
(4星)	还不错。
(5星)	555~~~无双~~
(5星)	想看这部剧，完全是因为太多人对她的超高评价，让我也不由好奇，当然梁静茹的被用作插曲《情歌》也是我非常喜欢的歌。
(5星)	如果我那个年纪，我要像无双
(5星)	8岁的界限我们可以一起来弥补，你看好，我要跨过来了哦！
(NA)	不给评价
(4星)	三立嘛~剧情总是会拖的……不过这些年一直在关注一些社会问题，算很用心了… 杨谨华还不错~小天天台流泪逞强那场还真不错……质感就不说了~偶像剧里实属上乘……
(NA)	我竟在无双身上看到了自己。
(NA)	原来小谢儿子的名字来自这里,LUCAS谁说单身就是败犬呢？
(5星)	阮经天，我找不到不爱你的理由！
(4星)	额。。台剧。。
(3星)	看到前三分之一看不下去了，感觉弱鸡更有男主角的气质，在现实生活中。
(5星)	哈哈  好好好
(4星)	爱要及时，没有如果。
(5星)	阮经天帅的一塌糊涂一天水界！！！！我不要变成败犬。。。╮(╯_╰)╭
(2星)	哈无搞
(3星)	我觉得那个小八岁的男友长得不怎样，明明就是学长比较帅嘛，女主角真没眼光（撇嘴）不过据说韩国现在三十岁以上的职业女性盛行养宠物情人，日本曾经盛行过一段时间，现在没那么多了。台湾和韩国的经济水平差不多，可能兴趣爱好也趋于一致吧。所以，这个偶像剧是纯粹为了适应这个趋势？
(4星)	喜欢阮经天
(1星)	不好看不好看不好看！！！
(4星)	阮经天很帅
(4星)	努力生活，期待下一次心动
(4星)	赐我一个卢卡斯，我也愿意变成败犬女王.....
(5星)	真的很好看，好像在看自己的故事一样。30岁的女人啊，一定要看，看了就会嫁出去吗？呵呵，希望，最少会有该变。
(4星)	喜欢上阮小天
(5星)	大龄女励志电影，如何活的精彩~
(5星)	我也要做个女王
(3星)	朋友说，看看吧，一些台词在一定程度上能反映你现在的生活。于是我努力的看了一遍，一边看一遍分析，最后也没找到那句是我现在的生活。
(5星)	比起之前略有了解的台湾偶像剧来说，还比较搞笑和真实，最起码主角没有住城堡。。。
(5星)	卢卡斯。败犬。
(NA)	&#34;女人只有找到自己,才能找到真爱.&#34;
(4星)	配乐为该剧加分不少.真的很喜欢片尾的那段.很唯美!
(4星)	看完之后更加坚定：女人要有一份属于自己的天空。
(NA)	超好看   里面的台词超经典！
(3星)	剩女和憋女 
(3星)	心甘情愿当败犬~
(4星)	小草莓和鳖女的一段故事，很有趣~~
(5星)	傻嘿嘿的自己偷着笑，偷着感动，偷着幸福
(3星)	小天好傻，杨谨华倒是把30岁女人演活了。
(3星)	发现了一点自己的影子
(3星)	实在不喜欢女主角杨谨华，所以不是很推荐，真的讨厌老女人配那么帅的小天~所以……我知道一定有人喜欢，不过各有所好，不要打我就好~
(5星)	在我心里他和三顺是一个地位的。。。其实，我还是希望北极熊胜利的~
(5星)	单无双看起来很可爱，完全不像是一个33岁的剩女。同时感觉她也很有成熟的女人味，她几乎改变了我对30岁以上剩女的看法。
(4星)	后面有点拖，前面剧情不错
(4星)	还不错，杨谨华表演的比看上去要好
(5星)	如果我说 爱我没有如果 错过就过 你会不会很难过。。8岁的距离 只有在电视上。。现实的生活 很难经得起考验
(4星)	我欣赏单无双这样的女人。
(5星)	年龄差不是问题，喜好不是问题，交集多少更不是问题，问题是，你是否有感觉？条件促成的恋情往往不是最完美的
(4星)	要一直努力，要相信，不要怀疑。。
(3星)	前面还不错 后面越来越拖沓最后成讲述姐弟恋的了= =
(4星)	看到和我同岁的无双份上，给4克星。说实话，女人，婚姻真的未必是必须的
(4星)	小天同志，越来越有味道。
(4星)	让我想到很多很多..感觉..条件..虽然还是认为感觉比较重要..但现实还是现实啊..
(5星)	真的是很好的，比较现实的片子....
(NA)	伴随我走过最彷徨的下半学期，也是我们每周必讨论的话题。算是目前为数不多的可以入目的偶像剧。
(4星)	戛然而止刚刚好
(NA)	小天！
(5星)	为了那些中间拖沓的剧情，打3分；为了那些台剧风格的笑点，还是3分；为了主角们无数次身临险境，被陷害、被爆料、从死亡线回来的狗血剧情，只能是3分。。。可是一切到了最后一集“幸福的标准应该由自己决定，只要懂得爱自己，一个人也可以活得快乐自在，因为我学会了，让自己幸福的能力”值得5分
(3星)	不知道为什么这么红 剧情有好多是模仿日剧工作狂 后来就看不下去了 一直说八岁的差距有意思吗
(3星)	因為想看帥帥的阮经天
(5星)	眉毛粗粗，眼睛小小败犬也不错啊，即使不结婚也一样找到幸福
(4星)	一句话说来就是女主角的命真好，提醒自己我们看的是电视剧~~
(5星)	姐弟恋 看上去可以接受
(3星)	好到不真实的男主角……看完之后告诫自己千万不能当败犬……
(NA)	好看 ~~
(4星)	是敗犬，也是女王！
(5星)	这应该是我看过的最棒的偶像剧了！
(5星)	允浩离开以后的剧情 其实就不太好了
(NA)	呵呵，看着蛮开心的~
(5星)	很棒的一部台剧，连着看了两遍，杨谨华演的很棒，好喜欢她
(3星)	剧情有点虎头蛇尾，音乐不错
(3星)	跟命中差了一大截啊，怪不得没入金钟提名呢……
(5星)	我觉得偶像剧也没什么不好  不好的只是某些把  这个我还蛮喜欢的。
(4星)	前半段可以5星，
(3星)	没有坚持看完.
(4星)	爱的诗篇~~
(4星)	喜欢单无双这个角色，感觉好像自己，自己越来越靠近这个角色。。。把自己包的牢牢的 伤痛绝缘体
(5星)	非常接近社会现实的偶像剧，好看又不童话，很难得，尤其是ms非大团圆的结局。值得记住的，都是带点小遗憾的。
(3星)	有一点工作狂人的味道，但还是太粗糙了。杨谨华演得真好
(4星)	good to see
(4星)	每看完一部电视剧 都觉得自己又长大了一点 至少我们都还活着...Be dead , and to rise from the dead...
(4星)	看了之后再一次体会到，也许曾经爱得很深，伤得很深，但，时间确实是最好的良药，它会冲淡你对一个人的爱或恨，没有什么是绝对的，忘记与否在于时间，在于自己。
(4星)	我喜欢-女王-
(4星)	朋友推荐，还是一部挺有趣的台剧
(5星)	强推～8岁差距的姐弟恋，也真的只有在偶像剧中彻底感动一把～
(NA)	好看 ~~
(NA)	前十集很好看，后面有点狗血
(4星)	很真实 年龄的差距 的确很难逾越不过 还是很美好~ 那位父亲 说的很有道理 杨谨华的鼻子好挺哦= =。。
(4星)	题材算新颖，但是还是摆脱不了偶像剧的定律：虎头蛇尾
(5星)	自己的幸福标准自己评定
(3星)	很现实的问题。。可还是那么像童话。。。。她先治疗。。最后再让观众重重的跌回谷底
(4星)	小感动~
(4星)	其实我只看了有学长的片段，不过这四颗星是给最后“不婚”的那个结局的。
(3星)	8年的距离 真的能跨越嘛？看得没头没尾，中间跳过一些,不过大结局看了！当看完了吧！
(3星)	大龄单身女青年一样可以活得很精彩，但是前提是有个不离不弃的男朋友。
(3星)	躺在沙发上看了两夜一天无聊时的选择
(4星)	还是比较现实的一个偶像剧。不过还是觉得前面比较感动到~~后面有些太理想化了~~~ 比弱弱智智的偶像剧，这个部还是不错的啦，有很多共鸣的地方~~~ 虽然我不是败犬。哈。不过看完总会陷入沉思，回忆起过去。的确是部好作品啦
(5星)	两个人演得蛮有感觉的 阮经天蛮不错的
(3星)	有些情节好看，有些不好看。
(NA)	最喜欢的一部台湾偶像剧 算是吧
(4星)	“你小时候数学一定没学好，8横过来看也可以是无限大啊。为什么你那么肯定我们之间一定只能有八岁的差距，而不是无限大的可能”
(4星)	其实，学长也不错。只是时间改变了很多东西。。。
(3星)	喜欢静茹，喜欢插曲，喜欢女王
(4星)	又靓又有才的败犬
(5星)	每次想起这部片子，内心都是温暖的
(4星)	没有完全看。不过貌似还不错
(5星)	单无双可能就是我以后的样板啊
(4星)	不管败犬胜犬，女人最重要的是要自立，善待自己同样也善待他人。
(4星)	超级喜欢 小天~
(5星)	我相信这部片子 应该得到很多女生的共鸣 单无双的状态 当下很多人都存在  不再相信不再期待 只是一味的工作再工作 没了心灵的满足 只能在事业上得到满足感和安全感
(4星)	我喜欢女主角的气场。看久了阮经天，终于感觉到一点帅。看的时候只要跳过台剧固有的那些庸俗套路，这部剧还不错
(5星)	夫人，女王大人真的有点神似你诶......
(5星)	赚我第二多眼泪的电视剧
(5星)	很有内涵的 偏成熟化的一部偶像剧
(5星)	这个偶像剧还算不错。
(NA)	偶然的被别人推荐的电视剧  我仅仅是喜欢听梁静茹的背景歌曲  全部插曲都是梁静茹唱的
(3星)	后面很烂-.-
(4星)	说得好听，能鼓舞剩女；说得难听，能麻痹女人。
(4星)	姐弟恋的典型片。很喜欢这类的剧集，虽然有些情节有点白痴。但是爱情就是盲目的白痴。非常讨厌韩佳佳，不断地在挑起卢卡斯对姐姐的回忆，讨厌追忆过去，并且是死了的过去。应该面向未来的嘛。人都要向前看。有时候姐弟恋会很累，毕竟时间的差距真的能让每个人的认知不同。
(NA)	值得一看
(NA)	蛮喜欢女主角的
(4星)	赞！
(5星)	谁说你是败犬,在我心中，你就是女王!
(4星)	喜欢小天，大男孩的感觉真的好好。
(3星)	开头有点新意。
(3星)	好友推荐，可是我是又一次证明了自己是万年男二命，所以没看完咯
(3星)	在悦海宾馆的时候 无意间看到这个电视剧的短片介绍突然对所谓的“败犬”女性的话题感了些兴趣 所以就跟着看了几集虽然说很多剧情还是会显得跟现实有些脱节 但这种题材的连续剧在台湾应该算是新的了 只是拍摄手法和故事设定还是有些老套。。。   是因为是偶像剧的关系么？呵呵~
(5星)	当孤独遇上爱情，便灰飞烟灭~
(4星)	因为小娃所以选来看~
(5星)	现在偶像爱情喜剧里面最好看的一部~
(NA)	不要把一个男人和爱情当成生活的全部，生活是无限丰富多彩的。
(4星)	清新
(4星)	算是比较好的台剧~~
(4星)	看了有种危机感。。
(5星)	男猪脚绝对是天秤男！
(4星)	很多台词都写得非常不错，导演得也还可以，可惜就可惜剧情太老套了，不过冲着台词和考究的职场细节，给四个星
(5星)	小天身材好啊~
(NA)	世界上人都在追逐爱情，可是爱情就跟北极熊一样，隔着镜头觉得它很可爱，实际靠近它被它狠狠踩过一脚，就知道什么叫做痛到想死.
(4星)	和达子很像~
(5星)	沒有北極熊那幾集……就非常完美了
(5星)	永远不要花钱买男人,因为你值得被真心对待
(4星)	因为女一在剧中的职业和拼死不倒的性格一直追了下去，男一太有智慧太有才情太有感觉。
(4星)	如果看到十七集停下来，就给五星，大炳很贱很好笑，女主角够强势，小天很帅，后面就一般般，台词太不自然。不过海边的风景还是很美好的
(4星)	一直知道收视很高，看了发现是有理由的
(4星)	看过这剧才知道，我也是个鳖女，明明想对别人好，却摆着个臭脸，明明是好意，非用很拽的方式说出来。明明很脆弱，非要装成很坚强，明明很痛，痛到眼里含着泪，嘴角笑着安慰自己说，不痛，真的不痛。
(4星)	虽然无聊，但是某些地方值得学习
(3星)	还不错，但是我对于里面的称台湾为我们国家的语句还是颇有微词。
(NA)	“你可以为了我继续穿超短裙我可以为了你穿西装打领带”
(5星)	女王不败犬
(5星)	值得一看
(3星)	女王转性后很没看头，台偶总是没法善始善终啊
(4星)	看到後面還是不錯啦，讓我連著看到淩晨4/5點直到看完的真的沒幾部啊！
(4星)	小天好萌啊~戏里的对白挺经典的Be dead and to rise from the dead
(4星)	Lucas
(4星)	目前我都还喜欢....结果是10集之后看不下去了～
(NA)	3
(4星)	难得偶像剧也会感动到我。。。
(3星)	前面比较有意思，后面的没看。
(4星)	喜欢杨谨华
(4星)	败犬的人生，还是要由一个完美的男人来终结，无论年龄，无论身份，只是那种拥有幸福的淡定与自信，才能让女人大声地说：我是女王
(5星)	最后一集 听了很多很多遍 依然很是感动
(5星)	狂爱阮经天，型男啊~~~~~~谁说你是败犬，你是女王！
(5星)	看了花絮和最后一集，这样已经足够感动。
(NA)	看过这部，就不再想看偶像剧了！我需要永远留住他的美好回忆
(3星)	杨瑾华的路线是正确的 倒是越来越好了
(NA)	。
(3星)	在烂透了的剧情中，算是比较现实比较新鲜的了，姐弟恋...好不错~
(5星)	从头到尾看完了，不容易，此剧让我爱上杨谨华
(4星)	挺喜欢女主角的。近几年较好看的台湾偶像剧
(3星)	人生就是一个梦想连着一个梦想。后面应该还有半句，一个梦碎接着一个梦碎。题材很8错，选的很有市场，但是越拍越狗血。。。是在看不下去。
(5星)	蛮契合现代剩女心情的一部剧，不过姐弟恋，说实话本人不太看好~
(5星)	我一向对台湾偶像剧非常排斥，不过居然追看了这部片！可见还是很精彩滴！
(5星)	其实很想给四星半的~~想想还是五星吧~
(NA)	我的那七岁？
(4星)	奔著小天來的！！
(5星)	最动心的一部了
(4星)	小八岁一样是男人嘛～
(4星)	爱要及时,没有如果.
(NA)	快速看完的，在朋友家里在她逼迫之下。。。好像还不错的样子。。。不过台剧剧本戏路太窄了。。。还是痞子英雄有看头～
(4星)	Impossible is nothing!
(4星)	难得不反感的姐弟恋，只是有点可惜学长（作为一个叔控我很挣扎啊善了个哉~）
(5星)	我就象败犬....
(5星)	因为是真心所以感人，非常喜欢这部片子哦！而且演员的表现都非常出色，赚了我很多泪了~~
(4星)	我喜欢允浩学长，所以看到11集就不想看下去了......
(4星)	同样败犬·····
(5星)	分手后看的第一部剧~
(4星)	嗯哼。还可以吧。
(4星)	所以说背景音乐真的很重要，这次都帮疗伤天后打歌了。。
(3星)	前十集还能看得下去  
(4星)	其实真相是，被谨华姐姐收走的，是怀秋。
(5星)	就是喜欢。
(5星)	突然很喜欢这样的爱情和相处。无厘头的，幽默的，搞笑的。其实感动留在心间。
(4星)	喜欢里面的女王，很潇洒，很独立。
(4星)	我看过的印象最深的台剧。
(5星)	立志當個敗犬也不錯~盧卡斯!
(5星)	原来败犬就是指三十岁以上的单身女性啊，除了那个情人夜看着让人觉得单身的悲惨，其他时候我还是觉得这样的生活其实挺幸福。尤其住着和卢卡斯紧邻的单身公寓，既方便又独立，向往的生活……八岁的姐弟恋，现实里真的可以吗？
(4星)	看得我越来越担心自己嫁不出去啊！
(3星)	我觉得 卢卡斯也太让女生满意了吧  对女生都这么好一点也不安全
(2星)	第10集还是11集之后就是俗套+脑残了
(3星)	很有感触的一部电视剧，虽然很多人说拍的很假，但是，女人到了一定年龄，若是还没有男朋友，没有婚姻，不管她拥有多少财富，多高的地位，多好的容貌，她仍旧是孤独的，寂寞的，无助的女人天生是要被疼爱的
(3星)	诶~又是书比电视剧好看~
(4星)	~老女人也有爱情 加油加油~ 不做“剩女”~
(4星)	这样的一种社会现实，让很多人都产生共鸣。不过，剧情其实很一般。。。
(NA)	女王和草莓爱情和年龄
(4星)	自己也是姐弟恋的说~
(4星)	难得看一部台剧，还不赖。
(4星)	你看着，这条线就是八年的距离，现在我要跨过去了。
(3星)	我同事觉得结局不灵，但我想说，一直幸福地自由地相爱比一张结婚证书来的重要。
(5星)	有感而发哦
(NA)	我只能说.好看!!
(5星)	强势的女人却有着温柔的内心
(5星)	小天 永远的爱！~
(NA)	好久没看偶像剧，让我的心也跟着春暖花开，波涛汹涌
(4星)	推荐 
(NA)	挺好，剧情大致和其他类似，但是迷恋台剧的人还是会把它看完，觉得还算有意思哦。。。。
(NA)	8岁丫 很不容易
(3星)	还不错。个别桥段催泪。
(3星)	也就去看看阮经天的。。。开始觉得很好看，喜欢单无双的性格，很可爱，看到中间就没往下看了。。。
(5星)	早已看完，很不错。。喜欢小天的说~~~好
(4星)	挺有意思的，但我是受不了姐弟恋啦。
(4星)	话说。。。是没命中好看呢。但是歌曲都很好听。。。
(5星)	很美的一个故事,感动。只是结尾烂了点。但还是很喜欢。
(4星)	爱里面的插曲，哈哈，静茹
(NA)	第一集不错，后面就仁者见仁，智者见智啦
(3星)	中规中矩
(4星)	杨谨华~有爱
(4星)	值得看看的台湾偶像剧,感动+羡慕啊!!
(NA)	看了一半，害怕自己也因等待而……
(4星)	拖得长了点，前面比较精彩，后面拖着快进来看了
(4星)	十四集之前可以打5星，后边几集太拖了，几乎看不下去
(5星)	胜或败不是单靠年龄而决定的
(4星)	阮经天好帅噢！
(5星)	【藏】
(5星)	啊哈~！小天小天~~12集泪奔啊~
(NA)	还蛮好笑的。
(NA)	是女王但不要败犬
(4星)	寂寞与否。冷暖自知。靠别人给与的关怀来支撑自己。只会让我们看起来更可怜而已，换来的也无非是同情而不是爱情。要温暖别人，首先得温暖自己
(3星)	不明为何结局时女主角还不愿意结婚，33岁了，找到个愿意与自己一起的当然马上嫁，不合情理。
(3星)	歌还行....越往后越不好看...
(2星)	不得不说，前十集还是很不多的。。。满足了很多败犬们的幻想。。。但是后面真是很拖沓了。。又落入三角恋四角恋的俗套了
(NA)	！
(NA)	小天帅！
(NA)	不错，我还是比较喜欢我的“蜡笔小新”
(4星)	剩女故事！
(5星)	我们把爱情想的太伟大 把现实想的太简单
(4星)	只有特别特别美好的前八集和第三集是阮经天颜的极致了&gt;&lt;。
(3星)	剧情有点脑残，最后三集还好点~不过一个道理，一定要做自己！
(NA)	很喜欢杨谨华的鳖女形象；也很喜欢阮经天的执着
(4星)	败犬很多 但是女王只有那么点 世上许许多多的非女王败犬怎么办
(4星)	沒看完
(5星)	今年看过的最好的电视剧了。台词很经典，结局也不老套，喜欢～
(5星)	近几年台湾偶像剧中很不错的片子~
(3星)	完全被小天吸引，结果越看越没意思。
(5星)	优质片~~   再次饰演善良男性的小天~~   干嘛老演 现实中不存在的 人物勒~~    很爱杨谨华  看完“一八九五”后  觉得 无双和允浩 好像前世今生啊~~~ 结婚吧！
(4星)	典型台湾偶像剧
(3星)	条件都很好，那感觉呢？幸运的人不多。不为自己的梦想放弃一步。爱自己。
(3星)	巫婆一样值得被真心对待、
(4星)	因为这个标题才看的..对熟女啊..剩女啊..女强人啊..之类的题材很难抗拒..可能我以后也要变剩女了吧..哈哈哈..不过女人啊..有了成就.有了想做的事.有了自信..就不需要围着男人团团转了..到时候..嫁不嫁还要看我们愿不愿意呢..
(3星)	后面的时候有点拖拉了
(4星)	我挺喜欢单无双，只是剧情有点狗血
(5星)	爱情是不受任何阻碍的.......
(4星)	即使超过三十岁，也要勇敢滴和比自己小八岁的男小孩谈念爱。
(5星)	好看到不对的！！！！！！超给力
(4星)	追看的累啊，中间有点拖沓，前面很好玩，小天太受虐了
(5星)	好赞的  小天  小天 小天
(5星)	要知道我可是从第3集开始追到结局的哈哈
(4星)	从这部剧喜欢上杨谨华 阮经天~
(3星)	日本编剧会更精彩些。我想到的男主角是瑛太，哈哈。
(NA)	原来我看过的台剧真的有点多
(3星)	女主角演得很好，有些台词不错
(4星)	还不错，与那些狗血剧比起来，真是太好了
(5星)	每次看都忍不住心痛
(NA)	其实只看了一半，同寝室的人在看，就蹭过去看了，还不错。如果是我，我会选择学长~
(2星)	这个，就是看到一半我实在是麽兴趣再去下的片子了，总归觉得不接受吧
(5星)	好好好好看！！！！！！
(5星)	這就是我愛的女人，一個絕對不對不起自己的夢想，至自己堅持的一切付出，直到最後一秒的女人，有一個堅強的外表但是溫柔的內心，世故的目光，但是內心純真的女人，，我看到到了這個女人隱藏起來的美麗和傷痛，這樣的女人，我想一輩子守護她！！只能說，每個女人心中都有一個盧卡斯！
(3星)	台剧一通病   前面很精彩  后面懒得看
(3星)	爱情之所以为爱情 如果没有～
(3星)	开篇的时候我可以给五颗星，剧中四点五颗（当然豆瓣没有），剧末大概只有两颗。。  综上所述，三颗算是平均值。。  最后几集怎么可以拍成这样呢？导演换人啦？还是没给工资啊？  推荐去看原版的小说吧，剧情就很紧凑。
(4星)	其实 里面有些小细节 会让你怦然心动 触景生情
(5星)	阮经天的又一部新作，虽然相比命中并没有那么经典，但能让我坚持每周追一集，看完整部片子，那说明它还是有亮点值得看的。
(5星)	败犬不在是败犬
(5星)	酷~
(3星)	我倒是希望女主角可以和允浩学长一起？
