http://movie.douban.com/subject/2124746/	溏心风暴 溏心風暴
(4星)	 程亮在心的故事喧宾夺主啦o(∩_∩)o...，不过这唐家人老在吵吵闹闹，看着叫人闹心啊！            
(5星)	 好看            
(NA)	 我很喜欢电视剧里面的插曲            
(4星)	 1年前超迷的电视剧！            
(4星)	 嗯..狠good ~            
(NA)	 2007年最好看的TVB~            
(3星)	 明星卡司很坚强 但是我不喜欢它的编剧 总是吵架有些太吵了            
(4星)	 陈豪演得很棒！常在心已经很幸福了~~            
(4星)	 常在心            
(3星)	 喜欢这歌MY LOVE WILL GET YOU HOME            
(4星)	 总觉得王秀琴的转变太硬拗了            
(4星)	  陈豪 TVB             
(5星)	 没有alfred 00的日子，没有常在心 00的日子。喜欢他们之间的感情，还有 还可以的痴心            
(NA)	 这部电视剧真的百看不厌            
(5星)	 家庭式的温馨让人感动            
(NA)	 溏心风暴             
(5星)	 我挺TVB，越看越好看。            
(3星)	 看得牙痒痒            
(3星)	 前半截还行            
(5星)	 女人戏，坏到骨子里。好到天上去。            
(NA)	 还可以。看一半的时候就大概知道是什么结果了。            
(5星)	 大契啊大契！！！            
(4星)	 和谐时的家庭真温馨。。。不过纠缠的太长了些            
(NA)	 剧情有点长 拍的不错 很喜欢鲍鲍              
(4星)	 本剧与大多家族戏一样，主题是利益与亲情。有反面角色被贪婪和怨念遮盖良知后的丧心病狂，也有正面人物在是非面前勇敢抉择、和对家庭义无返顾的捍卫。虽然讲的多是诸如“珍惜眼前人”、“早知今日何必当初”等老道理，剧情发展也并不出新，但胜在演员（尤其几位女主角）的出色表演，称得上近年来TVB出品的经典之作。            
(3星)	 香港的大家族真是复杂！！！            
(3星)	 太长了，有点拖沓            
(4星)	 不愧是收视冠军            
(4星)	 有人情味的电视剧总是会受欢迎的，加上演技也还行，呵呵            
(5星)	 未登天子殿，先置杀人刀．赞！完全喜欢大坩，小坩的精湛演技            
(NA)	 我会守着家一辈子。            
(4星)	 Alfred~~~            
(3星)	 典型的TVB片子啊，每种题材的看一部就够了...            
(NA)	 溏心风暴            
(5星)	 TVB情结            
(NA)	 为了林某人去看的，看下去却不仅为了他...07年4月的记忆            
(5星)	 程亮死了...            
(4星)	 又是一部展现人性的TVB剧            
(NA)	 啊~            
(NA)	 程亮死得太可惜了…早知道不看了。            
(3星)	 就喜欢里面的那首插曲。。            
(3星)	 钟嘉欣pp得很生活化，嘎            
(NA)	 得得地            
(NA)	 大四毕业时看的。喜欢程亮和常在心。            
(NA)	 喜欢常在心            
(3星)	 ＴＶＢ每一部片子都让气愤好久～要么演技太好了，要么编剧太棒了！            
(NA)	 还8错            
(4星)	 大妈解决问题的态度很值得学习            
(4星)	 黄宗泽真心帅气            
(4星)	 满喜欢看这，应该说还满喜欢tvb的！            
(NA)	 很喜欢里面的一首插曲            
(5星)	 觉得挺好看            
(NA)	 觉得里面的林峰有点死的不明不白的            
(3星)	 卖鲍鱼卖到这么多家产 哦~~偶也幻想下            
(5星)	 经典！            
(3星)	 TVB的熟路，插曲很好听。            
(3星)	 哭有时，笑有时；悲伤有时，欢笑有时            
(4星)	 时间不多,只能每晚看一点很久没看港剧了,换换口味也不错被放大了的家庭矛盾,其实很现实,私心每个人都有电视剧里总有坏人让人咬牙切齿,印象深刻,不过这本电视剧里却只对大妈印象最深.若有这样明理的妈妈,婆婆,姐姐,真的是件幸福的事.可是剧里她死的最早,结局也不太好另外,要批评一下程亮,一脚踏两船,不过这倒也是现实,只不过不要吃窝边草,切记~!            
(NA)	 不知道为什么那么火爆            
(3星)	 没有爱情戏，看到14就跳最后一集，但我或许会记得这段爱情故事吧....            
(3星)	 大家族故事一向喜欢！里面的英文插曲不错哦！            
(4星)	 看了，但是没看到大结局。忘了是为什么，之后就对它兴趣缺缺。            
(5星)	 寒假里像着魔一样的一口气看完~            
(3星)	 很无聊的一看就知道结尾的剧，不过既然看了就看到低吧            
(NA)	 乱乱的。。。            
(NA)	 有感人的场面,也有搞笑的情节和人物,也有让人觉得很愤慨的事情和人,曲折而不失观赏性!            
(5星)	 看的火大死．．            
(5星)	 常在心的爱情            
(5星)	 最近TVB相当不错片子！久违了！            
(NA)	 人与人之间的伎俩，让人难以捉摸，更让人恐惧，不由地避而远之！            
(5星)	 经典的TVB剧,很不错.            
(5星)	 My love sill get your home很好听            
(2星)	 为什么都说李司棋演技好？我看里面也就关菊英好点，但俗话说，坏人好演不是。夏雨简直就是在捣浆糊！            
(4星)	 特别不喜欢钟嘉欣。程亮和水掰掰倒还蛮登对            
(5星)	 人性的深思            
(NA)	 守护天使的存在            
(NA)	 嘿咻            
(4星)	 不错~~不过后面有点烂~            
(NA)	 好中意林峰            
(4星)	 My love will give you home...            
(3星)	 挺好看的            
(5星)	 家庭斗争            
(3星)	 现代家族恩怨纠缠，很无奈。            
(2星)	 吵吵闹闹还是没力气看下去了 内容也都反反复复差不多 无聊            
(4星)	 美好的典型港剧            
(NA)	 不喜欢，所以没有看完，只是现在不喜欢钟嘉欣，不知道为什么，不喜欢这部片的风格            
(NA)	 流泪有时欢笑有时 常在你心常在我心            
(4星)	 吵架很萌~            
(3星)	 少爷啊，真的是帅阿            
(4星)	 港剧，给我大多数的印象就是虎头蛇尾，溏心风暴的“头”并不很吸引人，而我一直看下去的原因也很简单，不能浪费了电脑辛苦下载和转换格式。万万没想到，越到后面越感人，晚上睡觉从不超过12点的我，在昨天，躺在被窝里，到凌晨2点钟，直到把最后一集看完再睡觉。记得很多精彩的对白：“做人,讲究一个&#34;诚&#34;字！”，还有“欢乐有时，悲伤有时；苦也吃，甜也吃”。常在心，常在心间，常在我心，常常在心……            
(4星)	 我不喜欢钟嘉欣和林峰一对            
(NA)	 其实一直没看完~实在太长~~不过学会了点鲍鱼的鉴别方法            
(NA)	 恩恩            
(4星)	 经典港剧！            
(4星)	 喜欢黄宗泽            
(3星)	 居然是TVB年度收视率最高的剧集,盛名之下,其实难付            
(NA)	 2007年            
(NA)	 还是很TVB的大作，喜欢里面的钟嘉欣和林峰的感情戏，当然其中的老歌穿插也很有feel            
(NA)	 最爱林峰            
(3星)	 追踪最的好累。。。            
(NA)	 還8錯。。            
(5星)	 我苦命的Alfred...            
(4星)	 live and let live            
(4星)	 婚姻：再婚（夫君:唐至逸）背景：為母嫁入豪門，甚為不被家人珍惜武器：煙戰鬥力：★★卓文麗：《溏心風暴》中的Jackie打扮入時，思想前衛，雖然任性倔強、我行我素，缺唯獨難擺平她那些貪錢冷血的家人，只因她其實本性善良。在高爾夫球場，理直氣壯得走向gilbert三言兩句就將波經講明，幹練直率又            
(NA)	 获了不少奖            
(5星)	 中意少爷在这里面的表现 死的好纠结~~            
(NA)	 算是０７年的大片，也确实不错，实至名归            
(5星)	 復雜，讓人熱淚縱橫。。。唉~~~~問世間的親情到底還是珍貴的。。。            
(5星)	 人心。。。人性。。。亲情。。。友情。。。爱情。。。            
(NA)	 好看            
(4星)	 很好看的一部电视剧            
(NA)	 那样的家庭很幸福！            
(5星)	 非常感人的一部港剧 原本和睦的一家人为了争夺财产，四分五裂  2条主线 还可以 和 常在心，大善人重情义 亲情的那段是我最喜欢的值得一看            
(4星)	 最初看是为了林峰。。但看到最后我会气得发抖，很强大            
(NA)	 掂啊，07年播放期间日日追来睇            
(NA)	 还可以,这部            
(NA)	 还不错            
(NA)	 几乎所有看过的都说好看的，我绝对是冲着少爷去的。赞～            
(5星)	 其实剧情上真的挺不如过去的很多片子的，但谁叫演员全是我喜欢的呢?还又很喜欢林峰演的ALFRED写日记的那段            
(NA)	 那鲍鱼肯定可好吃了            
(NA)	 这本片子算是07年的经典了            
(5星)	 TVB最近几年拍的最好的一部片子            
(NA)	 我其实还是希望程亮和常在心一起的。至于常在心会不舒服得得地拍拖，也是人之常情，关心自己的人突然要疏远自己，而去关心别的女人，也是会吃醋的。            
(3星)	 不怎么好看,罗里八唆的.            
(4星)	 今年让我着急的电视剧            
(3星)	 很一般啊~而且越后边越闷，怎么就拿那么多奖勒。。。            
(NA)	 林峰那段太感人了~            
(4星)	 不太喜欢结局.            
(4星)	 犀利的一部戏，家族大戏，峰少虽然系客串，但出彩的地方几乎都有他，劲！！            
(5星)	 必看～            
(4星)	 无聊时搜来看的没想到还不错！发现这里黄宗泽变0了。。不喜欢钟。有些情节蛮让人感动的            
(5星)	 大片，很少看到有那么坏的坏人！在偶像李老师的本本上也看到过，原来老师也爱看，嘎嘎            
(3星)	 把大乾表现地太完美反而显得挺假的，而且片子里林峰死了是让我最不满的！            
(NA)	 不知道怎么的，对阴谋、财富、家族交织的戏，突然失去了兴趣了，            
(4星)	 还是看哭了几次            
(5星)	 故事的结尾,王秀琴终于清醒的嚎啕大哭,深陷常在德的骗局无法自拔,象是发了一场恶梦,但醒来后那锥心之痛仍然挥之不去.感情,精神在重创之后,坏本性最终被感化.与恶魔断绝关系,投入儿子的怀抱.社会上有着五彩斑斓的诱惑,吃亏上当是难免的.可是真是陷入别人的陷井无法自拔的时候,没有家人或是朋友的帮助,真是会走向极端的.在受到蒙蔽的时候,被假象迷惑而变成一头到处伤人的怪兽时,没有人可以当头棒喝,把你骂醒也是悲剧的开始. 最后也有最温馨的爱情,当常在心最贴心的小棉袄得得地先生要走时,离别的痛苦最终证实了两人的爱情.得得            
(4星)	 看了好久了 争取早日看完 呵呵            
(2星)	 整个就是仿效大陆的清朝时大家族的戏，一到现代            
