http://movie.douban.com/subject/4195676/	巾帼枭雄之义海豪情 巾幗梟雄之義海豪情
(NA)	 醒哥，九姑娘很给力，虽然情节很狗血            
(5星)	 越到后面越有味道，很不错。            
(5星)	 确实挺感人的。。。            
(5星)	 很值得一看的电视剧。            
(5星)	 太帅了！！！            
(3星)	 TVB版抗日救国英雄传。            
(5星)	 感动            
(5星)	 看完很多天都还沉浸在剧情中。            
(5星)	 最后一集，我被征服了，加至5颗星~            
(5星)	 是什么样的神情让两人如此等待！            
(4星)	 邓萃雯黎耀祥好样的！            
(5星)	 近年来难得的好港剧，看的过程不知道哭了多少次。            
(3星)	 人在江湖,讲求个&#34;义&#34;字.~            
(5星)	 赞            
(NA)	 喜欢            
(4星)	 很好看，看着都哭了，结局很喜欢            
(5星)	 感情的事又岂是三言两语可以道尽？            
(5星)	 忠贞不渝的爱情。            
(5星)	 其实因为阳阳和晴晴的剧情的拖沓，这部戏达不到五星的，可九姑娘和醒哥实在太强！不给五星于心不忍啊            
(4星)	 很感人 TVB近年总算有部佳作了            
(3星)	 tvb演员演技么话讲哒。。。其他就不敢恭维了。。。            
(5星)	 小白推荐的都是好东东~~寒假看去            
(4星)	 完全是为了雯女才给4星的，故事虽然比以往的好看，但仍然没有跳出模式            
(NA)	 剧本再细腻点，制作成本再高点该多好。巡礼片比较给力，黑吃黑。            
(4星)	 赞！黎耀祥的演技！相当给力啊！            
(4星)	 喜欢邓萃雯~没有那些缠绵悱恻的爱情作为诱导剂，同样让我追剧追得欲罢不能~            
(1星)	 on9當有趣            
(5星)	 赞邓萃雯和黎耀祥的演技，大呼过瘾！十年，三十年，未曾有变            
(5星)	 但愿人长久，千里共婵娟。            
(5星)	 纯爱纯爱~~可惜“晴晴的日记”太令人讨厌了……！            
(5星)	 感动了！            
(5星)	 又一次被震撼！            
(5星)	 欣赏九妹这样的人            
(3星)	 如果不是那个晴晴总是要死不死的，这剧一定要好很多开始看到晴晴病的时候可怜她，到后来厌烦，最后是憎恶恨不得走进去掐死她，再后来终于死了却还有半集的日记就只剩下无奈了再有一个就是谢雪心的角色，一听到她讲话我就拖，无奈呀至于丽华就直接忽略了            
(4星)	 好感人啊，生死之恋，真正相处只有4年，抵过一生            
(5星)	 我从来没有看过这么好看的电视剧！！！            
(4星)	 主角们的表演都好用力啊。。。            
(3星)	 看完第一部，忍不住看第二部。            
(4星)	 有些人，在见到的第一面的那种眼神的对视，就注定了他们今生都联系在一起，也许这就是宿命；九姑娘和醒哥也许就是这样。            
(5星)	 比第一部要好看些，不过日记本拖慢了进度。最后为了赶剧情，减的太不流畅了            
(3星)	 其实还好，没感觉特别好看，可能期望太高了。看了两辑的巾帼，觉得谢雪心真的很棒哦，她的眼神真的很犀利。            
(3星)	 谁能告诉我陈法拉和胡定欣在戏里是干嘛的呢？导致我不停的快进，真是Faint。            
(4星)	 黎耀祥真的演什么是什么 、戏骨 。            
(2星)	  跟第一部根本没法比！            
(5星)	 刘醒说话脖子那个青筋啊~~            
(5星)	 除了一些细节            
(5星)	 九姑娘一定是天蝎座的！太爱这个角色了~            
(5星)	 真呀么真给力            
(NA)	 港剧很给力            
(4星)	 郑九妹太给力了，大爱            
(5星)	 难得追一部港剧的热忱和期待高于美剧，完全达到了刺激我泪腺长久麻痹的效果。一小些些的因为角色爱上了祥仔。            
(5星)	 喜欢邓~喜欢黎。第一次发现邓笑起来真好看。            
(5星)	 九妹醒哥之间，越含蓄越浪漫。            
(5星)	 好！在这偶像剧漫天飞舞的年代还是TVB的港剧给力啊！            
(5星)	 太喜欢邓萃雯和黎耀祥剧中的感情了            
(5星)	 太好看啦。            
(4星)	 好看            
(5星)	 经典之作，值得多看！！！            
(3星)	 每次看到死胡同都知道总会柳暗花明..TVB不会给很悲的结局的啦~边做首饰边听的电视剧。。            
(4星)	 好久灭看港剧看得这样过瘾了姐刷剧的速度突飞猛进。神马熟男熟女，根本纯情闷骚得不可忍耐。老广州的风情满有意思，白鸽票以前真的没看过，TVB老派街坊戏还是好看的。雯女适合这样帅气的角色，二师兄和沙师弟脸红脖子粗地对骂有点看不下来。。教堂倒得居心不良哇哈哈看着猜着觉得姐真适合去做编剧            
(3星)	 主角都是猫，有9条命            
(5星)	 九妹九妹！            
(4星)	 最感动的是两位主角的whole life style的爱情两位次主的：那怕只剩一秒，已经是一生一世            
(5星)	 好看！九妹厉害～～～            
(4星)	 赚足了口碑和收视率，可是在我看来是部集大成卖点的拼接做，一开始的故事是红杏出墙，中间变成了家族争权，穿插着绝症下的爱情，后来变成了抗日战争，还暗涌着老少恋和谁才是我的妈妈的狗血戏码，不过总的来说，两位演员都演得还算不错，只是邓姐有点用力过度。排骨很有戏，也很喜欢非凡哥。            
(5星)	 我要要个醒哥那样的男人！            
(5星)	 太经典了！            
(5星)	 大爱九妹            
(5星)	 邓萃雯的演技让人折服            
(5星)	 港剧中雯女&amp;黎耀祥的片总如此给力            
(5星)	 好喜欢女主角啊！她演得太棒了。            
(5星)	 大结局的最后一句真是飙泪！！！            
(5星)	 九姑娘！！            
(NA)	 超级中意九姑娘，乱世噶英雄，等咗30年噶爱情            
(5星)	 连庄视帝视后，当之无愧啊！            
(NA)	 我爱TVB            
(5星)	 该死的，怎么浪漫成这样子！虽然早已知道结局，但是最后一集我竟然还是哭得稀里哗啦的，尤其是那首只在这一集才响起的歌响起时。大爱这两名演员啊，演技超级赞。大凤哥喜感，每次出现我都忍不住笑出来。            
(5星)	 力荐，绝对力荐！！！            
(NA)	 八错！经常看得喉咙哽起            
(5星)	 不愧是视后和视帝呀，演的好给力~每集都很抓人心。            
(5星)	 九姑娘威武！九姑娘霸气！！完全被震慑住了...            
(5星)	 每天等着更新的电视剧~            
(5星)	 超级感动人 超级好看             
(5星)	 剧情有点拖沓，可是黎耀祥演得太好了，眼神无敌！邓翠也不错，气场强大            
(4星)	 感觉到了续拍的压力。。。。            
(3星)	 如果架空历史，只看邓萃雯和黎耀祥还可。但讲起抗战时期，这剧情就太狗血，编剧要读读中国历史啊。            
(3星)	 始终没有第一部来的精彩            
(NA)	 满沟心斗角的~~~~不错喜欢哦            
(5星)	 “九醒”的配合太好了~~            
(4星)	 好过巾帼枭雄太多　但傻瓜太多　所以收视没那部好　但这部才是真正有血有肉　看过后爱国豪情大增　甚至跟着一起为打死小日本而感动激怀　巾帼枭雄玩弄手段过多又乔装自然　看着做作　这部实在是好　那部只有过瘾　这部有情结            
(4星)	 我是处女座 所以只能给4星 两个人从头至尾都没说过爱，却都用生命爱着对方，30年的等待不是谁都可以做到的，为时间情为何物？只叫人生相许！我发现自己已经沉默于这部剧了，九姑娘坐船去檀香山《红蝴蝶》响起，恰如其分！~配乐甚妙！~感动啊            
(5星)	 感动到无言。            
(5星)	 大萌醒酒组合~祥仔真是把刘醒演活了            
(5星)	 啥也不说了            
(4星)	 看了第一部，第二部是每天一集一集追着看的，周末不播，是最痛苦的时候。邓萃雯和黎耀祥又蝉联视帝视后了，绝对的支持!这个比第一部拍的还好，结局呢还是喜欢的，两个人阔别了20年最后还是在一起生活了几年才去世的，在那个年代已经算是不幸中的万幸了吧。特别推荐最后大结局中的插曲            
(5星)	 期待三~            
(5星)	 非常给力的九姑娘。。            
(5星)	 &#34;You belong to each other&#34;            
(NA)	 不看白活一辈子            
(5星)	 很好很强大，看过不后悔！            
(5星)	 必须5颗星啊，难得的好片，终于看完了~            
(4星)	 九姑娘戏太好了。            
(NA)	 世间什么爱最纯洁            
(5星)	 受不了这么精神的恋爱~！！！！连句我爱你都没说过！每次含情脉脉、互相扶持、出生入死，看的我都纠结了！从如妃开始我就心疼你，邓萃雯我心疼你。其实强势的女人才最叫人心疼，她们有一颗不为人知的柔软的心~~~~            
(5星)	 好热血！            
(4星)	 气势。            
(5星)	 2010.12.16            
(NA)	 醒哥醒哥醒哥！！！            
(5星)	 很多细小的事情渐次累积，到某一天某个时刻，突然发现自己不能没有了这个人            
(5星)	 很值得一看的，流了好多泪，邓跟黎都演的好棒呀            
(5星)	 两天看完了 感动地一塌糊涂！真男子 真义气 真女子 真感情！！都拍得好真好棒            
(5星)	 大结局里那首《红蝴蝶》不错`            
(4星)	 还是挺好看的，只看女主的部分会更好看。抗日的部分好主旋律啊……            
(3星)	 名不符实，宣传的太大了，剧反而没撑起来            
(5星)	 大爱郑九妹            
(4星)	 结尾的红蝴蝶太给力了~~~            
(4星)	 感觉某些情节抄袭了辛德勒名单。不过总体来说还是不错~            
(5星)	 TVB的剧总是要有一些圣母倾向的……但是因为比第一部更适合枭雄之名~给力！其实想给九分的~            
(5星)	 雯女气场越来越强大。超爱            
(5星)	 TVB 今年来出的最经典的一部片子了            
(NA)	 最后镜头+红蝴蝶            
(3星)	 TVB剧再好也免不了那些糟粕，我竟然坚持下来，邓萃雯像是失联的熟人，转眼萝莉成御姐，而她不是流水线表演。现在枭雄吃香，还留的betty boop头！            
(4星)	 没有1好看，但雯女的表演依旧给力。            
(4星)	 没看完            
(5星)	 很为刘醒同九姑娘的爱情感动，他们的不算爱情，这个世界上面就没有爱情啦。两人演技没得说，但结尾太仓猝了。乱世里的感情特别珍贵，用行动来珍惜和平年代吧！            
(5星)	 终于看完了~好激动            
(5星)	 九姑娘&amp;刘醒！！！力挺            
(5星)	 TVB的好剧，赞！            
(5星)	 虽然不喜欢这个时代的剧集，但是这部剧真的很不错。前面几集看得很过瘾，只是个人觉得结局有点仓促了。。。            
(3星)	 我一直认为TVB不擅长历史剧，主要受限于场面。前面几集不错，最大问题就是后期注水过多，不够紧凑。            
(5星)	 邓萃雯~！！！ 绝对的一姐 当年的如妃就爱死你了~             
(3星)	 结局拖拖拉拉 不像港剧的风格嘛            
(5星)	 赞九姑娘的侠肝义胆。。。            
(4星)	 看进去了，就一定好看。            
(5星)	 每个人都演得太用力了。黑社会，民国戏一定要这么用力演么...?            
(4星)	 刚开始还行，但是看着看着就好无聊，太不应该了，后来的桥段，完全不好玩了，三十年的重逢，有点心寒，早点在一起也好啊            
(5星)	 视帝视后，醒九。。。            
(NA)	 感谢和平 做戏不相上下 还是要看剧本啊。把蒋必蠢和阿敏还回来 不要晴晴阳阳            
(3星)	 看到第17集弃了，陈法拉让人受不了            
(5星)	 催泪弹啊！            
(5星)	 我一看抗日的电视剧就恨得牙痒痒！            
(5星)	 什么叫做生死之交，他们已经把性命连在一起，还有什么可以分开？            
(5星)	 泪            
(5星)	 好看得受不了。唯一的败笔是那个日记晴，戏份太多。            
(4星)	 好耐未睇过电视剧啦~· 感觉真系唔错····~·            
(3星)	 ...港剧开始接手历史题材了吗            
(4星)	 就是结局有点....勉强            
(5星)	 近几年来，难得好睇的tvb出品！！            
(NA)	 最后几集感动死            
(3星)	 如果没有日记和晴晴就好了....            
(5星)	 终于大结局了。你到底懂不懂，我只要一个安稳的等候……            
(5星)	 前几天看得入迷            
(5星)	 经典。。九姑娘&amp;醒哥            
(5星)	 给力给力给力给力给力！！！！！            
(5星)	 这是他们合作的第二部电视剧，和第一部一样，没有挑明他们之间的关系，但是谁都看得出他们之间已经远远超出了爱情，甚至可谓生死之交。从一开始的猜疑和顾忌，到后来的坦诚互助，最后变成了生死之交户不可缺，这种或许是爱情的最高境界。            
(5星)	 邓萃雯 我喜欢的两叫名字叫有雯的女人之一 非常不错~港剧中的难得的经典~            
(5星)	 雯女演技一流刘醒爱的让我感动~            
(5星)	 观看的角度不同,结论也不同,其他微小瑕疵无伤大雅,必竟是电视剧,没必要较真。只说大结局，我泪眼婆娑的看了三回，历尽劫难，三十年的寻找，三十年的等待，四年的幸福夕阳生活。命运弄人，隔得开距离，断得了音讯，却斩不绝情意和坚持。“世间什么爱叫纯洁，处在绝望仍力竭，留守最尾一起哪怕历劫”            
(5星)	 还是很喜欢邓萃雯 ！            
(5星)	 让人欲罢不能的好片子~            
(5星)	      真的很好看，不过就是男女主角在最后一集才在一起，真的是很急人啊，O(∩_∩)O~            
(5星)	 很精彩~演员们都在飚演技            
(5星)	 好看的要命            
(4星)	 算是好看的TVB了~年末奖项的大赢家            
(4星)	 邓萃雯的演技确实比佘诗曼之流的挤眉弄眼要来得意味深长～～            
(NA)	 还不错的TVB~            
(4星)	 看到的是一个“情”字            
(4星)	 精彩叠出的人生大戏，，难为编剧了。。。。。            
(NA)	 精湛·            
(3星)	 實在遠不如一好，劇情挫，演員造作...            
(5星)	 九妹和醒哥真是好样的。九妹更有心，虽然心机颇深，但都恰到好处。            
(5星)	 太给力了！！！            
(NA)	 蛮好的前半部。            
(5星)	 每一集都有高潮，很好看的电视剧。！            
(5星)	 九妹好叻~            
(5星)	 不错            
(5星)	 最后一颗星加给雯女            
(5星)	 生活除了折腾还是折腾。这点和感情没什么两样。“九姑娘”的气场真大。。。            
(NA)	 弃……            
(4星)	 醒哥同九姑娘之間的故事比山楂樹之戀要乾淨得多。            
(5星)	 很久没有如此好的剧本和演员了，爱死祥哥和雯女的演技了            
(4星)	 看完真希望有个英雄气概的好男子来爱我~~             
(5星)	 九姑娘气场笼罩着你们            
(4星)	 结尾一段，两人重逢的时候特别的感人。我看了好几遍。此生要是能遇到一个刘醒这样的人，有一段这样的感情，就在感情上无憾了。            
(3星)	 剧情、主角纷纷很给力！            
(5星)	 顶！            
(3星)	 相比第一部略显做作            
(5星)	 一点都没有快进的看完了            
(5星)	 最后一集哭死我了            
(5星)	 真的很喜欢。。            
(3星)	 开始不错，中间有点跳跃            
(5星)	 真的真的很赞~非常给力的九姑娘，最后一集我也很不淡定地泪奔了~~            
(5星)	 反正就觉得好看的，都掉泪了。。            
(4星)	 第一集就热血沸腾。。。            
(5星)	 非常好            
(5星)	 兄弟当有醒哥，嫁人当嫁醒哥！            
(5星)	 要生一起生，要死一起死要死一起死，要走一起走山不转路转，路不转水相逢今天不知明天事天黑前都是黎明上帝要你灭亡，必先令你疯狂但愿人长久，千里共婵娟日本万衰万衰慢慢衰我郑九妹三个字倒过来写            
(4星)	 邓萃雯很给力~            
(5星)	 在这个鸦片战争的大背景下，爱情友情也变得既微笑又宏大，每个人物鲜明的特色，结局的那段对话让我不禁泪流：如果我先走，就是我等你...            
(5星)	 怎一个好看了得？虽然会有瑕疵，但瑕不掩瑜，刘醒与九姑娘的那份经历生死的感情看了真的叫人感动，在抗日 内战的大背景下，每个人都是如此的可爱，大家能在一起真的是一种缘分，多年后的再聚首，让人很是窝心！但愿人长久，千里共婵娟！            
(5星)	 你有没有看完一部电视剧心里是满满的感动，有没有看一部电视本来很讨厌里面的主角但是越到最后只要他一出场就觉得什么样的困难对他们来说都不再是困难，黎耀祥不年轻不帅可是他身上的有情有义让他变得越来越有魅力，邓萃雯不年轻但是九姑娘的聪明智慧刚毅正气让人佩服，这样的人怎能不叫人爱。            
(5星)	 难得全宿舍关灯看，看得非常鸡冻！哈哈            
(5星)	 上下兩部一樣的棒！劇本大贊！！            
(5星)	 视帝视后又一次联手出演,剧情非常紧凑,和去年的一样.编剧非常神啊!            
(5星)	 港剧中的佳作            
(NA)	 觉得还是巾帼枭雄好看点啊~~            
(5星)	 每个人都想要一段刻骨铭心但是刻骨铭心往往都是错过            
(5星)	 一部好剧            
(5星)	 看完感动坏了，九妹和刘醒简直就是神交，精神伴侣，太感人了，哭了一篓子卫生纸            
(NA)	 很好看的电视剧，真的很不错！推荐！            
(5星)	 回想起第一集，仿如隔世。醒哥和九姑娘，要生一起生，要死一起死。PS：拍这部剧，演员们的喉咙都很辛苦吧。            
(5星)	 好看到爆！我爱九姑娘！            
(5星)	 一学期一部TVB剧            
(5星)	 好看，喜欢刘醒，喜欢九姑娘。每个小人物都有不同的命运，他们都是悲情的小人物。            
(NA)	 超级无敌好看            
(4星)	 雯女，连庄视后，实至名归            
(5星)	 社会的良心            
(NA)	 11集弃剧            
(2星)	 8集 弃            
(5星)	 实力派就是实力派            
(5星)	 喜欢他们之间眉梢眼角的爱情。。。            
(NA)	 非常喜欢邓萃雯演的郑九妹。经历过一切后，才会觉得难能可贵，才会如此念念不忘。            
(3星)	 看见好多好评 但是还是剧情挺假的嘻嘻 kill time还可以啦            
(5星)	 编剧太给力了！！！            
(5星)	 好久没有看电视剧看这么爽了，TVB还是有好片的            
(5星)	 TVB多年不出那么好的剧，这部一定要给七星。刘醒跟九姑娘才是soul mate！            
(4星)	 论结局，多给你一颗星，现在很少的港剧够胆使用这一种的结局了。。佩服他求变的勇气。。。            
(4星)	 醒哥和九姑娘终于可以拥有爱情，而不仅仅只是柴九和四奶奶。            
(5星)	 如果我梁非凡攞唔到呢个奖，敖嘉年三个字倒转写！撑非凡哥同排骨仔！            
(3星)	 还是第一部好看些。两位主角演技都相当了得，每次看到黎耀祥撕破喉咙面红耳赤都觉得他用力好猛~最后九姑娘和刘醒再相逢，好感人。泪了。            
(4星)	 偶错了，上次看得太仓促了，虽然TVB的电影永远布景很假，部分演员演技也过分做作。但是本剧的情节还是编辑的很好，跌宕但不做作，特别是九姑娘和刘醒的感情，可谓经典！            
(5星)	  问世间什么爱叫纯洁            
(5星)	 多希望故事是真的！！！            
(5星)	 我只能说如今的人幸福感不强烈是不是外界压力太小了…看完以后我更爱国了。更憎武大郎帝国了！            
(4星)	 TVB的辉煌已不在了，以前是部部精品，现在是一年难得出一部精品，个人觉得这部剧算今年最好的一部，感觉都是老戏骨在支撑半边天啊。            
(5星)	 义气。义气。义气。            
(5星)	 山楂树之恋在醒九面前是浮云。。            
(5星)	 很赞！一边看一边哭！            
(5星)	 九姑娘，爱死你了。            
(5星)	 看得很过瘾            
(5星)	 人约黄昏后~~            
(4星)	 虽然更喜欢第一部，但是第二部结局让人哭得更厉害……            
(4星)	 如果只看男女主我会打五星 只因还存在一些失败的配角 所以...只好...            
(4星)	 看太快了。。。            
(5星)	 大爱雯女！            
(5星)	 结局太给力~            
(5星)	 说实话 有点浮夸 and  狗血 里面的人都喜欢大嗓门的说话  每次说话都像吵架 但是 但是  邓萃雯的演技真是没话说啊 没话说            
(2星)	 垃圾，就前几集好一点，越到后面越侮辱观众智商……估计演员都疯了，要努力把这么垃圾的剧情做好，好歹疯过之后就拿奖了。            
(4星)	 为了九姑娘，给四星。            
(NA)	 中间的剧情比较缺乏逻辑，头尾非常感人。黎和邓演技撑起了整部剧。最佳男配应该给排骨。            
(4星)	 1.老戏骨再怎么使力也拯救不了编剧的荒诞2.日记本简直就是个败笔3.非凡gor好饱满~            
(5星)	 郑九妹好帅   看了两天终于看完了            
(NA)	 灰常嗲            
(5星)	 重口味 给力            
(5星)	 难得一部我知道结局之后，还想再费心把整部剧从头到尾再看过的。。。            
(5星)	 你是我女神!!!!!!!            
(5星)	 香港貌似很少拍这种类型的片子，雯女的演技就已经值5星了            
(5星)	 TVB好久没出过这么赞的剧了！！！            
(5星)	 九姑娘！！！！！11            
(NA)	 前半部分高潮迭起，可是还是更爱第一部，虽然只是用于打发时间而已。。。            
(5星)	 好看好看！！            
(5星)	 看到晚上四点钟的电视剧。。。            
(5星)	 邓的腔调未免太足了吧。            
(5星)	 热血沸腾 我最爱的九姑娘 但愿我也能有你一样的气势            
(5星)	 九姑娘 这回真的吓到我了            
(4星)	 果然是台庆剧！没有失望！            
(5星)	 不看绝对后悔！！！！            
(2星)	 在这个世界上，永远都有那么一股正气存在。人与人之间可能是冷漠的，但义气绝不会突然绝迹。但是看到十集了，越看越不爽，现在都是2010年了，难道大家的智商还停留在八十年代，而且打斗场面简直拍的像小孩子过家家，看不下去了            
(5星)	 大爱雯女            
(3星)	 TVB真是要落末了，真的就一般般            
(5星)	 从呢部系睇出一段历史。            
(5星)	 九姑娘和阿醒的爱情太震撼。            
(5星)	 近年来 TVB难得的好剧，虽然基础剧情略显平淡，但是个个角色都有血有肉。看完了有好多回忆的地方。            
(5星)	 好看，带劲，醒哥，九姑娘。            
(5星)	 超级无敌好看啊！            
(3星)	 从小就觉得祥哥会是个有大出息的人            
(NA)	 TVB近几年少有的好作品，推荐给身边的很多朋友，但是结尾有点仓促            
(5星)	 凌晨1:12，留文与此：这是我这个资深TVB粉丝那么多年来，看到的最好看的港剧之一。这是一份高于友情也高于爱情的情谊，这是一段高于知己也高于爱人的关系，有多少人能在人世间走一遭的过程中遇到这样一个人...知己难求，生死之交更难求。深深地爱九姑娘，深深的爱刘醒，深深的爱《义海豪情》            
(5星)	 TMD太好看了            
(5星)	 赞赞赞            
(5星)	 剧情好紧凑！今年为数不多的好看港片！            
(5星)	 红蝴蝶~~~~~~~~~            
(5星)	 终于看完了，真的不错，稍长吧~ 四星半！【没有一句爱你之类的话，却真的被刘醒和九姑娘的感情所感动了，虽然最后一集很狗血，但不得不说真的爱不是说的而是长相厮守的~ 当晴晴走的时候看的我内牛满面，看到抗日那几年又深痛欲绝，看解放那里也感动得想哭.&#34;如果我先走，我等你&#34;—11.1.20            
(5星)	 九姑娘~~~~~~            
(5星)	 前面非常非常好看，后面稍微有点无趣，但瑕不掩瑜            
(5星)	 一開始就把我搞得流淚，不過這部劇後面的劇情有點拖沓了，有少少失望，我會覺得前面比較好看，結局不算給力……            
(5星)	 小忠犬啊小忠犬，我爱小忠犬            
(3星)	 后面不给力            
(5星)	 超正的电视剧，真好看。            
(4星)	 巾帼不让须眉            
(5星)	 可以坚持看完每集并期待下一集，我觉得就是一部成功的电视剧了。近几年TVB总是换汤不换药的一些电视模式，而且有点惊喜，确实不错            
(4星)	 在老曾那蹭着看了点儿 不是我的菜 但大佐有点帅            
(5星)	 我决定翻煲！            
(5星)	 九姑娘同醒哥令人感动！            
(NA)	 超级推荐 开始很精彩很给力结尾歌也很好听            
(5星)	 果断五颗星！            
(5星)	 义薄云天、豪情万丈            
(4星)	 如果没有晴晴的拖沓剧情，我会更喜欢~            
(4星)	 即使是删节版剧情看起来也够狗血，结尾收的还不错，好想看无删节版啊。            
(5星)	 留守最尾一起哪怕历劫。            
(5星)	 抗战片拍得这么好看。。。            
(4星)	 感觉《巾帼枭雄2》有些虎头蛇尾，开头几集戏剧冲突很激烈延续了第一部的给力感觉，可是越往后情节越拖沓，最后大结局很动情，刘醒和九姑娘总算是有个好结局~满足了            
(3星)	 名字好霸气啊            
(5星)	 这比大陆的沤歌片来的更真实            
(5星)	 看的哭了。            
(5星)	 命运如刀人如草芥~~曾经的惨烈与无奈旁观者看得见什么呢~~~世上什么爱叫纯洁~~~~~PS黎耀祥真的越来越帅了啊！！            
(5星)	 超正点的！看完了还想看还想看还想不停地看！九姑娘和刘醒那些含蓄而关爱的眼神！！！这样的爱情现在都没有了……            
(4星)	 演技派，好片子            
(5星)	 霸气。生死之交。超越男女。            
(5星)	 对TVB重拾信心            
(4星)	 九姑娘~            
(5星)	 唯一一部从头到尾没快进一次的电视剧！            
(5星)	 看完九菇凉，心里堵的慌┭┮﹏┭┮            
(5星)	 TVB又一经典力作 催人泪下            
(5星)	 在战火风飞中约定，无论何时，都在哪里约定……一个承诺，永恒地履行。有时候，爱不用语言，不用两人彼此确定，缘分会在不期而遇中来到你的面前……超爱。            
(5星)	 好耐冇睇過一部咁好睇嘅電視劇～好耐冇試過咁唏噓            
(5星)	 卧槽，太经典了，雯姐威武            
(4星)	 很铁血很江湖很豪气，很TVB！~TVB10年度台庆剧，大制作（就TVB而言），连夺年度视后视帝！充分体现了TVB省钱就是硬道理的制作理念……            
(3星)	 终于都记得邓萃雯生乜样啦            
(NA)	 因为剧情错，偶尔几集中不怎样，找到漏洞了            
(5星)	 纯的            
(5星)	 只是好久没看过让我哭到肝颤的港剧了...            
(5星)	 最爱雯女！最帅就是她毙了黑木之后得意的样子！            
(5星)	 绝对的好剧！赞一个。            
(5星)	 觉得不如第一部，不过结局还是哭得抽搐起来，比第一部更煽情啊。。。生离死别，世事沧桑是特别让人伤感的母题。 ps 演员演得用力了些  大概整个剧组的氛围很浓很好            
(5星)	 第一部就很喜欢，没想到第二部更强悍！~九姑娘和醒哥没有牵手，没有拥抱的爱情更富有感情的色彩，用柏拉图来超越柏拉图！~~演技都很好，超喜欢的！~~希望再有合作！~            
(5星)	 中国人能拍出这样的好剧，我觉得很骄傲，虽然是香港拍的。患难见真情，日久见人心。有情有义，有国才有家。该剧表现的荡气回肠。我爱义海豪情。            
(4星)	 感人至深            
(5星)	 好钟意这部电视，他们笑我也笑，他们伤心也跟住伤心，掉眼泪。            
(4星)	 九姑娘不错，智勇双全            
(5星)	 好一个九姑娘  邓萃雯入戏太深            
(NA)	 就爱这种经历很多的感情·····            
(5星)	 给力！            
(5星)	 好睇~~~好犀利的九姑娘...            
(5星)	 满分满分。九姑娘跟醒哥真的没话说，这才叫爱情了！！！            
(5星)	 这部片子真是值得一看。            
(5星)	 今年以来TVB最好的片子，第二部依然延续了上一部的价值观。尽管李添胜一直玩行业剧，还总被海发，但监制水准绝对不俗，远高于梅小青。此剧有深度，有想法，俗套不多，最关键的是有暧昧没爱情，太喜欢了，非常适合有经历的人去体会。符合我的价值观，義字当头，有些时候爱情可以换一种方式存在。            
(5星)	 很给力的电视剧 剧情很好 演得很好 就是有一点过 不过还是值得看的 哈哈            
(5星)	 跟第一部一样精彩！            
(4星)	 后面还是拖沓了点            
(5星)	 你是谁的巾帼谁是你的枭雄？            
(5星)	 差不多2天就看完了，觉得其实这个结局已经算好了。毕竟最后两人见到面了。我一听到《红蝴蝶》就泪流了。中间有几集看得特别闷，还好九姑娘一出来我就觉得又有点可以再看下去了。            
(5星)	 恩恩,不错不错            
(4星)	 如果系我行先，就我等你咯            
(4星)	 tvb的演员感觉都演的有点过 8分            
(2星)	 编剧是个骗子，两人从头到尾都没拥抱过，片头那个抱是假的……可怜我被骗了20多集啊            
(5星)	 是我今年看的最好的TVB剧集了，虽然也有硬伤，有软肋，但是瑕不掩瑜。            
(5星)	 喜欢这个系列            
(4星)	 比第一部棒多了。            
(4星)	 额...反正看这片子我没想睡觉。。。            
(5星)	 外瑞顾得            
(NA)	 第一部两人没有能够名正言顺的走在一起，所以第2部大家拼了命的想看他们俩在一起的幸福生活，结果还是没有，多为曲折坎坷，直到最后一集的下半部分才是两人的暮年生活片段。总体来说，编剧很港式，不过，可以看看的，还不错。            
(5星)	 很久没有一部电视剧能让我这么回味无穷了。            
(5星)	 史诗级电视剧，可歌可泣的故事，男女主角最终共同终老！            
(5星)	 结局感人至深~但愿人长久，千里共婵娟~            
(5星)	 看得哭死了。看完都快走不出来了。缓了好久才好。然后看完这部很讨厌小日本。            
(4星)	 唯一的不满是感情都停留在精神层面上....嗯，我的口味......            
(5星)	 TVB电视剧是台湾偶像剧永远都攀不上的高峰。            
(NA)	 不得不说雯女你不当后谁配当后、            
(5星)	 望这辈子遇到这样一个男人，相敬相爱            
(4星)	 除了部分狗血情节和无休无止穿插其中的故作煽情，其他还不错。只是我很好奇，快结尾的时候几个河蟹台词没有被河蟹，难道不是侮辱了GM一贯的正直形象吗？还是GM都太忙，没空看TVB的剧集。。。            
(5星)	 这个片子都不称好的话，TVB可以去死le            
(3星)	 郑九妹完美过头了。感觉不如第一部好            
(4星)	 要生一起生，要死一起死，要拿奖一起拿奖。            
(NA)	 结局一集真的很触动我心、            
(4星)	 其实我更喜欢柴九哥，人物形象更丰满，日记女真是不知道有什么存在意义，生于日记，死于日记，废了无数镜头。还有丽华，一直等她爆发，结果就这么打酱油去了。无语。。我的四星是给非凡哥！！！麦包拿捏得太到位了            
(5星)	 很好看的一部电视剧            
(5星)	 爱国片部部都这样拍多好。。。            
(5星)	 经典之作！            
(3星)	 看抗战看得都烦了；麻烦都是自找的；女主坑了不少自己人啊            
(5星)	 赞！！！            
(4星)	 邓萃雯演的真的好，细微小动作都拿捏的很准。。。。。。            
(4星)	 什么玩意儿，给&#34;晴晴&#34;那么多戏份!添堵!雯女祥仔都是神啊&gt;&lt;最后一集哭惨。            
(5星)	 今年看过的最好的港剧了，真的很喜欢片尾曲呀            
