http://movie.douban.com/subject/3926132/	爱情公寓
(5星)	 一菲眼神很是空灵            
(5星)	 我要看8遍。。。甚至写这个简评的时候都合不拢嘴吕子乔 这大哥太帅了。。还有曾小贤。。。还有他们每个人 哎            
(NA)	 开心就好！            
(5星)	  顶！！！！！！！            
(4星)	 太喜剧了，等着出第二部。            
(5星)	    能让我乐.这就足够了..到是蛮期待有后续.起码比武林外传.家有儿女强多了            
(NA)	 2010.7.21 终于看完了...            
(4星)	 笑死我了            
(NA)	 这也太盗《六人行》了吧 有一集一摸一样！！            
(1星)	 谁说这个好看的。。。满篇网络的俗语言~            
(4星)	 虽然有明显的模仿美剧痕迹，但总体上来说还是本土化不错的一部喜剧，轻松搞笑，期待第二季            
(5星)	 好看！！ 在大陆的都市剧中是少见而又让人看了还想看的！！            
(5星)	 好玩儿就行~~~            
(4星)	 好男人就是我，我就是~~曾小贤~~~~            
(4星)	 很爆笑，但是因为太爆笑，感觉表演风格有点话剧，不是那么真实            
(5星)	 超搞野的！值得一看！！            
(5星)	 笑死我了，最喜欢曾小贤、《风流报应》、《记忆碎片》            
(5星)	 想不笑都不行~~            
(4星)	 感情复杂。跟炊事班的故事3里面那群老妖精的演技相比，我觉得这帮年轻人们的戏拍的挺有诚意的。7个人除了展博通通给4分，但整部戏哥确实看的很快乐.....还是4分            
(NA)	 笑死我了～～            
(5星)	 太逗了~            
(4星)	 I&#39;ve finished it before Valentine&#39;s Day..~            
(5星)	 媲美老友记的大陆青春喜剧~            
(4星)	 关谷君~            
(5星)	 难的的过场情景喜剧            
(4星)	 奶奶的你也不拍了            
(5星)	 好笑            
(NA)	 配乐真的很好.....真的是.....Jazz            
(5星)	 学Friends又怎么了？！            
(NA)	 根据我的理解~这就是一部山寨老友记~            
(4星)	 中国式老友记            
(5星)	 逗，网络流行语大汇集            
(3星)	 笑点是有的，土也是比较土的，速食电视剧的任务完成得还是很不错的。            
(4星)	 流行语穿成的一出闹剧            
(4星)	 四星半            
(NA)	 挺好看~            
(4星)	 又逗又囧不雷……            
(5星)	 哈哈 搞笑  太搞笑了            
(3星)	 演得不好，抄袭严重，值得鼓励            
(5星)	 中午休息的时候在办公室看的，真的很搞笑。虽然很多地方时模仿他人的东西，不过演的很不错。期待第二季。            
(NA)	 《爱情公寓》这部片我觉得如果大家都看过的话，一定会觉得它比《武林外传》还要好看。            
(4星)	 so funny~            
(NA)	 太好笑了            
(5星)	 真的很好笑，值得一看            
(3星)	 不模仿老友记的话就给四星            
(5星)	 笑爆了。。。虽然据说和老友记差不多。。不过我没有看过老友记。啊哈哈            
(3星)	 还行 就是有些点子都是来自美剧的 有些段子来自互联网 山寨美剧            
(4星)	 中国确实很少有这样的搞笑电视剧而且适合广大年轻朋友看，但其实还是抄袭的美剧。            
(5星)	 最喜欢陈美嘉。。            
(5星)	 没有理由不给五星            
(3星)	 很happy，但是抄的太多了。            
(4星)	 长假闲来无聊，居然又把它看了一遍，一个人也会嘿嘿嘿笑出声来。它模仿抄袭，对话语序有点美剧腔，我如此宽容看待。对王传君也有了深刻的认识。丫日本口音太正点了。            
(4星)	 总体来说还是很不错的，搞笑得不做作，笑点也多            
(5星)	 看过两遍的电视剧~            
(3星)	 挺搞笑的~有点美剧范~            
(5星)	 大陆不错的肥皂剧            
(5星)	 轻松幽默，看着没什么负担，挺好            
(5星)	 华丽丽的《老友记》借鉴~~            
(4星)	 promo前看的，龙颜大悦。            
(2星)	 很嵩啊 我上回回家看了一集  受不了啊 很雷人            
(NA)	 相当的喜欢看！            
(5星)	 绝对搞笑 期待第二季            
(5星)	 每一集都这么搞笑，少见啊。            
(5星)	 大家一起穷开心            
(NA)	 呼呼，好看类。。            
(5星)	 哈哈～太搞笑了～            
(5星)	 太欢乐了~~            
(4星)	 斗地主太逗啦~            
(NA)	 国内难得的肥皂剧            
(5星)	 我一口盐汽水喷死你~！            
(5星)	 挺逗的，呵呵            
(5星)	 不要说这是刻意模仿美剧，西方人的幽默并不是百分之百适合我们，有时候看到标签是“北美XX年度爆笑电影”的电影经常冷到死。但是看爱情公寓，你绝对是100%的理解，100%的乐抽            
(5星)	 经典            
(5星)	 反复看了很多次，还是很搞笑，嘿嘿            
(5星)	 哪天我也能住进去.......O(∩_∩)O哈哈~            
(5星)	 就是搞笑            
(5星)	 平凡中的乐趣            
(4星)	 一些80后的搞笑生活！！还不错！            
(5星)	 笑死了……            
(3星)	 非常无聊的时候可以看看，罐头笑声，据说仿老友记的            
(NA)	 搞笑得很!            
(4星)	 挺搞笑的，是朋友推荐看的，休闲娱乐呗            
(4星)	 台词生搬硬套的痕迹很重，导致整体脚本不自然，所以虽然笑点不少，但感觉很分散，没有整体感。整部终于全看完，作为新一代的情景喜剧，算是一个突破吧。            
(5星)	 等第二季            
(5星)	 很精彩,看了一遍又想再看一遍的搞笑~            
(5星)	 是在是太搞笑了            
(5星)	 虽然实在有点像老友记，可是它的确让我开心地笑过            
(2星)	 太过山寨了。。            
(5星)	 搞笑之余还能让人思考人生，不错！            
(4星)	 看到后面，比起剧情，我居然更关注里面姑娘们的衣着了，难道我真变这么物质了……囧话说真不错，广告这么植入才是王道嘛~~~            
(5星)	 太喜欢了 联系生活的搞笑啊 不过长辈们都看不懂我为什么乐 呵呵            
(5星)	 搞笑死了            
(NA)	 很可爱的一群年轻人~最喜欢赵霁~~~~但是这个演完了么？好像结局不完整啊……            
(5星)	 好好笑            
(NA)	 从另一个视角看都市生活            
(5星)	 向老友记致敬！            
(5星)	 太搞笑了，值得看啊            
(5星)	 超级无敌好看，期待第二部~快拍啊~            
(NA)	 导演    你们还要人吗~~~   您看我合适吗~~~ 我可以演 胡一菲她二弟~~~            
(5星)	 搞笑就两个字            
(4星)	 看的过程很快乐 不错            
(NA)	 都市爆笑喜剧             
(4星)	 学长的作品，比起同类的，略胜一筹。。。            
(3星)	 扫了几集而已，台词还行。。。            
(4星)	 看了两集，虽觉得有点过 但这样的生活态度还挺逗，就像我这一路遇见的那些有趣的人。生活真的可以过得如此多样。看你的生活态度            
(3星)	 庸俗的搞笑~~            
(5星)	 个人比较曾小贤  太好笑了            
(5星)	 逗~            
(5星)	 虽然有点同人，但演的很棒，演员都很漂亮，不知道有没有第二季，先去看看老爸老妈浪漫史的            
(3星)	 移植美剧 还算可以            
(5星)	 边看边笑！！！恶搞哦            
(5星)	 爆笑~            
(NA)	 加油咯            
(5星)	 无敌搞笑！            
(4星)	 台词很搞笑！            
(NA)	 看过点，挺搞笑            
(4星)	 演员们都是陌生面孔，不过他们的表现都很出色；笑料感觉一般，不过看的时候能让人心情放松舒畅，我觉得这就够了。期待ipartment2            
(5星)	 从上周起舍友就一边看一边捶桌，虽然很雷但雷着雷着就欢了~给五颗星是因为它有诚意~死蠢也好山寨也罢，至少我被逗到了XD在谍战抗战解放战云集的当下，这是多难得的完全不装逼的国产搞笑剧啊。用舍友的话说就是“逛完招聘会后的治愈良方”。            
(NA)	 贫 各种抄 不过我承认还是笑了            
(5星)	 搞笑。哈哈。            
(5星)	 郁闷的时候 看 很治愈 哈            
(NA)	    很搞很强大            
(3星)	 搞笑，笑过就忘了            
(NA)	 没有太多的事的时候，看看还是挺搞的。            
(4星)	 相当搞笑啊，这和《武林外传》分述古今，喜剧上的两个巅峰之作啊            
(4星)	 看完了，尽管你可以说他是模仿六人行，但，真不错~很清新的。            
(3星)	 有些桥段是自创，但更多的是照搬老友记，看第一遍时觉得还行，挺好玩的也为国产电视剧骄傲了一把，看第二遍就受不了了，太做作~！            
(5星)	 真的超级好看，每一集都笑死我啦~~            
(4星)	 虽有很老友记，还能找出点周星星的味道~~但是，我想说但是，从《爱情公寓》里俺内牛满面的看到了丝丝国产剧们的新希望。。。笑点太低的人需要捂着肚子看完，还有“大富翁”粉们也会对某些台词万分亲切^_^            
(4星)	 一个词：搞笑，但是不现实            
(5星)	 绝对被低估的剧            
(4星)	 相当搞笑的一部都市青春家庭搞笑剧！            
(NA)	 喜欢，，，            
(5星)	 国内版Friends，不过还是蛮好看的～            
(4星)	 好喜欢曾老师。好男人就是我，我就是好男人。            
(5星)	 笑喷了            
(5星)	 哈哈，是朋友介绍看的，说看了笑死了，于是就去下了看了，真的蛮搞笑的，很多内容哈13呀哈哈，很不错            
(5星)	 亚洲版老友记~非常赞！ 演员都很赞~            
(5星)	 开心生活            
(5星)	 虽然模仿Friends得厉害...台词也很多是网络上的....但是太乐了...            
(5星)	 以我28周岁的名义来担保，这是绝对是一部80后必看的情景喜剧。虽然有美剧《老友记》的影子，但本土化的很成功。特点：搞笑、潮、讲述80后自己的故事、另外绝对不恶心（这个是针对丑女无敌和雷阵雨等我觉得比较恶心的偶像剧说的）。剧中七名主演很多都有表演话剧的经验，演情景喜剧实在是小菜一碟。极度            
(5星)	 真的好看，不开心看了也会笑，更重要的原因是它讲述的是一群80后以最近几年的事情为背景展开生活的笑料，不要被名字骗了以为是讲情情爱爱的，主要是以生活为主的，有好多搞笑的片段。“让我猜猜看，乞丐的钱包被傻子偷了，瞎子看见了，哑巴大吼一声，聋子吓了一跳，驼子挺身而出，跛子飞出一脚，……            
(5星)	 挺有意思...            
(NA)	 太搞笑了~~~里面每个非帅即靓演技了得~~令人喜欢。。。其中最喜欢曾小贤~~还有林婉瑜。。。。            
(5星)	 nice            
(4星)	 很多情节模仿friends. 不过还是很搞笑的, 美女不少.            
(5星)	 这部剧虽然演的很舞台化，不过真的是很有意思的，带劲的，很有时代气息~搞笑的不得了~            
(NA)	 好看            
(5星)	 只要笑出眼泪，不要笑出皱纹            
(5星)	 笑到爆  不过第二季少了几个演员  有点失望哦              
(4星)	 挺有笑点..至少可以迎合我的笑点..            
(4星)	 关谷是我的泰普            
(2星)	 果然不是我的菜~~            
(3星)	 一般般啦～我觉得自己应该回归ｓｋｉｎ那种剧情了～            
(5星)	 我这辈子最喜欢的电视剧            
(4星)	 那帮人太傻太好玩了            
(4星)	 挺好笑的。。而且给人会有温暖的感觉。。。多难得。。。虽然有很多美剧的影子。编剧也很大方的说借鉴了很多。。但是还是值得鼓励啦。。等下一季咯···            
(5星)	 时而搞笑，时而离奇，时而浪漫，时而感人。嬉笑怒骂，在欢声笑语里见证成长历程；酸甜苦辣，在浪漫感动中体会人生百味。            
(4星)	 能把生活搬上屏幕其实是需要很大勇气的吧~            
(4星)	 凤凰的记忆            
(5星)	 抄袭不是罪，不过抄的对不起原版就不对了。爱情公寓是有借鉴与老友记的地方，但是它在向老友记致敬的同时，融入了自己的元素，中国的元素，所谓青出于蓝而不亚于蓝。只要能给大家带来快乐，就算是抄袭又怎样？            
(4星)	 超搞笑。            
(5星)	 看的时候喝了一口水  差点没呛死~            
(4星)	 尽管很多故事是彷Friends和How I Met your Mother里面的，但是本土化做的还行。。。            
(3星)	 国产排成这样~多不容易~            
(5星)	 哈哈哈哈 笑死我啦~~~~~~            
(NA)	 一种年轻人的生活方式 大部分是搞笑·· 真正谈到内容和演技 可以归为零·· 茶余饭后的消遣是不错的选择            
(5星)	 很少能一个人看电视剧看到发笑的。            
(3星)	 真的很搞笑啦！            
(3星)	 Chinese version of Friends. anyway, i like those actors, young and innocent.            
(NA)	 一抹阳光 一份微笑            
(5星)	 那尼~~            
(NA)	 太可乐了。。。            
(4星)	 为数不多的好看的近期国产电视剧，期待第二季!            
(5星)	 太爆笑了，只有80后能看懂，哈哈            
(4星)	 关谷君～～            
(4星)	 此片会红，如果在btv播            
(NA)	 感谢你让我看这部电视剧，开始时觉得很无聊，笑料的拼凑而已，后来逐渐发现远不止如此，看到最后一集时我是舍不得结束的，被感动的，我喜欢听曾小贤的那句“一菲乖”和“小菲菲”，强势的女人能有这么一个男人来对她说乖始终不是件容易的事，比如一菲，比如无双，比如……            
(4星)	 大叔，你的卡丁车好大。小龙女后来被人XX了。呐哩？            
(5星)	 都太贱了，很久没这么笑过了              
(NA)	 不要问我哪儿好 好的让我不知道哪儿好            
(5星)	 搞笑            
(5星)	 很搞笑的一部片            
(NA)	 很搞笑..            
(NA)	 挺不错的~~~~            
(5星)	 喜欢婉逾~            
(5星)	 国产经典，即使抄袭也抄的经典            
(5星)	 哎他娘的哟。笑断老娘的腰了            
(5星)	 难得的原创搞笑元素，即使做作也不令人讨厌            
(4星)	 很搞笑的，如果你很郁闷的话看这个会笑，如果你心情不错的哈看这个会大笑。不是那种很无聊的情景剧哦。            
(5星)	 很像美剧，很好，很搞笑            
(4星)	 早之前一口气把这个电视剧看完， 很期待它的第二季。剧中都市生活中的男男女女，虽然很神经大条，演员说台词都一口正宗的播音腔，但确实这是一部很轻松搞笑的片子。            
(4星)	 不管是不是山寨什么的，反正让我爆笑了            
(NA)	 看过、笑过、生活中的一点调味剂告诉我们还活在当下            
(5星)	 很嘈很搞笑            
(5星)	 不错挺搞笑呢            
(5星)	 超好笑，好看！！！！！！！！！1            
(4星)	 还不错很好笑            
(4星)	 非常搞笑，喜欢喜剧的可以看看。            
(3星)	 看到一半就没兴趣了，太搞了，技术含量不高            
(5星)	 好男人就是我，我就是~曾小贤~             
(5星)	   真的很搞笑 很好看             
(NA)	 看得直乐 喜欢婉瑜的扮相            
(5星)	 太乐了！赶紧来第二季！            
(4星)	 还行~            
(5星)	 贴近生活，爆笑青春喜剧～            
(4星)	 搞笑~我一口盐汽水喷死你~            
(4星)	 很搞笑的 轻松地 一部电视剧            
(NA)	 爆笑，好看好看哈哈~            
(5星)	 中国特色的how I met your mother + friends + ...            
(5星)	 太喜欢了。。山寨的很有创意            
(5星)	 相当不错 中国情景喜剧的一朵奇葩了哈哈哈 喜欢王传一啊 伴我度过了大学军训痛苦的时光的片子！            
(5星)	 搞笑！真的很好看，因为看了这部电视剧，我觉得大陆电视剧有希望了！好片子 啊~            
(5星)	 好喜欢啊，好亲切啊。            
(4星)	
(5星)	 喜欢关谷，展播，尤其是展播的开场太搞笑啦            
(NA)	 徐大灿要我看的！            
(4星)	 看着还算有意思就行了。。抄袭借鉴啥的无所谓了。。反正是用来消遣的。。。            
(5星)	 虽然是老友记山寨版，但还是不错            
(5星)	 还没看过老友记，这部戏的笑料已经够震撼我了            
(5星)	 笑到泪奔～            
(NA)	 “好男人就是我，我就是好男人“..            
(4星)	 我挺喜歡的~~            
(5星)	 很好看  寒假会有2吧^            
(5星)	 寝室里看了N个夜晚，不开心的时候拿出来乐呵乐呵            
(4星)	 就看在国产的份上，给四星~喜欢胡一菲！            
(5星)	 大爱            
(5星)	 我饭后睡前的调味品，第一次有要减肥的欲望！剧中女女都好瘦的说~            
(5星)	 很搞笑，有乐            
(4星)	 乱搞笑 不过还真是像friends            
(3星)	 搞笑。那阵子就是吃饭时候看。            
(4星)	 很搞笑的 台词很多挺经典            
(5星)	 當七            
(5星)	 太好笑了，很经典            
(5星)	  看到演员就想笑  等待第二部...            
(5星)	 美好大同时代            
(5星)	 随便，都行            
(5星)	 浓缩了美剧的影子！ 很怀念~~~~ 虽然山寨，但还是很爆笑。哈哈，演员的服饰、化妆还是不错的~ 比较喜欢男生的装扮~            
(NA)	 哦~菲~~~哈哈~菲不上豆瓣~            
(5星)	 哈哈，超级搞笑            
(3星)	 搞笑            
(5星)	 太欢乐了不管模仿不模仿 让观众高兴了不就是好事么            
(5星)	 大陆为数不多的现代电视喜剧，效果还不错~            
(5星)	 很符合我们这一代人的搞笑风格            
(5星)	 太搞了 里面的台词实在是经典 里面有些包袱虽然是借鉴的 但是恰到好处            
(5星)	 不知什么时候出二。真是目前大陆版最贴近现实生活的搞笑剧了。而且没有明星大腕，更加亲切。            
(5星)	 很好的一部国产喜剧            
(NA)	 很搞笑            
(4星)	 还算有诚意，但有的地方也抄的太狠了            
(NA)	 我觉得这比那个啥“一起去看雷阵雨”好看多了            
(4星)	 山寨搞笑            
(5星)	 很搞笑，国内难得的佳片            
(4星)	 里面的笑话都看过            
(NA)	 很少有电视剧或情景喜剧能让我从头笑到尾的（长期的锻炼下来 我笑点比较高），这部情景喜剧确实很能让我心情愉快，会心的笑            
(5星)	 终于有那么好玩的中国特色的现代的情景剧了。。。。真有时代感。。            
(5星)	 很搞笑。值得一看，希望续集赶紧出来            
(5星)	 觉得里面的话超经典，超好笑            
(NA)	 搞笑～            
(4星)	 最爱胡一菲  哈哈哈哈太强咯            
(4星)	 很好很轻松 虽然段子都很熟悉 但还是感觉不错            
(5星)	 每集都象发神经一样笑的抽筋            
(3星)	 有点翻版没关系，反正能让我笑。            
(5星)	 很搞笑的情景剧。剧情很轻松，台词虽略显做作，但是几个角色表演都很有特点！            
(5星)	 不错~喜欢~期待第二季~            
(5星)	 我笑晕了            
(NA)	 非常以及特别的搞笑            
(NA)	 现代版武林外传            
(5星)	 如果可以这样理想的活着也不错 哈哈~~不过，也只能当笑料。调剂调剂小日子罢了。            
(4星)	 看过了，很搞笑，也有感人的地方。对于这种寄哲理于笑闹中的电视剧，我蛮喜欢的。            
(NA)	 超级搞笑经典的台词，又有帅哥美女看，最重要的是我发现了中国大陆版的金涞元，太激动了~            
(5星)	 好希望己也住这样有趣温馨又漂亮的公寓，有那样子个性十足风趣幽默的室友 期待续集            
(4星)	 绝对的闹剧啊，但是没事消遣下也可以            
(5星)	 有点翻老友记 不过翻得有新意，很好看~喜欢关谷君~            
(3星)	 20集之间的差别很大，有几集真的很搞笑，大部分还是属于编剧灵感枯竭后的瞎扯。模仿了friends，结果很失败。我是一边CAD一边看的，在图书馆有过笑的喷出鼻涕的囧态。。。            
(4星)	 很对桥段都来自老友记，但演员的表演确实很好，是部好片子～            
(NA)	 很好笑，值得一看……            
(4星)	 之前很多朋友推荐我这部电视剧的时候，我还很是不屑地想估计又是类似雷阵雨一类的青春偶像剧，没营养又没幽默感，从题目就可以看得出来狗血程度，后来试着看了一集之后欲罢不能，花了整个中午的时间看完了第一季，然后带点小遗憾地期待第二季……对白很经典很熟悉，没营养但是有创意有幽默感，这就够了            
(4星)	 郁闷的时候看看很不错~            
(5星)	 开心的笑笑就好，你不高兴了就看看，高兴了也看看            
(5星)	 我就是爆喜欢爱情公寓 怎么了?!~~            
(4星)	 管他是怎么搞的，我乐了，很HAPPY，这才是重点            
(5星)	 带来欢乐~~~            
(5星)	 模仿老友记            
(5星)	 难得的情景喜剧，演员很真实，放松。            
(4星)	 不错 很搞笑 哈哈            
(5星)	 超级好笑！            
(NA)	 搞笑            
(4星)	 刚开始看很白痴，后来竟然看入迷了            
(5星)	 好搞笑            
(3星)	 打消时间乐乐蛮好的            
(5星)	 有才！！            
(NA)	 给我一个不笑疯的情节吧....            
(3星)	 逗乐足够啦            
(5星)	 很搞笑哦  放松一下不错            
(NA)	 很好笑勒            
(4星)	 拿来休闲很不错            
(4星)	 肯德基是赞助商就不说了……肯德基至真七下包那几只大虾，就是他们            
(NA)	 好搞笑！！！            
(5星)	 很久很久没乐成这样了            
(NA)	 不做out的人，也来拍自己的mv吧！Q我吧:346950202            
(5星)	 里面的美女多，帅哥也多，很好的一部都市青春喜剧！            
(5星)	 经典搞笑，必看。            
(NA)	 融入了很多现代用语，很幽默。我最喜欢一非的耳环呢，呵呵o(*^▽^*)o            
(5星)	 太适合我这种人看了            
(5星)	 太搞了，可以看很多遍            
(5星)	 笑到肚子疼            
(4星)	 能够几乎每集都让我笑到肚子痛的剧不是好剧还能是什么~一公寓的周星星 期待第二季 PS.最近爱上情景喜剧，但国外的笑点始终是难免有些距离感            
(4星)	 没人陪的夜晚，一个人看吧。            
(5星)	 好喜欢关谷啊            
(5星)	 我敢说是国产电视剧的飞跃，台词很雷人，经典。尤其是关谷太搞笑了。不过有点失望的是结尾是不是有点草率了呢？            
(5星)	 不可否认其对friends的抄袭，但环境和文化上更加贴近自己的生活，所以看起来也更加亲切更加开心。希望能够尽早从模仿走向创造，呵呵，期待第二季...            
(5星)	 支持交大学长的新作            
(5星)	 特别的搞笑！            
(5星)	 笑翻了，拜托第2季快点出吧。            
(NA)	 不错 很不错~            
(5星)	 虽然抄袭的痕迹明显，但之所以打动我确是那每一天都在渗透进主人公内心的爱情~PS：演员很不错啊！            
(5星)	 至少看着很轻松，希望看到下一季大家都能出演            
(4星)	 又没拍完            
(NA)	 爱死了~~            
(5星)	 什么时候出新呢好喜欢曾老师。             
(4星)	 国产的电视剧要是能多点原创就更好了            
(4星)	 为了开心            
(5星)	 经典啊~~~超级推荐~~不看后悔！            
(NA)	 见过抄袭的，没见过这么抄袭的。            
(5星)	 太绝了            
(5星)	 天可怜见啊~我第一次看这种类型的电视剧,到底是谁推荐给我看的......速度出下一季吧...            
(5星)	 很精彩 国产情景喜剧中的翘楚            
(5星)	 推荐，演员养眼，剧情有创意。            
(5星)	 如果想放松休闲+娱乐的话，它是非常合适的，有点跟郭大爷一曲同工的结果，乐死我喽~~~：）            
(1星)	 不是山寨的问题。演员能先说好台词，导演能先想想什么时候加笑声吗            
(2星)	 低级趣味~            
(5星)	 哈哈哈哈~~            
(5星)	 太好看了            
(4星)	 难得的喜剧，即使笑点有些俗也拍出了不俗的效果            
(5星)	 很逗，灰常逗！！            
(5星)	 轻喜剧确实让我不那么抑郁，虽然情节大都在老友记里似曾相识，但编剧确实让他们融入了中国大环境，没看过老友记的人，也会觉得情节自然衔接，台词经典，演员默契，难得的国产那么多笑点的轻喜剧。            
(5星)	 真是爆笑会不会出第二部啊            
(5星)	 很少看内地片..但这本真的很好笑..哈哈            
(5星)	 真的可以用爆笑来形容看这部电视剧时的心情。里面的每个人物都有各自鲜明的特点和令人啼笑皆非的故事。不管心情多不好，随便看一集都能觉得很好笑。            
(5星)	 我爱美嘉~            
(2星)	 开头两集还觉得新鲜笑笑，到后来越来越没劲。。。小贤同志较有前途，慢慢努力去塑造角色吧。。。            
(5星)	 一直顶到  出下一季...为什么导演总是这么墨迹  大家都等着呢..还不麻利点儿.希望美嘉不要走  ..走了 我看谁去丫.            
(4星)	 女主角，一个像王珞丹，一个像陈好，还有半个薛佳凝~男主角，脸部辨识要很久~不过整体还是可看的，虽然被称中国版老友记实在言过其实，但比那些天雷滚滚的翻拍剧总是让人舒心多了~            
(4星)	 咳咳…虽然拷贝了老爸老妈罗曼史……不过还是很有趣滴~~关谷kawayi~~            
(5星)	 哈哈~像老友记~            
(NA)	 期待第二季            
(NA)	 疯狂恶搞            
(4星)	 看第一遍挺好笑的，再看就没啥意思啦            
(5星)	 20集也不是个结尾，怎么没有下文了？            
(4星)	 挺乐和的~            
(4星)	 真的很好笑，中国版的六人行（Friends）。更有本土的味道。            
(5星)	 很喜欢关谷君~~~            
(4星)	 虽然很&amp;&amp;，但是很轻松            
(5星)	   嘎嘎~  期待第二部。 多的没了，我得赶紧的去吃肯德基咯(*^__^*) （“你好，我要一份强暴鸡米花，你们的大分是多大的？这么大，还是这么大？……”）            
(5星)	 笑死了~~~            
(5星)	 无条件支持剧            
(3星)	 都是抄美剧的啊            
(3星)	 开心一夏（2009）            
(5星)	 经典搞笑片。            
(5星)	 蛮搞笑的。。。            
(4星)	 很生活化的情景剧。            
(NA)	 现在的电视剧有这种水平已经相当不错了。很有水平。            
(4星)	 作为情景喜剧比不上武林外传，但还凑合            
(5星)	 ！！！爆笑呀！！！            
(4星)	 蛮好看也挺好玩的。。演员表演得也不错。就是结局有点仓促了。            
(4星)	 爆笑。赞一个。            
(5星)	 为数不多的能看完的电视剧            
(5星)	 笑死我了            
(5星)	 很久没有看过这么搞笑的情景剧了            
(4星)	 只道是为了宣传爱情公寓这个网站 是有不少亮点 单元剧 创意是不错 不过我真是不喜欢那个曾主播说话的口型 此外剧情某些太牵强雷人也是一点  心情不好时可作消遣            
(1星)	 我明白了，这个电视剧是给那些没看过美剧的人看的，美国情景喜剧看的多的人就别看了，这部电视剧是我看过最无耻最不要脸的电视剧。            
(4星)	 本来想打5星，但鉴于最近在看friends，还是打了四星表示一下尊重            
(NA)	 冲着主角像甲鱼去看的            
(5星)	 So funny!            
(5星)	 大爱大爱大爱！赶紧出第二季，不许换人！            
(5星)	 笑死。            
(4星)	 很。。很有意思的剧。。。            
(5星)	 热切期待第二季！！！            
(4星)	 虽有抄袭老友记的痕迹，但总体还不错            
(3星)	 一般小搞笑吧！            
(5星)	 哦哦 我经常在半夜把老爸笑醒~            
(5星)	 不管怎样，笑死我了。            
(5星)	 美女帅哥，经典的不能再经典的台词，大爱啊！            
(4星)	 次啊。看的我笑死了            
(5星)	 据说抄袭老友记很严重。不过管他呢！好看就行！期待第二季哦~            
(4星)	 国产FRIENDS 不过演员都还不错 改得也行            
(4星)	 笑抽            
(5星)	 等着第二季呢            
(NA)	 看了拍了十年的老友记。。。根本就看不下去这个啦。。。。啥时能有个不错的创新啊。。。。            
(5星)	 不高兴的时候就看看            
(NA)	 这年头，难得乐一乐            
(5星)	 很冷.......            
(4星)	 其实活生生地看着天涯上的语言变成电视剧中的对话也挺好玩的。            
(5星)	 很好看，难得模仿却没有friends的影子，还很有自己的特色，不错！            
(5星)	 和第二季比简直好上天了。。            
(NA)	 喜欢关谷，太逗了。还有一菲            
(4星)	 O(∩_∩)O哈哈~搞笑            
(4星)	 虽然每集都是满满地山寨，但我确实每集都哈哈大笑了～～如果不抄袭这么多的话绝对五星～            
(NA)	 相当搞笑的一部剧 虽然演员全都不认识 不过作为消遣 看看还是很不错的             
(5星)	 太搞笑了，虽是借鉴了《老友记》，但看起来却更有共鸣，强烈期待第二季。            
(5星)	 百看不厌。            
(5星)	 雷死人！            
(5星)	 真的很爆笑!很喜欢!            
(5星)	 匆动麻待            
(5星)	 太欢乐了，如果非要说这是山寨，那让山寨来得更猛烈些吧            
(5星)	 好久没笑的那么舒心了……            
(5星)	 这就是现代青年们渴望的都市生活~！很好很强大~~~~            
(NA)	 台词好搞,看了两遍,很期待第二季            
(5星)	 多亏这部剧陪我度过这个无聊的假期~            
(3星)	 無聊的肥皂劇..            
(NA)	 很对味口，很好的放松剂。 超有趣，乐得你发狂。            
(3星)	 一些段子挺有意思            
(5星)	 有智慧有感情的好剧            
(2星)	 没看完……            
(5星)	 大陆少有            
(4星)	 抄袭的很有敬意，山寨的很有心计！            
(5星)	 看了无数遍了，贼逗乐            
(4星)	 暑假的时候看到 意外的觉得江西卫引进的这部片不错看            
(5星)	 乐呵乐呵得了~            
(4星)	 很简单的，笑着看完            
(5星)	 很放松  很开心  很喜欢            
(5星)	 我们新开了个爱情公寓的论坛——爱情公寓粉丝汇~~~很给力的艾米论坛http://www.amypart.com/欢迎加入~~            
(5星)	 那些每天晚饭捧着饭碗，盯着电脑PPS看爱情公寓的日子，练就了我喷饭的技能。。。小小的情景剧，能拍成这样很不错了。跟驴宝宝、猪宝宝每天分享新鲜笑点，让人觉得比看雷阵雨每天雷一雷要更健康的多~~~            
(5星)	 虽然有点山寨 但是还是很喜欢 大陆的还有点看头            
(5星)	
(4星)	 意料之外，很欢乐的电视剧，非常适合做饭和吃饭的时候观看            
(4星)	 整个一笑话大集合            
(4星)	 不错            
(5星)	 内地版Friends，爆笑台词妙语连珠，俊男美女赏心悦目！期待第二季            
(4星)	 我不太明白的是 为什么一说模仿就要被打入十八层地狱 永世不得翻身么？什么看起来心情很复杂？只能说 还是有人不会欣赏生活和欢乐的 谢谢上帝 我至少在看的时候 笑了             
(5星)	 肚子都笑疼啊            
(4星)	 无厘头+美式情景+网络语录=爆笑，适合没看过friends、how i met your mother的人            
(5星)	 内地的电视剧不是古装就是战争，被逼无奈只好天天追着韩剧跑。但是这个片着实给了我惊喜和欣喜，咱们内地的电视剧终于也可以年轻、可以时尚、可以捧着薯片笑的稀里哗啦~~            
(NA)	 不错赛，看了有一段时间了。            
(5星)	  每个人都还是喜欢　            
(4星)	 轻松搞笑...一七得七二七四十八三八妇女节五一劳动节六一儿童节~            
(5星)	 虽然有很多模仿的成分，但我觉得还挺好看的，喜欢胡一菲            
(5星)	 超好笑。。。。            
