http://movie.douban.com/subject/3197006/	越狱  第四季 Prison Break Season 4
(5星)	 pb 大爱            
(4星)	 虽然剧情真的有些拖沓了，但在结局，我还是又一次感动，越狱看到这里已经不是看剧情，看的是一种情怀。Michael，走好。。            
(5星)	 就是最后M死了 伤心啊            
(4星)	 特工？            
(NA)	 bug一堆            
(5星)	 越狱的回归            
(3星)	 说实话不是太好，和前面几部没法比            
(4星)	 有点扯            
(3星)	 很扯淡            
(4星)	 从1到4当你实在是看不下去不要再看的时候“最后一越”为这四年画上一个完美句号。            
(NA)	 看到结局 就不好玩了            
(3星)	 我放弃了。鸡肋。老到掉牙齿，我会考虑补回的。            
(NA)	 之前为了这个片子 我每个星期坐着等它出来            
(4星)	 我很爱哦~            
(NA)	 纠结我的心，总想让它结束。            
(NA)	 终于看完了...追了那么多年.....哎早知道就只追第一季算了..            
(3星)	  终于完了呢,越看越没劲,但是怎么办呢,没办法啊,誰叫咱是PB迷呢,            
(NA)	 太经典了,四季全部看完了,最近没什么好看的有在看了            
(5星)	 悬念，惊险，人性。。。融合了很多很多的元素，一两句是说不清楚的，先定义一下：很喜欢！            
(5星)	 越狱啊~~我的爱，流着泪看完的            
(2星)	 很好奇 ,开始迈克是很不想趟公司这浑水的.后来林肯与公司达成协议,可以让他们重获自由.既然他们对锡拉的价值不是那么的热衷.为什么后来兄弟之间会产生分歧呢?而迈克执着的又是什么呢?我真的觉得,除了主角以外,所有的杀手都是拿玩具枪给主角们射击的靶子,而主角们可谓是金枪不倒.            
(3星)	 终于结束了            
(NA)	 最后 FOX自由了。。。石膏飞自由了。。。我们也自由了。。。            
(NA)	 完美谢幕！            
(5星)	 非常棒的连续剧，但结局令人心酸。            
(4星)	 比第二、三季好，但是终不及第一季惊艳。            
(5星)	 看完越狱，我喜欢上了miller~~~看完越狱，我心里空落落得~~~~喜欢Miller的，来找我玩^^            
(4星)	 不枉我跟随更新这么多年……            
(4星)	 千想万想没想到。。最后是被电死的。。。            
(4星)	 越狱剧组伙食肯定很好。            
(5星)	 硬是最后一集没有看。。            
(NA)	 急死人了。。。节奏！            
(4星)	 这个系列总算是结束了，结尾让人看的有点不爽。            
(3星)	 没有happy ending，闹挺了几天            
(5星)	
(1星)	 拖延了4季，迈克尔到底还是死了。            
(NA)	 越了四季，我也看了四季，他们越的无法再越，我也看的无法再看了！            
(5星)	 越狱在我心中的意义不可替代 我第一次喜欢并追看的美剧 就这样结束了..            
(5星)	 MILLER虽然胖了...但这剧依然好看着...            
(NA)	 可算完了····            
(4星)	 个人觉得此剧其实应该压缩一下，两季足矣。新的第一季就是原第一季大部分，把原第二季缩写为一个2小时特别篇，重点写出马洪的牛逼。新的第二季就是把原第三季作为一个外传拍成一部商业电影，因其暴力血腥尺度大胆。而第四季扩写成30集，就可以和杀死比尔一样，在最恰当的时候收手，成为一个不灭经典            
(4星)	 在不动脑子找剧情漏洞的前提下，情节还是蛮紧凑、紧张的            
(3星)	 感情分            
(4星)	 PB最好看的还是第一第二部后面的两部只能说是一般吧...LOVE PB..            
(4星)	 最后的结局不太让人满意            
(3星)	 就是逻辑非常有问题            
(3星)	 没完没了的。。。            
(5星)	 非常喜欢            
(NA)	 第一季最精彩，后面越来越为写越狱而写越狱了！            
(4星)	 我觉得第四季还是挺精彩的，比第三季好多了            
(3星)	 唉。。            
(5星)	 让人痛心的结局            
(4星)	 MS就这样翘了啊！！！！！！为什么！！！！！！不就是泄漏了剧情么！！！！！！！让他和S一起多美好阿~！            
(5星)	 经典中的经典            
(5星)	 我发现美剧就喜欢倒叙, 先假设一些事实,然后让观众最后一个知道..            
(4星)	 恋恋不舍中结束了            
(4星)	 MS, goodbye~            
(5星)	 这样的男人我真的不想再说什么了            
(3星)	 越往后越没意思，不过还是坚持看完了！            
(4星)	 第四季搞得过于玄妙了，几个暴力男不断碰运气，主角还死掉鸟            
(5星)	 超爱！！            
(3星)	 不能接受Michael死了            
(5星)	 尘归尘、路归路、每个人都有了自己该有的结局、只是..Michael为什么在31岁时死了？他妈妈做完手术不是一直活着了么、            
(3星)	 第二季之后就很没劲了，不过他还是一部很不错的电影，第一季堪称经典~            
(1星)	 真把我们做白痴搞？            
(5星)	 最后一集没有看，太悲了，怕自己受不了            
(3星)	 系列中最差的，完了也好            
(4星)	 很搞啊~            
(4星)	 其实挺喜欢的~~特别是去偷Scylla那集，非常精彩~            
(4星)	 为了忘却的纪念            
(3星)	 终于看完了最后一季。第四季应该是最差的一季，该季前半部分还不错。后半部分简直就是瞎扯了。不过无论如何，越狱对于美剧在中国的流行功不可没！所以还是不忍心给差评的。            
(3星)	 嗯。。。感觉没法和第一季比了            
(4星)	 对PB太有感情了            
(3星)	 such a disappointment            
(4星)	 依然好看~~~            
(3星)	 连续剧只能看一季            
(5星)	 i always love men with brains.            
(NA)	 MC虽然去了,但他在我心里.            
(4星)	 虎头蛇尾            
(5星)	 一个字棒！影片把人的大脑基本上已经发挥到了极致了！            
(5星)	 米            
(4星)	 终于结束了～～            
(5星)	 我永远忘不了你            
(4星)	 智慧与胆量的尽致体现。。。。            
(4星)	 终于还是回到了根本问题之上——复仇！            
(NA)	 Michael天才，无私。            
(5星)	 虽然在中间两季给人带来了不少遗憾，也一度让我对你失去了坚持每周必看的信心。但你在我心中留下的那张美丽的纹身，勾引着我“重操旧业”，甚至对建筑学产生了浓厚的兴趣            
(5星)	 不言中....            
(5星)	 心被掏空了。            
(5星)	 喜欢不容错过            
(3星)	 从第一季开始追，越追越没力气，不过米帅还是挺帅的，而且我比较喜欢智力型的，哈            
(NA)	 最喜欢的美剧，主角个人魅力无法抵挡            
(5星)	 情节很不同寻常啊， 看的人情绪跟着起伏，很可惜他最后死了。。。。。。。            
(5星)	 so good            
(4星)	 高中每一次放假回家都会看几集。以前被米勒迷得神魂颠倒。后来你也发福了，我的高中也就这样过去了。            
(4星)	 故事算是完美的结束了            
(5星)	 终于结束了，但是Michael死了。那只鸭子，让人感觉有始有终。            
(5星)	 结局太悲，现在还不忍看，凭什么只有主角得不到幸福，我亲爱的米勒~~            
(4星)	 我的第一部美剧            
(2星)	 狗尾续貂            
(4星)	 我迷啊~~~            
(3星)	 为了看而看的不看我前面三季不就白看了这一季编的特别不靠谱scofiled一家都出来了，老妈都要编排成特务还有sara的复活            
(4星)	 结尾有点仓促，最后一越宁可史高飞是死于脑癌，平平淡淡就这么结束也挺好            
(5星)	 lay it easy,lay it down            
(NA)	 精彩            
(NA)	 一直追随。。。            
(4星)	 启蒙            
(4星)	 还是很不错 虽然和第一季比还是差好远            
(3星)	 失望            
(4星)	 告别了第三部的冗长之后，就迎来了结尾。太多的推测，让结果也变平淡了。            
(3星)	 我俗，喜欢美好的结局。            
(5星)	 第四季将是《越狱》的最后一季，会是最血腥的一季， Michael和Linc会为Sara复仇并将阴谋大白于天。他说，“Michael在短时间内失去了太多，他不是一个坏人，但Sara的死对他打击太沉重，我认为他觉得对Sara的死有责任，所以我不认为他会有大团圆结局，她才是他的大团圆结局。”　　《越狱》第三季的草草收场，令很多观众遗憾。为此，FOX公司希望通过变换角色、增加故事等方式重新赢回观众的认可。迈克再次越狱成功，去找“公司”复仇；莎拉惨遭“撕票”而身首异处；斯科雷为救朋友身陷囹圄；T-Bag干掉监狱            
(3星)	 看不下去了            
(4星)	 结局总是很仓促～            
(5星)	 经典的结局            
(4星)	 终于结束了。。。            
(3星)	 有点扯             
(NA)	 这最后一越，越出了我的心门。            
(4星)	 像完成任务般……不得不说终于结束了，比第三季略好一点            
(5星)	 不完美的终结            
(2星)	 绝对是江郎才尽的编剧，不过Michael还是很帅阿，就是胖了            
(4星)	 It&#39;s over.            
(5星)	 我真的很想骂“LINC你早死算了吧！！！”害的MICHEAL挂了明白着用脑过头了            
(5星)	 不得不惊叹。给了我怀疑的力量。            
(4星)	 米勒米勒。你好攒            
(3星)	 结果michael居然死了。            
(3星)	 终于完了。            
(3星)	 没看完看不下了            
(NA)	 看着他的下巴从尖到方再到圆。。            
(4星)	 还用说吗            
(3星)	 我喜欢异性            
(3星)	 还好~~感动于最后的音乐            
(NA)	 其实那个结局还不错            
(3星)	 吾终于坚持着把它看完了- -            
(NA)	 结局过于悲伤            
(NA)	 ╮(╯▽╰)╭            
(4星)	 TBag在Season4不够出彩了。。            
(NA)	 编剧说：我总算是解脱啦！            
(5星)	 永远的迈克。每个人都生活在狱中，自己的监狱，越狱即理想。越狱的精神刻在我的灵魂中，永不放弃。计划-利用每一个细节-敏锐-思考-结构工程-决心-为亲人牺牲-面对危险冷静-痛苦中的忍耐-保护自己和亲人-兄弟朋友-不能相信--------            
(NA)	 不错, 但是有很多明显的BUG            
(4星)	 就是觉得，从第一季到结尾，越狱再走变味路线            
(5星)	 用了不到一个月的时间,一口气看完了连续四季.每晚看到凌晨1点多.第二天7点还得起床上班.第四季中间看得有些累..总觉得有完没完啊..这样的结局,也许才是最好的结局吧.            
(2星)	 所有人都为这个蛇尾变的莫名其妙            
(4星)	 虽不能和第一部相比，但就与第2，3季相比，绝对值得一看，就是micheal死了。。。。。。什么编剧，这结局就算将来哪天要再续拍也有难度了，基本又是起死回生的伎俩了            
(5星)	 看的第一部美剧            
(5星)	 精彩~            
(5星)	 終於沒事了。。            
(4星)	 不管他结局怎样，这样一部美剧是要看的            
(NA)	 09            
(3星)	 结局太让人伤心了            
(4星)	 结局在意料之中，虽然M和S最终没能在一起共度余生，不免有些遗憾，但也许这正再次证明每个人都是一个人来一个人走，中间的不过都是过程，虽然他们最后没能在一起，但他们在此生所拥有的却还是值得的。             
(3星)	 只能用虎头蛇尾来形容了。。            
(5星)	 经典            
(5星)	 都说越狱已经变成了鸡肋，怎么我觉得这季挺好的呢？已经不愿意去猜剧情，就跟着导演和编剧的路线走，我真觉得挺好的，跌宕起伏的哥俩。            
(5星)	 看了差不多4年的电影终于播放完毕。            
(3星)	 经典啊。推荐            
(3星)	 结局^^^^            
(4星)	 就這樣劇終了,有點不舍.還記得當初如何追它.            
(NA)	 wentworth miller ,i love u                
(5星)	 说实话没太看懂  恩恩怨怨的太多了            
(5星)	 09.7.9、7.10、7.11看完，第四季还不错的啊~            
(3星)	 想当初大学里看第一季的时候那个疯狂啊，最后一季拖了好久才陆陆续续看完            
(4星)	 一直都喜欢            
(4星)	 尽管越到后面越发现编剧其实就是想草草收场，剧情漏洞百出，但我还是想看下去，不为别的，只为了能看到他们还能混在一起。            
(4星)	 还不错            
(3星)	 不想去回忆多年来Prison Break中每一个错误，它只是伴我度过多年的一位朋友。该说再见了，《越狱》。            
(2星)	 越到后面就越没可看的东西            
(4星)	 越编越不靠谱了            
(NA)	 内心中还是不想它结束、、、            
(5星)	 终于完结了 结局很好            
(5星)	 还有点没看完。。。            
(4星)	 最后一季了，纪念一下。。。            
(4星)	 最后的结局太过于粗糙 所以扣了一星            
(3星)	 还算ok的结尾            
(3星)	 可算是完了！            
(NA)	 只是惯性。依然会睡着。不得不佩服老美编剧的能力啊。终于看完了。            
(4星)	 我终于把越狱看完了！！            
(5星)	 终于结束了            
(3星)	 终于追完了……            
(4星)	 终于看完了！            
(NA)	 第一季才是最精彩的            
(NA)	 还是第一季好看。。。            
(4星)	 米帅，引领我进入美剧世界的人            
(3星)	 简直是扯淡            
(4星)	 I will miss U..            
(4星)	 终于,终于结束了...            
(4星)	 唉，对此剧一眼难尽            
(3星)	 拍的越来越烂            
(3星)	 虽说知道了剧情……            
(NA)	 很棒，从第一季看到了第四季，觉得很不错，就是结局不满意。看完一直很纠结~~~~            
(NA)	 喜欢林肯，喜欢Michael。            
(4星)	 越狱从第一季看到最后，不得不承认在后来的两季是为了赚钱而弄出来的。还是第一季和第二季好看。结局有点不开心，michal死了这个结局有写sad。            
(4星)	 兄弟、责任、情义、才能、人性、勇气、坚毅。。。to be free.            
(5星)	 很经典的美剧            
(4星)	 善始善终，特别篇不错。            
(4星)	 追了几年，不容易啊，为了自己的精神干杯~            
(3星)	 编剧去shi。            
(4星)	 终于结束啦~            
(NA)	 我的最爱  可惜 完结了            
(4星)	 OH NO ....连KELLERMAN也复活了天。            
(5星)	 牛B            
(4星)	 一到四都看完了 将军对M说：等你向我这么老的时候，你会发现              人生不过是一场游戏最后签自由协议的时候，心情很复杂            
(5星)	 就这样结束了，虽然当中不尽如人意，但还是一部很棒的美剧！            
(4星)	 不错啦。就结局不爱。            
(3星)	 正义战士+反黑小组            
(3星)	 漏洞已经补不上了            
(3星)	 草草收场            
(4星)	 喜欢最后的结局……     Be the change you want to see in the world……            
(5星)	 结局其实是好的，但是我仍希望他们终成眷属            
(4星)	 为自由而爱            
(5星)	 结局。有始有终地追着看完了，终于。Michael那么伟大地死去，扫墓的场景如此温馨。只是不明白，那个时刻里，SARA怎么会忍心离开Michael逃离的，也许是为了肚子里的baby，但换作是我，怎么都做不到吧。Anyway, I love you Michael, and be safe in Heaven.            
(5星)	 这一季确实比较精彩            
(5星)	 只因是我愛又是難得被砍卻有完美結局的美劇~            
(3星)	 迈克最后还是over了。感觉结束得太仓促，整个系列真有点虎头蛇尾。            
(5星)	 没想到这样一种结局，但也挺美好的            
(1星)	 我的美剧启蒙，编剧第二季开始简直不知所云，太狗血了，杯具            
(4星)	 前两季能看看 ~~后面的没啥看的了            
(3星)	 只有男主角是不行的~~~怀念第一季的惊喜            
(5星)	 缺憾中的完美结局            
(4星)	 之前被剧透，知道结尾史高飞完成所有人自由的梦想，而独身离去，他双手交叉搭在身前，宁静的目光和平缓低沉的语调，人怎么能这么有才，他就是上帝派来惹毛老美公检法的天使。从肖申克的救赎开始，对此类越狱英雄充满仰视的目光，可是我自知笨孩子，更是才知道欲变世界，先变其身这一名言。于是，看完PB，我期盼自己此生没有牢狱之灾，认识共患难的朋友，遇见心爱的姑娘无论富贵贫穷能相伴一生。            
(NA)	 Michael死的有点韩剧了……            
(3星)	 终于完了。。            
(5星)	 毕竟很喜欢 还是给5分吧~            
(3星)	 总算结束了，break or not,it&#39;s question~~            
(4星)	 SARA            
(4星)	 1,2季值得看看            
(1星)	 这个玩意已然完全沦落为一个超级烂片            
(4星)	 还可以吧...至少比二和三强多了...            
(4星)	 We are the slave of our statue,Live in the prison of our own creating.我们都是身份的奴隶，囚禁在自己创造的监狱里。             
(NA)	 超喜欢，终于看完全集了！            
(5星)	 好看！！！            
(5星)	 bellick的死和最后的重聚是亮点            
(NA)	 Four season ended . I watch the whole .            
(NA)	 终于大结局了            
(2星)	 美剧向来虎头蛇尾            
(NA)	 迈克是英雄，在不断的误解，绝望中凭自己的智慧，努力的寻找光明的彼岸。            
(4星)	 虽然那个结束的过程显得有点简单了，可能是不愿接受收官的现实，也许无论如何怎样的结局我都不会满意，这部系列非常让我满意，每个人物都是那么丰满有力！            
(5星)	 迈克的一个眼神就是一出戏            
(5星)	 平淡的生活需要刺激与冒险 再勇敢些…            
(4星)	 第四季没前两季好看了，不够紧凑，编剧拖泥带水的应付差事。要不是有米帅撑场，真的就玩不下去了            
(3星)	 唯一觉得喜欢的地方是大结局最后的那一首歌            
(4星)	 情节曲折得有点夸张            
(4星)	 有怎样的开始，就有怎样的延续。            
(5星)	 永远的记忆、            
(4星)	 终于完结了 虽然主角死了 但是续集不会断的！            
(5星)	 好片。            
(4星)	 四年越狱            
(NA)	 终结篇在高压电流下挂掉            
(5星)	 The end~Everything is over!            
(3星)	 既然都看了前面了，这结局出来了，还是看看吧            
(4星)	 第四季，编剧的疲态毕现，情节中漏洞频出。不过毕竟冲着以前的名气，有个结局。            
(3星)	 大家去看特别版。。。即使你对第四季后面几集看得快睡着了。。。特别版很感人。            
(5星)	 moving            
(4星)	 最爱t-bag 在监狱里的绿地上望天的场景            
(5星)	 It&#39;s over.            
(4星)	 最後的歌也很好聽。Lay It Down Slow            
(NA)	 好吧，结局很韩剧。但它是我的美剧启蒙，也开始了我的大学生活            
(4星)	 其实中间间隔了那么久让我很是生气呢~呵呵~还是喜欢~一种惯性的喜欢            
(4星)	 结局有点仓促 不过还是很喜欢            
(4星)	 3年了,终于结束,            
(4星)	 终于有了一个结局。嗯。            
(4星)	 结局是垃圾。一大堆莫名其妙的细节            
(3星)	 不罗嗦。。            
(4星)	 收场了            
(4星)	 当然还是没有前几季好看了，情节有点越来越简单，不过让人遐想的空间仍然很大，所以还是8错滴^_^            
(5星)	 越狱第四季完了  i&#39;m in prison！            
(NA)	 其实, 这个结局挺好的.不怨念.            
(4星)	 M.S永远留在我们的心中。。            
(3星)	 总算结局了！            
(4星)	 看着那只纸鹤,突然想起了第一季..虽然没有像很多人一样追了四年,三四季看着也不如从前.但落幕的那一刻,还是不禁落泪...lay it down slow...MS走好            
(3星)	 Micheal..减肥吧！            
(NA)	 2009            
(5星)	 有点小难过。。            
(3星)	 跟着剧情看了四季，虽然故事并不太尽如人意，但还是一步步走到了终结。结尾那一段诸人平静的生活，与之前的亡命奔逃相比，显得那么的不真实。            
(NA)	 越狱大结局了，看到论坛上说三年了，才发现自己看越狱居然看了三年有加了。。。三年过去了，我究竟改变了什么，还是只是年龄在慢慢老去。。。为什么回想去过去还是会觉得心酸。。。            
(5星)	 一直很糾直到Spiritualized的【Lay It Down Slow】唱起。。有種迴光返照的感覺。。只差沒有黯然淚下了。。最後MS還是被編劇迫害了。。            
(4星)	 像我死了一样            
(4星)	 终归还是结束了！            
(5星)	 很好看，我不说了 迈克尔还是死了            
(NA)	 5月21日看完            
(4星)	 the final breakwe&#39;re free now            
(3星)	 真是越拍越烂，幸好结束了            
(3星)	 S1就应该见好就收的。。            
(4星)	 结局了~~lay it down slow 很好听            
(NA)	 我大学生活的一个印记            
(4星)	 四年，我的大学也快结束了~            
(4星)	 over            
(3星)	 终于完了，还是死了。            
(3星)	 四季的追逐终于结束为了结局的结局adiós!            
(3星)	 1&gt;2&gt;3&gt;4 一季比一季差            
(5星)	 这个五星是给这个剧集的  不管如何总算是结束了            
(3星)	 其实也就看了结局，难过。进大学看的第一部美剧，一晃四年都完了。            
(NA)	 终于            
(5星)	 结局可以啊，玩什么新闻上说很多人不满意结果            
(4星)	 最后的结局……还好吧……            
(NA)	 还是感动            
(NA)	 最后的大结局，我又一次做了事后诸葛亮。第三季在SARA死的时候，心里就有个念头，这个姑娘会回来，Linc绝对是看错了，然后成为第四季的关键。结果编剧们果然没有让我的聪明才智失望。            
(4星)	 四年过去了            
(4星)	 看了那么久，居然死了说的            
(4星)	 越狱》~在Lay It Down Slow 中结束~虽然从第2季开始被人诟病~~~但结局还是出乎人的经典~也许和耶稣一样，米帅用一个人的受难换来其他人的幸福，或许这就是西方人眼中的HERO!            
(3星)	 唉 终于完了            
(3星)	 到这一季就剧情有点牵强了。            
(3星)	 其实越拍越一般了。。            
(3星)	 第一季最棒，第四季虽然不是最烂，但结局实在。。。蛇足            
(NA)	 唉。我追了这么久的剧就这么被我送走了觉得结局有点仓促            
(NA)	 感觉很好的一部片子            
(5星)	 Wenthworth Miller.Dominic Pucell            
(NA)	 my love            
(4星)	 或许 在其他人的幸福衬托下，Scofield的结局更会让人们记住这部剧...            
(4星)	 最终完结有点凄凉~            
(4星)	 结局总算让人感到些些的感动            
(5星)	 从头追到尾的美剧。            
(3星)	 C’est fini 小苏终于回来了            
(5星)	 over 了            
(NA)	 陪伴了2年的时光            
(NA)	 Be the change you want to see in the world.            
(4星)	 Be the change you want to see in the world            
(3星)	 曲折又离奇的抓过来逮过去，在众多当街枪战中终于已近似HAPPY ENDING完结。剧情自然比不上第一季，但是对众演员的演技我还是很喜欢。不过，最后实在没有办法了，硬拽来KELLMAN救场，实在是很牵强。在那种情况下，就算月球来的人，又有谁会轻易相信是对自己有利的人？尤其是IQ惊人的MICHAEL？缺陷缺陷~~不过，对最后MICHAEL的去世，我还是哭了稀里哗啦，看惯了完美大结局的我实在是太希望看到他们一家三口漫步撒欢。只是小小的失落只当是对锦上添花的期待的代价好了。友情分：95，留点编剧未来进步的空间            
(5星)	 结局我不喜欢。。。            
(5星)	 很好看的一部电视剧 竟然结束了 不过结果很好吧            
(NA)	 终于没有第五季了            
(5星)	 Be the change you want to see in the world。It&#39;s a really happy ending!            
(4星)	 PB终于完结了。。。            
(3星)	 一個神話，終於結束。            
(NA)	 终于完了   米帅最后还是挂了            
(5星)	 终于看完了，不知道怎么开始感伤了。            
(4星)	 终于大结局了，想想当初看到第一季惊若天人的感觉，不知是自己的要求更苛刻，还是导演确实江郎才尽，总之感觉平平。幕后黑手一个接一个，让人有看七龙珠的感觉，看最后结局的感觉是导演不想再继续，也好，不需要我再强迫自己等待了。            
(5星)	 美剧启蒙作            
(4星)	 还行啦。虽然觉得编剧太扯淡了~            
(4星)	 总算圆满了了            
(5星)	 四年了。            
(4星)	 It&#39;s been an educationIt&#39;s been a friendshipIt&#39;s been amazing            
(4星)	 可算完了            
(3星)	 可算完了            
(4星)	 good ending,finally all fall into peace. being smart can be really painful...            
(4星)	 真的就死掉了            
(4星)	 陪伴我们4年的越狱 今天终于在《Lay it Down Slow》忧伤的旋律下结束了 虽然后面拍的很离谱 但想起这四年的时光 还是免不了有些伤感……       17.05.2009 圣彼得堡            
(4星)	 我会一直怀念这部剧，一直……            
(5星)	 总算结束了            
(4星)	 大结局，4年的时间，给个4星吧。            
(3星)	 终于完结了。。。小胖，你竟然死了            
(5星)	 最后一季            
(NA)	 总算完结了。。这下踏实了            
(5星)	 为我的坚持打五星            
(5星)	 从06年年底开始看，到今天终于看完了。            
(4星)	 Mahone!!            
(3星)	 惯性的强大            
(5星)	 越狱 第四季            
(4星)	 第四季  20集  有点让我郁闷。。。            
(NA)	 快快更新！            
(5星)	 胖子不要再胖下去了……我会受不了的……            
(4星)	 没有谣言中那么越来越不好看吧~            
(NA)	 象擦污一样的擦的时候很爽擦完就冲掉了            
(3星)	 有点审美疲劳了～是我的问题，还是片中的问题？            
(4星)	 大四到毕业到研究生的见证            
(4星)	 虽成鸡肋，但结尾几分钟还是够味道。该剧更大的意义在于其代表了我们的一个生活阶段。            
(3星)	 有点那个啥，审美疲劳了            
(NA)	 一直在追~ 等的心痒痒~不过就快大结局了~ 结局以后我还能看什么捏~ 多半很失落            
(NA)	 8.7分！            
(5星)	 喜欢看啊             
(NA)	 迈克那样的聪明、执着、善良，他是每个女孩心目中白马王子的化身，也是每个男生镜子中的自己……            
(4星)	 从第一集到最后一集，用了几年的时间，这其中我们和男主角一起过上了越狱的生活，智慧的他每一次都创造着惊人的奇迹，化险为夷，可惜的是最后还是提前归西了。这个结果恐怕是观众最不愿意接受的，可确是影视剧比较适合的结果。越狱完了，但陪伴我们的精神将一直存在。            
(2星)	 编剧大人们赶紧扯蛋扯完吧。            
(3星)	 终于完结了，结局比较草率，不过再弄来弄去也没意思了。            
(2星)	 比起之前的，这季太差了            
(NA)	 麦克哥哥我在啊。。。            
(4星)	 水准又回来一些，虽然扯地离谱            
(NA)	 四年大学就交代在他上面了。。。            
(4星)	 终于完结了~            
(4星)	 结尾不太喜欢            
(3星)	 已经追到第四季了但是还是感觉第一季最好             
(4星)	 小温啊~你都没有过上好日子就……            
(5星)	 结尾好破，我家michael居然死了            
(3星)	 接触的第一部美剧，拖了这么久~竟然结局了            
(NA)	 我坚持看到419，不容易啊。            
(1星)	 越来越不靠谱            
(5星)	 结束了，一切都结束了连着我的大学也结束了···            
(4星)	 感觉PB这个坑终于在金融危机中赶紧收场了=-=...            
(3星)	 事情的发生是不可预见，但可以解决。            
(3星)	 19            
(4星)	 finally...            
(4星)	 大结局让我郁闷了好久...            
(NA)	 只求您赶快完结……我好给自己一个交代……            
(4星)	 结局仓促得让人愤怒            
(4星)	 pb有幸成爲本小姐這輩子第一部完整看完滴美劇            
(NA)	 从2006跟到现在，4月17日再次回归。已经有些鸡肋了，还好整个剧集在本季结束。            
(4星)	 缺少了刚开始看那种吸引人的情节，情节俗套，结局太突然太完美，匆匆收尾也不能对它寄予厚望了。            
(3星)	 快结束吧...            
(5星)	 Bye PB,bye Michael~            
(5星)	 直追第一季水准。            
(5星)	 精彩的剧情,令人向往却又敬畏            
(4星)	 没坚持下来~            
(3星)	 刚看完17集。            
(4星)	 太慢勒            
(5星)	 很心痛的结局~但是也很美好            
(4星)	 结局            
(4星)	 终于结束了。            
(3星)	 我只希望它快点演完！！            
(5星)	 终于完结了这个剧集，陪伴我度过了这么多岁月，我想很难再有其他美剧能如此轰动，能如此令我向往，它引领了一代人对美剧的热情，这其中就有我，以后有机会一定要好好从头到尾 一气看完，有很多值得我去再亲品位的东西在里面！！            
(NA)	 你终于停手了。。            
(3星)	 我最爱的美剧            
(4星)	 悲伤的大团圆结局了，最喜欢人物排行榜：1迈克，2Kellerman,3苏克，4马洪。            
(5星)	 一部在中国红得出奇的电视剧，虽然在美国的收视率不高，但我大部分中国人一样，非常钟爱这部剧集，经常会感叹为什么中国人拍不出这么优秀的电视剧了？第一季最为精彩。听说这季就要大结局了，追了几年，就这样结束了，真是还有些不舍啊。            
(NA)	 一个天才，无所不能，总能够完成看似不可能的事。情节波动疯狂，很容易引人置身其中，同时也让人领悟到知识的伟大            
(3星)	 totally freak me out            
(4星)	 竟然完结了，结局很凄婉            
(5星)	 米勒             
(5星)	 依然惊心动魄，依然是迈克的fans~~很清晰的画面，很酷的人物，每一集都让我激情澎湃、、、只是最后迈克真的越来越肥、            
(NA)	 啊..            
(5星)	 最后一幕实在是温馨的。。。            
(4星)	 再别拍了 再拍就烂掉了            
(3星)	 烂尾也要追            
(4星)	 终于结局了.可惜导演杀死了他.......            
(5星)	 快点结束吧……            
(5星)	 死了就值得怀念了。。。。            
(2星)	 没看完 不看了            
(4星)	 越来越不吸引我            
(5星)	 因为它，爱上美剧。。。            
(5星)	 结局让我很纠结...            
(3星)	 第一季真给吸引了,可到了三季,扯得太远了.看来命题作文真难做.            
(5星)	 超级好看，力荐！            
(5星)	 精彩的华章。。            
(4星)	 从一到四，追的好累！            
(3星)	 剧情兜兜转转，时烂时好，纠结啊            
(4星)	 又是一个下午 周一 没有你的空间 想着你 终于看完《越狱》了 全剧终 总感觉这样结束似乎太简单了点 看完了没有删 留给你看 我爱你            
(4星)	 开始有点扯了            
(2星)	 看了1集就没兴趣了..这还是连我妈都爱看的越狱吗？            
(NA)	 好喜欢米勒哦            
(3星)	 finally            
(5星)	 经典！            
(4星)	 有点没完没了了            
(NA)	 从第一到第四季。从没怀疑过麦克的能力。他总能化险为夷。但是最后他到底死了没有。还是不知道。什么时候出17集咯。总得有个结果吧，编剧啊。            
(3星)	 编剧同志竟在很长一段时间内忘了让Scofield流鼻血了，所以，在告诉我们他最终死了之前特意提醒了我们一下，实在是“高”。            
(NA)	 heartbeat            
(3星)	 从1到4季我都喜欢，不像别人说的越来越不好看啊。            
(NA)	 一发不可收拾            
(5星)	 不同于常人的看片顺序，是看完后两季才补的功课，还是前两季更好看，如果拍到第五季会一如既往的看下去，曾经是是我做家务的精神支柱            
(NA)	 看了一两集就不想看下去了，想当年第一二季我是很痴迷啊            
(5星)	 ``从第一季看到现在`虽然剧情很长`有部分做得非常枯燥无味``不过还是一部经典巨作            
(4星)	 狂爱Alexander Mahone!还没看完，隔了很长一段时间后，发现没有那么狂热了。            
(NA)	 越来越不好看~~            
(4星)	 我想看结局。。            
(4星)	 well,sara,,,you&#39;re the best!!!            
(4星)	 第四季的前10集都觉得很好看，后来编剧就越来越扯，这已经是最后一季了，真不知道他们想怎么收场。ps：小麦越来越胖，不帅鸟。            
(3星)	 赶紧出来看完得了 拖拖拉拉倒胃口            
(5星)	 空降一位联合国黑人大天使，救赎了所有人，将军乖乖的做了电椅，恋童癖服役，媳妇推到了婆婆-_-\\主角还是死于脑溢血，特工马果然和黑妹cp，其余主角都是乐呵呵的大结局            
(5星)	 什么时候更新啊……            
(5星)	 一直在看···            
(4星)	 第四季变好看            
(3星)	 拖太久了吧。。            
