http://movie.douban.com/subject/2085721/	小龙人
(NA)	 小时候看的，现在看不进去了，也许            
(5星)	 这么多年每年都见西游记重播就没见着小龙人 剧情已模糊不清 只记得有个神奇的小孩叫小龙人..            
(4星)	 小时候特别喜欢            
(NA)	 童年的暑假            
(5星)	 童年的记忆，赞            
(NA)	 天哪，经典            
(NA)	 小时候的记忆！            
(5星)	 正在重看一遍            
(4星)	 怀念&amp;音乐+1            
(5星)	 分明是很悲伤的故事  小龙人最后还是没有找到妈妈吗  难道是要告诉小朋友 结果不是最重要的吗？那么小怎会明白呢  好奇编剧的意图            
(5星)	 童年夏日午后最好的回忆。            
(4星)	 童年啊            
(5星)	 很多人都难忘的小龙人头上有犄角 身后有尾巴我有一个小秘密 就不告诉你            
(5星)	 小时候的保姆哦~~            
(4星)	 呵呵，印象模糊了            
(5星)	 O(∩_∩)O            
(4星)	 哇！！小时候超爱看啊            
(5星)	 看过的孩子都会给五个星的吧,那是伴随着童年的,也是童年遗憾的,            
(5星)	 D            
(4星)	 童年时的财富            
(NA)	 童年所有的欢乐和辛酸泪水都伴着小龙人的寻母踪迹走来，迷上的不仅仅是那种仙境，更多是故事里的人情。            
(NA)	 我有许多小秘密 就不告诉你就不告诉你            
(5星)	 哇塞。。。儿时小伙伴们的秘密            
(5星)	 我头上有只脚 我身后有尾巴            
(NA)	 这个就犀利了  貌似当年是个人都在看这个 但是我好像只记得片头曲了            
(5星)	 小时候记忆最深刻的电视剧~~            
(5星)	 我是一只小青龙，我有一个小秘密。。小龙人找妈妈的故事            
(5星)	 回忆            
(4星)	 哦。小龙人。。。老田。。。我永远记得你。。那稚嫩的模样啊            
(NA)	 就不告诉你,就不告诉你            
(5星)	 就不告诉你 就不告诉你 就不告诉你            
(4星)	 這部蔡蔡也和我一起看完的電視劇……            
(5星)	 我估计我现在看想吐了吧            
(3星)	 不知道爲什麽，回憶中總是會留下點不可言狀的陌生感。            
(4星)	 ……那么大条尾巴想藏哪啊            
(4星)	 哈哈            
(NA)	 真的很久了。。。            
(5星)	 看过n遍            
(5星)	 就不告诉你~就不告诉你~            
(NA)	 跟着哭跟着笑80年代的群体记忆            
(4星)	 主题曲很好听            
(5星)	 現在看一定非常簡陋 但是小時候可是覺得非常神奇 魔幻兒童劇            
(5星)	 童年的回忆            
(5星)	 童年！            
(5星)	 妈妈呀妈妈。            
(4星)	 曾经非常喜欢            
(4星)	 头上长犄角的孩子，有个鹦鹉嘴的奶奶            
(3星)	 到现在还感兴趣的是鹦鹉喝的那乐百氏还是什么的东西。            
(4星)	 突然怀念它了。            
(NA)	 我有很多的小秘密我就不告诉你。。            
(5星)	 被某人污蔑成小时候戴眼镜的元凶            
(4星)	 童年的经典　喜欢歌　喜欢几个小朋友还有鹦鹉奶奶            
(5星)	 小時候就愛追這部。很好。            
(4星)	 其实没有任何印象的。            
(4星)	 大地和天空就是小龙人的妈妈            
(4星)	 我头上有犄角，我身后有尾巴，谁也不知道我有多少个秘密。            
(4星)	 anyway、我只记得剧情是找妈妈。            
(4星)	 小时候真的觉得很好看，可前两天在电视上看了一下，很2``````不过，它永远都是童年的经典！            
(5星)	 儿时的记忆啊，呵呵，真是怀念            
(3星)	 那首歌怎么唱来着。。。我是一个小龙人小龙人。。            
(5星)	 童年的记忆            
(5星)	 我小时候长的像奇奇的:..(            
(5星)	 它是我看过的最早的穿越故事            
(4星)	 遥远的童年往事            
(4星)	 儿时的经典啊            
(5星)	 我有一个小秘密小秘密~就不告诉你~            
(5星)	 vvery nice            
(3星)	 小时候 很怕里面出现的鹦鹉朋友！！！            
(NA)	 就不告诉你……            
(5星)	 我是一个小龙人小龙人～            
(NA)	 小龙人 找妈妈            
(NA)	 想知道结局，忘记了            
(5星)	 虾米时候来复习            
(4星)	 好不好都忘了，不过小时候觉得挺好            
(4星)	 我是一个小龙人，小龙人，我有很多小秘密，小秘密            
(5星)	 最爱            
(5星)	 记得很喜欢看 可惜现在网上找不全了            
(NA)	 儿时美丽的回忆            
(3星)	 就不告诉你，就不告诉你，就~~~不告诉你~~~            
(4星)	 我不知道我从哪里来，也不知道我在哪里生            
(5星)	 很怀念~~超喜欢主题曲~~现在也经常听~~哈哈~~            
(5星)	 八零后的估计都看过吧            
(NA)	  我吼！我的最爱！            
(5星)	 于我，是一段不忍毁坏的纪念            
(5星)	 小时候除了吃就是这了            
(5星)	 童年经典啊。。。            
(4星)	 怀念啊            
(3星)	 关于童年的记忆，不必言语            
(5星)	 我是一只小青龙！我有许多小秘密！            
(5星)	 儿时的回忆，永远忘不掉呵呵            
(NA)	 有些东西只适合怀念...记得有一阵宝珠跟我说很想看这部剧，我说你最好别看，以我重看东爱未果的经验来说，现在再看一遍一般看不下去，后来过了半个小时，她MSN上敲我说：果然...            
(NA)	 似乎好像完全没有印象了。但是            
(5星)	 很小时候看的！            
(4星)	 我最拿手的就是小龙人之歌···            
(4星)	 笑……俺当年很萌那小鬼呢……            
(NA)	 就算只是片段            
(NA)	 呵呵，亲切啊            
(NA)	 记不清楚了            
(NA)	 依稀记得            
(NA)	 怀念那个年代            
(4星)	 童年啊童年            
(4星)	 哎 我妈打着我去弹琴 但我就是想看小龙人            
(NA)	 童年的回忆~            
(5星)	 细节都忘了            
(NA)	 到现在还会唱那首歌。『就不告诉你，就不告诉你，就不告诉你～』            
(NA)	 都记不得了。他到底找到妈妈没哦。            
(NA)	 哇！哇！            
(4星)	 大学的时候大家还会一起唱它的主题曲呢，呵呵，怀念            
(5星)	 有一集小龙人找错了妈妈 那个伤心  我坐在爷爷家的床边 哭的天昏地暗啊            
(4星)	 我有一个小秘密，就不告诉你~~~            
(3星)	 她好像一直没找到妈妈 看得很闷啊当时～～～            
(NA)	 我有一个小秘密             
(5星)	 这种占了童年回忆的片子，我很难客观            
(5星)	 柳田姐姐~~o(∩_∩)o...            
(5星)	 最后龙人去雪山找妈妈，再配上音乐，小时候哭得稀里哗啦            
(5星)	 小时候超级喜欢这个片子。            
(5星)	 童年的美好记忆            
(5星)	 其实已经忘得差不多了，但我就是知道自己喜欢沙漠里的那个白衣女子。（*@ο@*）             
(3星)	 很久的拉            
(4星)	 童年经典记忆            
(4星)	 现在只记得那首歌了            
(5星)	 好经典的儿童片啊，很喜欢里面的音乐，当时总是被感动的哭，也不知道为什么哭了。            
(5星)	 经典啊            
(5星)	 1992            
(4星)	 最近还买了张盘 发现童年的是因为回不去才美好            
(NA)	 头上有犄角 犄角~            
(4星)	 没多少人记得了            
(5星)	 我们这一代人每回聊到都会兴奋不已的怀念            
(NA)	 哇 豆瓣竟然有资料小时很喜欢呀~好幼稚现在的小孩子应该很鄙视吧            
(4星)	 一部主题曲和造型都很诡异很汗，但让人印象很深刻的儿童片……            
(5星)	 感动...            
(4星)	 什么都不记得了``再来一遍?            
(3星)	 小时候            
(4星)	 妈妈！！！！！！！！！！就不告诉你            
(NA)	 最后终于变成了人，最后终于找到了妈妈            
(NA)	 那是整个童年的记忆            
(4星)	 “我有一个小秘密，小秘密，小秘密……就不告诉你，就不告诉你，就不告诉你！”瞧，这就是她的KEY WORDS.            
(NA)	 我女朋友说我头上有犄角，有时候就喊我小龙人，哈哈            
(5星)	 满满的童年记忆            
(4星)	 怀旧，没别的            
(4星)	 小時候            
(5星)	 童年啊～好怀念            
(4星)	 我头上有犄角犄角~~~            
(4星)	 不懂结局            
(4星)	 现在看很幼稚，但是怀念！            
(5星)	 美好的童年回忆            
(5星)	 小时候超爱看            
(NA)	 应该说是电视剧吧？            
(4星)	 喜欢            
(NA)	 呃……            
(4星)	 忘却的记忆            
(4星)	 不会有谁没看过的            
(5星)	 小时候看都时候觉得满伤心，，呵呵，08暑假再看时听到主题曲居然又哭了·····好喜欢            
(5星)	 这部电视剧应该是我童年的时候 看过的最好的一部了。            
(NA)	 wo shi yi tiao xiao qing long            
(5星)	 只看过一点，印象不深了            
(5星)	 每个80年代的人的童年美好回忆，它和美猴王，白娘子都印在我们脑海里头了            
(4星)	 很久很久以前看的，不怎么记得清楚了            
(4星)	 小时候那会忒爱看这神奇的小龙人            
(3星)	 有人说我小时候长得很像小龙人的            
(3星)	 记得小时候片头曲和片尾曲都会唱的，上小学的时候还在全班面前连动作（就是犄角尾巴什么的）连演唱过...现在只记得那第一句怎么唱了。还有小龙人的情节...只记得结局，满身是血的小龙人在雪地上向他的妈妈爬去..小时候是看不懂这个的。            
(4星)	 我是一个小龙人，小龙人，小龙人我有很多小秘密，小秘密，小秘密就不告诉你～就不告诉你～就不～告诉～你～～～            
(4星)	 其實我們很小就開始看穿越了……            
(NA)	 小孩长大都变了            
(4星)	 头上长犄角，背后有尾巴，哈            
(NA)	 啥都不记得了。。。除了那首 我有许多小秘密。。。            
(5星)	 怀念小时候            
(NA)	 我头上也想长一对角            
(5星)	 纯属童年记忆            
(NA)	 好久远的电影了            
(5星)	 我记得小时候看到哭到不行            
(5星)	 熟悉的旋律再次回响在耳边，心中倍感温暖！            
(NA)	 童年啊             
(5星)	 我有许多小秘密，小秘密，小秘密，就不告诉你，就不告诉你，就不告诉你……            
(3星)	 有些画面依旧记得            
(5星)	 我是一个小龙人 小龙人             
(4星)	 我是一个小龙人            
(NA)	 好早的片子咯哟~            
(NA)	 我无法给我的童年一个评价            
(NA)	 看到这部电影让我想起我的童年....            
(4星)	 哇,童年的回忆...            
(4星)	 很小的时候看的电视剧，剧情基本忘光了。            
(2星)	 小时候我（大家）最爱看的，但是大部分都忘记了，总想再重温一下童年，可是已经没有小时候的欣喜...长大了...童年就是童年，不可能重来。。。            
(4星)	 BS我吧，我还真相信过小龙人的故事是真的……囧            
(NA)	 我那时为我也属龙而感到骄傲            
(4星)	 曾经为他流了很多眼泪阿            
(NA)	 非常深刻的童年记忆。            
(5星)	 时间总是定格在那些画面 那些声音 那些味道...因为那是我们的童年            
(5星)	 我很怀念那段时光。            
(NA)	 就不告诉你~            
(3星)	 呵呵，好老的电视剧咯。            
(3星)	 童年啊 但是为什么我总觉得我没看完 至今不知道结局是什么            
(4星)	 ……会不会太成人了？小时候的心里承受不住……            
(4星)	 宿舍某深夜竟然灰常流利滴演唱了主题曲，，震惊了~~            
(5星)	 小时候只留下一个淡淡的印象，歌却记忆深刻，大一又重新看了一次。            
(4星)	 当年看的那叫一个上瘾啊            
(NA)	 天上有无数颗星星，那颗最小的就是我。。。是这么唱的吧 ？            
(NA)	 mom says she looks like little dingding            
(5星)	 大爱            
(4星)	 我头上有支角…            
(NA)	 故事情节全忘了！但《小龙人》，就是那快乐的童年。            
(NA)	 以前一朋友小时候吃小龙人护齿糖，结果把牙给粘掉了~            
(NA)	 陪伴一个暑假的小龙人            
(5星)	 你童年完整吗？            
(NA)	 看过的时间太久了，不过现在还记得其中的片段和音乐            
(4星)	 快记不清了            
(5星)	 我是小龙人~~为了寻找妈妈我不怕~            
(3星)	 我到现在都不知道小龙人儿他妈到底是谁···还有小龙人是男的女的？            
(5星)	 这个就是童年            
(5星)	 因为是童年的最爱。            
(4星)	 就不告诉你，就不告诉你，就不告诉你~啊哦，估计很多人都会用这个做简评……            
(5星)	 我跟小龙人长得很像            
(5星)	 翠翠婆婆            
(NA)	 还记得主题歌怎么唱呢。我头上有犄角，我身后有尾巴，谁都不知道，我有多少的秘密。            
(NA)	 幼儿园小朋友的思维应用的很好            
(5星)	 记得很多画面~~~一直在唱主题曲……从未停止！            
(5星)	 那首歌好            
(5星)	 我只能说太有想象力，偶像编剧，怎么那么了解小孩子的世界呢！神人啊~~~            
(NA)	 最深的回忆。。。            
(NA)	 就不告诉你~~就不告诉你~就不告诉你            
(5星)	 哈哈哈哈，我现在还会唱这个歌的~~~            
(NA)	 很喜欢~童年的记忆            
(3星)	 小时候看的呀            
(5星)	 我有一个小秘密            
(4星)	 小时候的我 长得很像            
(4星)	 回忆起来心里酸酸的很不是滋味，结局为什么不是小龙人找到了妈妈。。。            
(3星)	 初步多要忘记了，很小的时候看的            
(5星)	 。。。现在看起来真2            
(4星)	 在露露家的集体回忆~~那时觉得很恐怖D~~又悲壮            
(4星)	 头上有犄角，身后有尾巴。            
(NA)	 我们童年的美好回忆            
(NA)	 小时候看过，但是现在已经不记得了，            
(3星)	 近乎忘记            
(5星)	 一直都想知道小龙人最后有没有找到妈妈~喜欢那首歌~            
(5星)	 我有许多的秘密~就不告诉你~            
(NA)	 小时看过，当时很迷恋看这部剧，很好看啊！现在一直记忆犹新！            
(NA)	 小时候大家都说她像我。。。            
(2星)	 小时候我就不喜欢=。=            
(1星)	 童年的噩梦,小时候就很讨厌的片            
(5星)	 就不告诉你就不告诉你就不告诉你            
(4星)	 常常想，那时候对小龙人的痴迷，到了何种程度，伴随我走过了童年的多少了夜晚？            
(5星)	 鹦鹉婆婆太吓人了            
(NA)	 有些遥远            
(NA)	 说实在的，对这个的剧情已经没印象了，只依稀记得一点片头曲。妈妈总是笑眯眯、幸福荡漾在脸上地说，你小时候长的可像奇奇了。o(∩_∩)o...哈哈，妈妈真是可爱。小时候看这种神秘的东西，自己也觉得很神秘，还自己编故事，想起来真的很好玩儿。童心，还在身体里。我很庆幸。            
(5星)	 最近还在土豆上看来着，物是人非啊            
(NA)	 呵呵  儿时的回忆            
(5星)	 久的都快要忘记了~            
(NA)	 小龙人在阿姨家经常看身上有鳞片的记忆犹新内容却记不详细了            
(3星)	 这扮相——枉费我当年的狂热了            
(NA)	 童年回忆             
(5星)	 不解释            
(5星)	 阿弥陀佛            
(1星)	 挺白的剧……居然还拍了那么多集。而且里面那个小女孩现在在《鲁豫有约》做执行导（调动气氛加端茶倒水）            
(NA)	 童年的记忆头上有犄角~身后有尾巴~许多的秘密 就不告诉你            
(4星)	 怀念童年~            
(3星)	 那个年代~            
(5星)	 童年的期盼之一            
(2星)	 这是部雷片……            
(5星)	 麦圈。。。            
(5星)	 小时候看过的故事 现在只有感觉 却不记得内容了            
(4星)	 我头上长犄角，我身后有尾巴，谁也不知道，我从哪里来。。。            
(5星)	 小时候我头上有犄角我身后有尾巴            
(5星)	 这几个宝贝实在太可爱了，即便多年后今日看，依然全神贯注……            
(5星)	 哦 我的童年呀            
(NA)	 就不告诉你            
(5星)	 小时候最美好的回忆            
(5星)	 HOHO~~80后孩子们儿时的记忆呀~~~话说 我真的记不大清楚具体演什么了，很想再翻出来看看，呃， 主要是好奇……从哪儿还可以翻出来这个电视剧呢？赶明儿找找            
(3星)	 我头上有犄角犄角...            
(4星)	 呃,那时看的我都要帮小龙人找妈妈了~~            
(5星)	 好怀念。。            
(NA)	 呵呵，美好的回忆            
(3星)	 就不告诉你            
(3星)	 回忆童年            
(NA)	 小龙人。小时候没事就会哼那主题曲。。            
(5星)	 20岁。还想再看一下。            
(NA)	 那时候他们都说我很像小龙人。小胖还说很像很像。            
(NA)	 我有一个小秘密。。小秘密。。儿时的回忆。。找个妈妈好难啊。。            
(4星)	 最后也不知道有没有找到妈妈。。记忆模糊了。。。。            
(NA)	 童年的回忆            
(3星)	 找也找不到。烦死了            
(5星)	 头上有犄角 身后有尾巴。。。            
(NA)	 哇，小时候超喜欢的啊。现在还会唱那首歌！            
(5星)	 儿时经典            
(NA)	 小时候好喜欢看，不过貌似还不知结局            
(4星)	 呃...我还去找过东海...跟几个小伙伴妄想走到东海.小时候的我,其实很爱幻想.我头上有犄角，我身后有尾巴,我有许多小秘密,小秘密,就不告诉你,就~不~告诉~你~~            
(5星)	 感动...小时最喜欢看的````            
(4星)	 又一部儿时经典。            
(5星)	 我靠，我头上有犄角，我就不告诉你            
(4星)	 无论现在科技水平多么发达,电视剧画面怎么个美法,给它4星,是对我童年时的感觉的诚实的评定,我当时应该是做到了一集不落了吧!            
(NA)	 怀念逝去的那些日子。            
(5星)	 不知道，80年代的儿童剧到现在还受不受欢迎...很多很多。人们说3岁一代沟。真的希望那么多有些的东西能一代一代传下去...            
(5星)	 不过小龙人长大之后就不可爱了            
(4星)	 小时候很喜欢。。。            
(4星)	 大多数都没印象了。。但是记得小龙人去帮小朋友吃棒冰。。。帮吃。。。            
(4星)	 就就不告诉你 就不告诉你 就不告诉你~            
(2星)	 小时候讨厌悲剧            
(4星)	 內地            
(4星)	 童年的记忆            
(NA)	 回忆            
(3星)	 不知道有没有找到妈妈            
(4星)	 童年记忆            
(5星)	 没有锈斑的童年            
(NA)	 我头上有只角，我身后有尾巴，谁也不知道，我有多少秘密？我头上有只角，我身后有尾巴，谁也不知道，我有多少秘密。我是一条小青龙（小青龙，小青龙）我有许多小秘密（小秘密，小秘密）我是一条小青龙（小青龙，小青龙）我有许多小秘密（小秘密，小秘密）我有许多的秘密，就不告诉你就不告诉你就不告诉你            
(NA)	 就不告诉你~就不告诉你~~就不~~告诉你~~            
(5星)	 都忘得差不多了            
(4星)	 我们的小龙人 forever            
(NA)	 我的童年啊！            
(4星)	 我的童年            
(5星)	 让我想起了童年，还有什么好说的呢，主题曲啊，现在还记得呢            
(4星)	 天上有/无数颗星星/那个最小的/就是我……            
(NA)	 故事里的事 贼好看            
(NA)	 很刺激的呀~~现在这帮人应该跟我差不多大了            
(5星)	 哎呀呀，我是是一只小青龙我有许多小秘密，就不告诉你~~~            
(3星)	 我头上有犄角 我身后有尾巴 谁也不知道 我有多少秘密～            
(NA)	 里面还有一只翠翠婆婆            
(NA)	 童年里美好的回忆            
(NA)	 永远是个秘密            
(NA)	 小时侯看过无数遍，每次把眼睛放在鼻梁上，都会说，我是翠翠婆婆！            
(5星)	 小时候的糖果，作业本，书包等等，上面都有过小龙人的贴画。            
(3星)	 我头上有犄角            
(5星)	 到现在还记得这部电视剧的主题歌            
(5星)	 小时候大爱阿~谜一样的故事            
(4星)	 到最后我也不知道他妈是谁            
(5星)	 小时候的最爱，小龙人找妈妈的故事，当时才几岁就着黑白电视看。第一次知道难过和伤心的滋味，这种滋味现在还有，可以说是刻骨铭心的感受。以前就在想现在还能不能找到童年的记忆，今天偶然翻到，好好珍藏。            
(3星)	 都快不记得了~            
(3星)	 居然找到这个……绝对是无敌的            
(4星)	 童年啊            
(5星)	 小学暑假的必看电视剧！            
(5星)	 麦圈和泡泡糖。            
(NA)	 真的很愛 到現在還完完整整的看了一遍！            
(5星)	 重看            
(4星)	 特攒眼泪纯洁恐怖片            
(NA)	 小时候的最爱之一            
(4星)	 小时候看还有点怕怕的            
(NA)	 呃 那么久远的 就记得找妈妈了==            
(4星)	 天 这个都有 又是小时候的记忆！            
(5星)	 童年的回忆            
(NA)	 看的时候太小　记不太清            
(NA)	 小时候常常会唱那首歌 不过妈妈老会说我唱错了            
(NA)	 啊 童年            
(NA)	 这个。。。小时候的经典            
(NA)	 我头上有犄角，我身后有尾巴，谁也不知道，我有多少秘密……我有许多的秘密，就不告诉你，就不告诉你，就不告诉你……            
(5星)	 小学时候假期必看,现在还会唱呢~~哈哈            
(NA)	 小时候天天追着看的。            
(4星)	 当年好像很喜欢            
(NA)	 “要化了我帮你吃！！！”~~（原来跟人要冰淇淋吃可以这样的啊！！！~~绝！！！~~~）            
(3星)	 就不告诉你 就不告诉你 就不告诉你            
(5星)	 不记得什么情节了，只是觉得那时候我们都小            
(5星)	 童年记忆加分。            
(5星)	 不说什么了，看过不止一遍了            
(5星)	 就不告诉你... 就不告诉你...            
(NA)	 就不告诉你，就不告诉你...            
(NA)	 好怀念            
(NA)	 就不告诉你，            
(5星)	 找妈妈的孩子            
(5星)	 找妈妈。小时候跟助哥一起看的。            
(3星)	 小龙人             
(5星)	 哈哈，小龙人伴随成长            
(NA)	 这叫童年啊~~~~~            
(NA)	 80s&#39;回忆   珍爱  怀念            
(4星)	 童年时的经典，记得当初为了看这个还跟争着要看球的堂哥吵得不行，哈哈            
(NA)	 好小的時候看的，忘記差不多啦 只知道小龍人到處找媽媽，結果到底找到沒有，忘記了。。            
(5星)	 小时候没上学那会儿的经典···            
(4星)	 就爱那首主题歌~~            
(5星)	 大陆拍得最好的儿童片            
(NA)	 找妈妈            
(NA)	 哈哈 就不告诉你 就不告诉你            
(4星)	 来到这里，看到很多影评，和这些家伙真的有很多共鸣，如果没错的话，他们和我成长在同一个年代.绝对没有记错，3年级前看的这部电视剧，情景如下：一张铺着凉席的单人床上有妈妈还有几个院子里面的小伙伴在招呼我，快，要演了，然后是片头曲....那是我们家在郴州的第一个住处，那时我还是同父母睡在一个房间里面的胆小的家伙，多么遥远而又真实的回忆。            
(NA)	 这个相当不错            
(1星)	 ok~我小时候被这部片子吓死了~很多妖怪唉唉~偶比较胆小            
(4星)	 实在记不住多少了……            
(3星)	 我头上有犄角 我身后有尾巴~....            
(5星)	 那时看很感动            
(5星)	 哇哈哈.            
(5星)	 不知道还有没有机会看到这么经典的了……            
(4星)	 童年啊童年，离我远去鸟            
(4星)	 儿时的记忆。那时很喜欢这种片子。            
(5星)	 小时候的记忆～            
(5星)	 80后钟爱之作，至今还记得那首歌是怎么唱~头上长犄角犄角……呵呵            
(5星)	 童年啊。。。说实话剧情都忘完了            
(5星)	 啊……居然有这部片子 555眼泪哗哗哗 小时候每天守在电视机前必看的 怀念S了...             
(4星)	 我有许多小秘密……就不告诉你，就不告诉你，就不告诉你……不知道为什么，就是喜欢把这两首歌合在一起唱！～            
(NA)	 据说主题曲的演唱者是我们学校的...表姐还跟她父母一起吃过饭...            
(5星)	 哈哈            
(NA)	 小时候看的            
(NA)	 我喜欢的儿童电视剧            
(5星)	 当年每天必看 = =            
(5星)	 貌似小时候超喜欢，现在完全忘了剧情了            
(5星)	 ８０后的人有谁没看过呢            
(4星)	 都忘的快差不多了 = =            
(NA)	 想起小时候            
(3星)	 我跟我爸说：要是我这次考上了，你要带我去北京看陈嘉男！大老龟那一段太雷了，还有插曲，受不鸟了……            
(5星)	 我的小时候            
(NA)	 童年            
(5星)	 去年冬天有段时间疯狂地想看            
(NA)	 那首歌现在还在哼哼呢。。哈哈。。小时候的经典电视。。都看哭了。。。            
(4星)	 歌是卡农的吧            
(5星)	 童年回忆~            
(NA)	 童年的记忆,就不告诉你,就不告诉你,就部告诉你!            
(5星)	 好喜欢小龙人啊            
(5星)	 那时候我以为是真的，我也以为自己是小龙人            
(NA)	 我头上有犄角，我身上有尾巴。。。童年和童话的回忆            
(3星)	 小时候我一直觉得这是恐怖片            
(4星)	 没妈妈真可怜            
(5星)	 当时放的时候应该是暑假吧，天天守着看啊。还有现在还能唱的主题歌。我头上有只角，我身后有尾巴......             
(4星)	 小时候的美好回忆，好想也有这么一群伙伴陪我成长            
(NA)	 在寝室教同学大唱 我有一个小秘密小秘密            
(5星)	 就不告诉你，就不告诉你！            
(NA)	 记得当时很哈这部剧            
(NA)	 奇怪了，这部之后再也没看到过好看的儿童剧了            
(NA)	 最后那样就算找着了？不能接受啊！脸都没露吧？            
(NA)	 ^-----^            
(NA)	 我就不告诉你 就不告诉你 就不告诉你            
(NA)	 最早的童年记忆,儿时的我最喜欢这个!现在不知道再看会怎么样!            
(5星)	 大爱啊，熟悉的主题曲，那些小孩和翠翠婆婆，帮着小龙人找妈妈。那个时候整天为着找不到妈妈揪心！            
(NA)	 我童年最美的回忆之一            
(NA)	 这不是动画片吧            
(4星)	 就不告诉你，就不告诉你，就不~~~告诉你            
(5星)	None
(NA)	 小时侯暑假必备            
(NA)	 就不告诉你，就不告诉你，就不告诉你~！哼哼            
(4星)	 其實我已經記不清了~~誰還記得 神奇的小貝兒            
(4星)	 主题歌能气死个人，就不告诉你            
(NA)	 你太具代表力了            
(4星)	 伤心初体验            
(5星)	 经典呐。经典。            
(NA)	 就不告诉你，就不告诉你，就不告诉你。会唱的跟着唱吧哈哈。            
(NA)	 突然怀念 小时侯            
(NA)	 纪念不知愁的童年            
(5星)	 小时候特爱看的!            
(4星)	 头上有只角            
(4星)	 就记得小龙人有尾巴就不告诉你，就不告诉你            
(NA)	 = =.好吧,当年追过.            
(5星)	 我的童年            
(3星)	 好小的时候看的电视剧，都不记得了            
(NA)	 hohoho，我有许多的秘密，就不告诉你，就不告诉你，就不告诉你            
(3星)	 就不告诉你就不告诉你就不告诉你。。            
(NA)	 我头上有犄角。犄角            
(NA)	 正在看胖胖的贝贝  可爱的琦琦 说话声音特别嗲～～还有懂事的大哥哥宝宝，不知道现在他们都怎么样了？？？还有我们的主人公小龙人，还有他的妈妈们。。。。都是那么的让人怀念  经典，绝对的儿时经典            
(5星)	 我的童年＝）            
(4星)	 小时候很喜欢。但是那个时候就觉得很虐了~            
(5星)	 呵呵，童年都这样过吧。来个人，把我带走吧，我不是这里的。            
(4星)	 很好，童年的回忆            
(3星)	 好像是没看到结尾那时候可是人人都看啊现在想想就是太长了为什么一直都没有重播呢            
(5星)	 可爱的片子，小时候很爱看的            
(5星)	 小时候为了这个痴狂啊应该不错吧            
(NA)	 小时候的回忆啊。当年最流行的话：“我不告诉你！！！”            
(NA)	 一直惦记那件隐形衣~            
(NA)	 现在的确觉得不好看，但这是童真的一部分            
(5星)	 呵呵，童年的回忆            
(4星)	 好远啊，都是多少年的事了            
(NA)	 就不告诉你，就不告诉你，就不告诉你            
(3星)	 我囧            
(4星)	 恩。。歌比故事熟悉            
(5星)	 童年的回忆~             
(5星)	 我有一个小秘密就不告诉你            
(NA)	 我头上有犄角，犄角！我身后有尾巴，尾巴！            
(NA)	 哈。经典            
(NA)	 啊，我就不告訴你就不告訴你，就不-告訴你！            
(3星)	 小时候看的，胆小，还不敢看小龙人来着            
(5星)	 我是一条小青龙。。            
(NA)	 80后的共同记忆            
(3星)	 啊。好像是看过的啊~            
(5星)	 小时侯所喜欢的，长大后一直在找呢，很怀念啊            
(5星)	 我的回忆  我的童年            
(NA)	 儿时的最爱            
(4星)	 小时候着实被这个片子吓着了 可怕的小龙人 尤其可怕的鹦鹉奶奶  不可思议            
(4星)	 我的小时候  我有一条小青龙            
(NA)	 很怀念看这部电视剧的岁月            
(5星)	 太经典了~~~            
(NA)	 小时候一去不复返了            
(5星)	 小龙人 童年 电视剧 童年回忆 大陆 经典 中国 突然怀念 小时候 儿童             
(5星)	 我头上有只角 只角 我身XXXX  谁也不知道 我有多少秘密 是不是这样唱的啊。。。好怀念啊 好想再看一遍啊~！            
(5星)	 啊,多早以前的啊,完全不记得了,念在时间久远给5星            
(NA)	 jd            
(5星)	 ………就不告诉你………            
(NA)	 触痛我遥远的记忆呜……            
(NA)	 就不告诉你～～就不告诉你～～就不告诉你你你～～～～            
(NA)	 找妈妈的故事，儿时的回忆            
(NA)	 记忆深刻            
(4星)	 小时候好像唱得最多的就是那句“就不告诉你，就不告诉你，就不——告诉你”，^0^            
(5星)	 小时最难忘            
(4星)	 小时候以为不会长大呢。            
(NA)	 我头上有犄角，身后有尾巴，虽然不知道～            
(4星)	 头上有犄角，身后有尾巴，谁也不知道，我有多少秘密，我是一个小龙人，我有许多小秘密，我有许多的秘密，就不告诉你就不告诉你就不告诉你            
(5星)	 “我头上有犄角，我身后有尾巴……我就不告诉你，就不告诉你，就不告诉你！”“大老龟，我们的大老龟……”            
(5星)	 我非常喜欢            
(5星)	 谁没看过的？            
(NA)	 呵呵 美好的童年            
(NA)	 哈哈哈哈 我头上有犄角~~            
(3星)	 童年            
(5星)	 优秀国产电视剧~可惜很久没看到了~~~            
(5星)	 儿时的美好回忆            
(5星)	 太经典的童年回忆            
(NA)	 其实已经只记得“我头上有犄角”了……            
(5星)	 值得我们回忆的童年．            
(4星)	 囧            
(3星)	 奶糖            
(4星)	 看的第一部科幻的            
(5星)	 它是我的童年            
(5星)	 国产CULT儿童剧            
(NA)	 童年的回忆啊！！！            
(5星)	 我是小龙人...哈哈！            
(4星)	 童年时的深刻记忆            
(NA)	 恐怕是自己最早时期看过，而又忘不掉的电视剧            
(NA)	 我是一条小青龙,小青龙,我有许多的秘密,就不告诉你,就不告诉你,就不告诉你            
(5星)	 小时候。            
(NA)	 小时候挺爱看的            
