http://movie.douban.com/subject/4903593/	万凰之王 萬凰之王
(3星)	 以前看这类港片 从主角的角度看总觉得善恶分明 现在看片觉得坏人不像坏人 好人也不像好人 坏人可以变好人 好人亦可以变坏人 善恶就在一线之间 每个人都有自己的利益 从个人的立场出发做出的事其实都天经地义 人不为己天诛地灭            
(2星)	 坏的太晚了。。大器晚成啊。。小菜子萌~            
(3星)	 弱爆了的剧情，可是为什么我们要看哪！！！            
(4星)	 I love TVB!!            
(NA)	 一部雷剧, 凭什么X2可以包揽TVB和大马的视后阿???谁取的这个别名阿&lt;名侦探伊兰&gt;笑死我了!!!            
(2星)	 不得不说tvb在金枝欲孽之后的清宫剧都有点下坡...宣萱逃不过时光的魔爪，再也不像寻秦记里面那样青春无敌了...不知道为什么，胡杏儿在最后几集里面的表现让我对她有了好感...陈锦鸿演的皇帝真是，把软弱无力演的太出神入化了!天生气质就是这样啊~            
(3星)	 晕菜~这部剧在我心中的地位仅次于《不速之约》了...            
(2星)	 宣萱一把年纪了还要被化成大浓妆,然后叫胡杏儿姐姐,TVB尼玛能不能再雷一点.            
(2星)	 马马虎虎看了几集，确实看不下去，成为第一部被我看到一半直接弃掉的电视剧            
(4星)	 没想到结局是这样的，不觉得太仓促了么！。。。然后杏儿表现不错，可是伦家宣萱也不差啊，为撒么都没入围。。。。大燕国无后了，慕容复做太监啊。。。            
(4星)	 历史的长河，堆积了多少仇恨和感恩……            
(2星)	 每部后宫戏，都有个窝囊皇帝。            
(2星)	 我只是去看宣萱的各种造型的，其余么忽略。            
(2星)	 越雷越有兴趣看，居然看完了            
(3星)	 看到评论写名侦探伊兰，哈哈，确实如此            
(3星)	 “琼楼玉宇万凰栖，只恨半点不由人。”路是自己选的，结果就由自己承担。            
(4星)	 我靠，这个结局太狗血了吧。不过觉得胡杏儿演的很不错啊            
(3星)	 胡杏儿的皇后前期挺强大的，老娘死了以后就一蹶不振，废后以后更是成为全剧第一怨妇，最后和瑞亲王殉情那段怎么看怎么搞笑，瑞亲王这枪开得真是惊天地泣鬼神。。。还有这剧告诉我们，皇帝的老婆，等级越高，嘴唇越红。。。            
(2星)	 还能再傻逼点么？那个传说中的视后呀 演技真不是一般烂            
(3星)	 给个三星吧，毕竟胡杏儿和绵忻感情值得一看。但真的不懂，是古时候女人三从四德观念太重了吗？后来爹妈都死了，干嘛不带二阿哥和绵忻私奔了多好！这部戏里宣萱演的有点糟糕，感觉她还是适合演时装剧。皇帝看着就烦，一副受气包的样子，还签那么多卖国条约，真是值得让万人唾弃！！！            
(2星)	 各种狗血，各种粗制滥造，各种bug但还是要追下去的勾心斗角宫廷剧==！            
(4星)	 很喜欢瑞亲王和胡杏儿            
(1星)	 快进看完了，第一集那个冰雹太雷人了吧            
(3星)	None
(NA)	 城门失火，殃及池鱼，后宫之火亦可殃及朝廷，女人需要拿捏好智慧与情感，虽然结局有些狗血，但是，人非圣贤，孰能无过，希望我能从他人身上找到自己最佳安身立命之所。            
(3星)	 挺扯的，我竟然还看下去了~忽略历史，忽略主人公年纪，忽略各种逻辑错误，再忽略各种tvb。。。其实，这电视剧还可以。。哈哈            
(5星)	 琼楼玉宇万凰楼，只恨半点不由人琼楼玉宇万凰栖，只恨半点不留情看似无情却有情，看似有情却无情。一直都在猜后半句是说谁，皇太后还是绵忻，估不到是伊兰。            
(NA)	 陆陆续续在婷家看过几集...    这是一部狗血剧..==!            
(3星)	 人心真可怕啊啊啊啊啊             
(3星)	 声妓晚景从良,一世烟花无碍;贞妇白头失守,半生清苦俱非——说的就是全凉凉。她的悲剧在于，当了剧中最后一个坏人。看在忻沅的份上多加一颗星。最喜欢瑞亲王抬手接住慎妃戒指的那一幕，好像只要他打一响指，一切都能回到过去。            
(3星)	 这部剧里皇室都是嫂控、人妻控。。。。。。。。。。。。            
(3星)	 都不意思给四星 这么花痴的电视            
(3星)	 这妆容不敢再难看点儿了....            
(2星)	 这是我看过的宣萱最烂的戏了，很多情节都有头无尾。。            
(3星)	 宣萱老了，并且她本来也不适合演古装！            
(3星)	 可吐槽點實在有點多啊 為什麽皇帝找陳錦鴻演啊 完全無帝王之氣。萱萱的角色升爲全妃之後為什麽開始走大濃妝路線啊 親  粉都掉渣了啊。還有所有後宮都稱自己是奴才...絕倒吐血了啊親            
(5星)	 终是悲剧收场~唉            
(3星)	 跟史实差距太大了吧- -，伊兰明明早死的- -，静贵人才晚死啊，而且伊兰一直超级得宠啊。。。            
(3星)	 无语啊。。。演员都太老了吧。。            
(3星)	 最后的最后，萱萱变最坏，胡杏儿没预计的坏，一直不喜欢陈锦鸿            
(3星)	 妈呀，宣萱雷死我了，道光皇帝忒2了！            
(4星)	 秒杀所有内地宫斗戏，不过结局确实有点狗血了            
(NA)	 最后几集亮了 其实剧情神马的编剧都没想搞得太好吧亲！就是最后说的蛮好 要想做万凰之王就要遗世独立 帝王之家都是如此 看个道理看点情感 宣萱最后演得不错            
(NA)	 看完了  宣萱才是整部剧的黑马            
(3星)	 整一个髙处不胜寒啊！没劲••••••            
(1星)	 喜欢皇太后的国语配音，我都入戏了            
(3星)	 最后几集让烂剧大有翻身的苗头，编剧终于可以一会让观众同情曾经的弱者憎恨曾经的强者，一会让观众憎恨现在的强者现在的弱者。            
(4星)	 恭亲王死在静贵人肚纸里了- -            
(2星)	 自从看过TVB把福全整蛊成了反骨仔，我对神马改编和创作都可以坦然接受了。此剧里是个男的就是嫂子控，女的呢……只要得宠就越来越丑，一失宠立马清秀可人起来，造型师肯定跟各位美女有仇呢。            
(3星)	 编剧没用心吧？除了萱萱没有什么吸引~~            
(1星)	 骂了个把子！！！我以后再也不喜欢宣萱了 毒妇            
(2星)	 陈锦鸿你从头到尾到底是个神马样的存在啊 雷剧各种吐槽带点不谈 最后内个假到死热气球是闹哪样啊！！！            
(2星)	 烂死了……也终于看完了……如果不是TVB的，我肯定不会看……宣萱胡杏儿的演技各占一分！            
(3星)	 名侦探伊兰变成凤凰飞走了            
(2星)	 救救我的宫斗剧情结吧 矮油~ 那热气球、大冰雹神马的 真无语            
(3星)	 总算看完了。。。            
(3星)	 权利真的这么吸引人么！！！皇帝丑死了！！！绵忻帅死了！！！            
(4星)	 和妈妈一起看，温馨大过剧情。            
(3星)	 【巴黎欧莱雅式的大浓妆。花残粉退的你值得拥有。。。 】            
(4星)	 名侦探依兰 好哈哈~~~~喜欢瑞王爷~~~沅宛~~            
(2星)	 去死。            
(NA)	 名侦探伊兰：真相只有一个。            
(4星)	 蛇头虎尾的作品，一定要忍过开头几集，妆容么也还算是能接受的，人物性格翻转很厉害，胡杏儿这次的角色比较讨巧，总的来说还算不错。            
(NA)	 怎么给了伊兰这样一个结局呢。            
(NA)	 烂剧啊。。。。            
(5星)	 与其说半点不由人 不如说伊兰错爱了道光 与其说伊兰错爱了道光 不如说 她错信了爱情            
(4星)	 这次绝对不是，虎头蛇尾。            
(2星)	 谁来告诉我为什么这个戏里一票儿贵妃都在自称奴才 ……            
(NA)	 话说里面最悲情的其实是小蔡子嗷嗷嗷～            
(1星)	 那个华丽丽的凤凰妆。。            
(NA)	 编得也太扯了吧！！            
(2星)	 tvb的宮廷戲通常都是越看到後面越狗血            
(4星)	 这部戏今年被吐得很惨，场景和化妆什么的真的一万头草泥马吐槽都不够。但是我觉得剧情倒是可以看看，不要当正史什么的，你要把他看做普通的架空，那就还OK，棉芯和皇后那段奸情还是挺感人的。            
(3星)	 大家好，我是钮钴禄柯南            
(NA)	 我要被名侦探依兰笑死了~哈哈哈 好贴切的名纸~~~最后可真是峰回路转啊~            
(3星)	 结局设计得还不错嘛。。前面剧情单薄了点，有很多包袱不错，就是没展开来            
(3星)	 名侦探依兰 哈哈哈哈哈~~~            
(2星)	 一样的宫庭戏，和金差的太多。            
(3星)	 吸引我的不是剧情，而是后宫那群妞儿的表情，宫斗剧向来出表情queen；场景各种虚假，忍得了83的射雕，忍不了2011还假模假样；陈锦鸿老死都会是各种层面男性耙耳朵的杰出演绎者，俩胡加宣萱自然难比雯女领衔花旦倾巢而出的“金枝欲孽”，不过以老带新也还算有成效；宣萱如伊豆舞女般的唇妆扰我心不停。            
(NA)	 全妃最后变得好坏啊            
(3星)	 噗。。。名侦探伊兰            
(5星)	 太好看了。TVB的剧就是适合我，虽然明知有很多漏洞，还是会被吸引哪怕一天十几个小时的看。宣萱的演技真的是非常不错，善良、狠毒、伤心、痛苦各个表情都很到位。结局还是挺让你唏嘘的，纵然伊兰有错，但是不得不感叹道光真是个狗皇帝。            
(1星)	 一颗星，全给名侦探依兰！！！            
(3星)	 人之所以变是因为环境在变或者要保护的东西在变又或是目标在变？            
(3星)	 看到最后竟发现喜欢沅苑多一点，看似无情却有情。依兰虽然赢了却遗世孤独，也许就是高处不胜寒。胡定欣演坏女人的水平和郭羡妮有的一拼。最后对这部剧的化妆师真是不想说什么了。。            
(2星)	 好歹是坚持看完了...TVB的古装招牌不要轻易砸了啊...这部剧也太弱智了...除了弱智就是狗血...没法说了...- -            
(3星)	 剧情还行。。那个妆啊。。萱萱老成什么样子了都。。            
(3星)	 其实我最爱的是小蔡子~            
(2星)	 名侦探依兰，哈哈哈            
(3星)	 当消遣看看···宣萱真的老了···            
(4星)	 宣萱成了全皇贵妃之后画的妆很浓 整个人也阴鸷了；胡杏儿被贬慎妃后 淡妆很美很善良；最后沅琬和绵忻同死以赴爱的悲壮；皇太后最后陈词似乎也是预言 。。。全皇贵妃终究成了万凰之王 也注定了会孤独~~人总是会变的~~~            
(3星)	 和金枝欲孽没法比，虽然追的挺激情            
(3星)	 好可怕。。。好可怕。。d妆，嘻嘻            
(2星)	 陪妈妈看得剧………            
(4星)	 一点一点看完还算有惊喜 宣萱大赞！！！            
(NA)	 片头主题歌很好听: 菊姐唱的真好. 剧情不用看, 就是一帮生活很太好的人无事生非的拧吧故事. 又名:名侦探依兰? 这个是谁想的, 日本动画看多了?             
(2星)	 为什么陈锦鸿总是演这么苦逼的角色？我觉得名侦探依兰当女帝是必然的。这个皇上太窝囊了。被后宫耍的团团转。            
(3星)	 名侦探伊兰            
(2星)	 这个还是弃了吧            
(3星)	 刚看完大结局  觉得闷闷的  要是皇上能和伊兰和好就好了            
(3星)	 我挺佩服我自己的 一边在说不好看 一边在看大结局的直播 我觉得自己真的是锲而不舍 有始有终！！！            
(2星)	 妝可以再濃點麼？名字可以起得更通俗做作點麼？情節可以再狗血點麼？……            
(3星)	 一些人为了自己的自私付出代价。后宫，不过是自己给自己挖的坟。只不过有人大点奢华点，有人小点，都是尘归尘土归土。这部剧告诉人们的是，要狠你就要狠到底，不要还有善良的恻隐之心。所谓，对敌人仁慈就是对自己的残忍。            
(3星)	 萱萱可不可以不裝嫩了？明显最好的妆也跟那个什么贵妃吸过毒的状态差不多，不服老不行，估计是这个角色太二货了没人接才轮到她演的吧~            
(1星)	 各種崩潰~造型師肯定是和皇后涼涼有仇吧~看了三集實在是堅持不住了~同學截圖後面萱萱的造型更加雷人~還好棄了~那個黃桑直接無視            
(2星)	 最近的古装不是一般的烂             
(1星)	 一集后放弃，以前给人家推荐TVB会说情节紧凑，这部戏只能说，太TM紧凑了            
(2星)	 编剧真够烂的            
(4星)	 结尾力挽狂澜顿时升华了！！！好满意这个不是人人都可以洗白的结局 萱萱还是演技那么好啊 看到最后突然想到以前上课时老师说的“你要做女人还是做天才 有时候一步之差”。非常唏嘘。不过TVB你们的古装剧怎么那么多年还是那么不忠于历史！！            
(3星)	 又名:明侦探伊兰，不是一般的扯            
(4星)	 误会一层叠加一层。            
(3星)	 今晚看结局，看到豆瓣又名名侦探依兰，已经说明了一切问题。            
(3星)	 名侦探依兰这样的译名也太喜感了。            
(3星)	 古代            
(3星)	 好久木有看过这么滥的tv了~            
(2星)	 哎……            
(2星)	 笑s我了..            
(1星)	 如果这个也能被称为台庆剧 我真的无语了 编剧你可以再恶俗一点            
(4星)	 这部剧实在是太闹心了。。拳皇贵妃果然是最大的奸角            
(4星)	 感觉不是大家说的这么烂。也许大家弃剧太早了，也或许我就是很吃TVB的这套，但的确还是一直追看。            
(NA)	 皇帝可以更挫点            
(3星)	 一个女人的绝望史诗嘛。            
(3星)	 瑞亲王角色很出彩，道光这男主角完全摆设了，还没卫公公抢眼，剧情没金枝欲孽精彩。            
(3星)	 看过一点，宣萱都后半段的造型实在……额~~前半段倒是看着顺眼~~~其他，一般般~~不怎么喜欢            
(2星)	 TVB打发无聊时间。。。可是胡杏儿那个瓜样，宣萱一副正宫娘娘的嘴脸我们已经看够了！！！            
(3星)	 还是金枝欲孽最好看啊            
(1星)	 血盆大口的胡杏儿迟暮的萱萱。太监模样的皇帝还没有烈哥霸气~剧情很雷            
(4星)	 随便看看吧，实在没什么剧可以追了。之前看了半集没看下去，现在耐心地用两天快看完了。有几幕竟然觉得，为什么宣萱竟然长成那副样子。。。还有胡杏儿，也太没有皇后的气场了。。。比较喜欢的只有那个小丫鬟，但也是喜欢演员的原因。            
(3星)	None
(1星)	 全妃犯贱，皇上傻逼，皇后淫乱，皇太后丑逼，皇爷勾二嫂还扮无辜，所有人想发现阴谋都能在后花园随便游荡一下偷听回来。从没见过一部电视剧里找不到一个不让人讨厌的人。这就是TVB编剧的水准，台庆剧的水准，所谓的演技就是伤心皱着脸飙眼泪，痛苦挠墙大哭，愤怒就把眼睛瞪成铜锣大，编剧食屎啊！            
(2星)	 稀烂  套俗            
(1星)	 烂爆了            
(3星)	 一开始就不喜欢全妃，果不其然，但这与对演员的先入为主则有点关系。            
(3星)	 再一次觉得~女人要绝，绝对比男人狠~            
(3星)	      全妃总是以自已是正义而做出自以为是的事情，从开始就觉得自已是善良的，其实全部都是自以为是。越看越令人讨厌，真是不明白最后还会让她做上皇后之位，这部戏会宣导出什么样的真理呢。            
(3星)	 只看了瑞亲王和皇后凉凉的戏份，没办法，我就是喜欢这种苦逼隐忍又深情的桥段            
(1星)	 全皇贵妃脑袋被门夹了吧。。。。。。            
(4星)	 剧情有点拖沓，对白有点罗嗦，关系实在太复杂，钩心斗角太累。全皇贵妃太聪明，屡破奇案，此剧别名“名侦探伊兰”没有白叫。总的来说，还挺好看的。            
(2星)	 演得好假            
(4星)	 剧中情节与以往宫廷争斗相似，演员的妆容比较大胆。            
(3星)	 血盆大口就像吃了死孩子一样的可怕，皇帝很懦弱，宫斗很白痴。            
(3星)	 胡杏儿一浓妆就跟村姑没两样 萱萱也跟个克夫相的寡妇似的 一张脸哀怨连连 陈锦鸿你是史上最挫的皇帝             
(5星)	 原来一共有29集啊~~觉得蛮好看的 怎么只有5点几分。。            
(2星)	 宣萱的的眼妆...啊...受不了            
(NA)	 越往后看越喜欢沅宛。。            
(4星)	 这部挺好看的啊...里面成就了一个鲜活的人物，就是小卫子，很久没有看到给我带来点触动的角色了。另外为什么我没觉得大家交口称赞的金枝欲孽好看呢，也从来没觉得黎姿有多好看，所以我一直想不通的就是为什么黎姿在开心网上人气如此之高。。。费解。。。            
(2星)	 宣萱真是不讨喜，前一秒还信誓旦旦生是穆亲王的人死是穆亲王的鬼，下一秒就乐呵呵地躺到了皇帝的怀里。贱到家了。            
(4星)	 有时候看得很想打人。。。。。。。。。。。            
(3星)	 名侦探伊兰？？？？！！！！！            
(2星)	 没劲            
(3星)	 我整个人都斯巴达了……            
(2星)	 不推荐            
(1星)	 TVB现在的剧是真心难看啊! 难道真的没人了吗? 竟然让萱萱演清装剧了...而且让陈锦鸿和胡杏儿这样没气场的人演皇上和皇后...无语了...            
(3星)	 尼玛胡杏儿的嘴！！！            
(1星)	 编剧太TM棒了，口口声声说是道光，演的却是咸丰的故事。。虽然备注了故事是瞎编乱造。。。但也太TM离谱了            
(4星)	 这他妈什么结局啊            
(NA)	 再烂的剧还是很犯贱的追到结局            
(2星)	 持续宫斗 她们的化妆怎么了 道光没食鸦片吧            
(3星)	 宣萱很胖啊，每次作揖怎么看都那么别扭！胡杏儿拜托你穿着宫里的鞋子走路别那么向前冲吧……            
(2星)	 看点是老妇女艳妆争宠            
(1星)	 苦逼的看到第四集，第五集跳着看。。。。。。。。。弃之！            
(NA)	 。。。看到后来 宣萱竟然是BOSS 而且竟然就是慈禧 哎 顾不得钮咕噜钮咕噜的好熟啊~            
(3星)	 我该如何吐槽这弱爆了的皇上…还有这如此跳跃的剧情！！！            
(5星)	 看了8集，没这么差啊            
(4星)	 超爱萱萱，他演的真的很好，很有气场，支持            
(1星)	 服装，造型，妆容，道具，到演员到说话演技都很差，比内地的古装剧差太远。            
(4星)	 演员太丑了0 0.但是我还在追剧，是太无聊了么我。            
(4星)	 两位胡小姐演技真心的可以！萱萱还是演职业女强人吧。。清装剧太奇怪了。。。            
(3星)	 故事情节还可以。就是道具一如既往的烂            
(3星)	 好在剧情紧凑            
(3星)	 还好。前面太拖拉，后面太仓促。依兰变得太快了，有一点不合情理            
(4星)	 没见过这么傻X的皇帝            
(2星)	 重温金枝欲孽去我！            
(2星)	 人类已经无法阻止。。。            
(3星)	 一直看着呢~  就一定看完~  敢不敢出快点嘛！            
(5星)	 难道皇上天天没事做，每天就处理后宫么。。。            
(2星)	 这头饰兼职是用橡皮泥捏的，第一次觉得宣萱这么老这么难看，在她的反衬下，胡杏儿倒是显得漂亮了。我到底还要不要看下去呢？            
(2星)	 极度考验耐性的一出剧            
(3星)	 真的很一般 表演夸张 剧情也太扯了 萱萱和陈锦鸿丑死了 不过演乐欣的那个港姐真的很漂亮 很像桂纶镁            
(1星)	 珠光宝气是最后看的一部TVB剧了。。。。里面的人才叫个人样。。。。。这里面的。。。。实在没什么好看的            
(3星)	 又名：名侦探伊兰～这也太搞笑了吧！！两女演的其实还是挺很好的，确实一个看似无情却有情，一个看似有情却无情，历史上的全妃也正是当皇后以前小白兔，当皇后之后就立刻腹黑的。不过就是最后太扯谈了，恭亲王他老妈，也是咸丰帝的养母静妃就这么挂了，完全不能接受哇！！            
(4星)	 啦啦啦~~胡杏儿好棒~~好棒好棒~~            
(3星)	 虽说没金枝欲孽好，比宫心计倒是强点儿，萱萱真是老了...胡杏儿妆好浓...胡杏儿今年视后提名是这个...我赶脚没戏了...热火街头多好啊~~~            
(NA)	 一群傻逼            
(2星)	 这部戏太扯蛋了，那皇帝就像弱智一样，各路嫔妃的宫斗就像小孩过家家，称谓封号也是一锅乱炖，还能更傻点吗？            
(1星)	 皇上就是个白痴···一点主见没有···后宫里的女人都是踩在皇上头上的奴才···我勒个去···中间隔了十集还能连上···我咋就看了呢···            
(3星)	 第一次看一部没有美女的后宫戏，TVB没人了吗。。。            
(3星)	 太丑了 太老了 照着宫心计差远了 照着金枝欲孽也差远了            
(2星)	 真心觉得不好看。            
(4星)	 单独来看 tvb的后宫大戏还是拍的可以的 只不过近几年同类型题材电视剧翻云倒海的席卷而来，难免有各种比较。            
(NA)	 一个喜欢扁嘴的皇上            
(2星)	 宣萱老矣，杏儿变脸。            
(3星)	 无休无止的宫斗、这应该是我短期内最后一次看宫斗了。有点烦了            
(NA)	 胡杏儿好美艳的说            
(2星)	 皇帝是白痴啊？没有独立思考能力啊？还是编剧是白痴啊？            
(3星)	 结局其实拍的不错            
(NA)	 我只看胡杏儿的那些。。。瞬间觉得她好灵啊！！1            
(4星)	 我爱萱萱            
(3星)	 剧情还可以再雷一点吗            
(3星)	 节奏慢，剧情拖，除了演员的表演比较精彩外，其他的实在是太没有什么吸引之处。不过称道的是，TVB能把清史中这段同一个皇帝三个皇后的废立更迭之事从故纸堆里淘出来，值得多给一星！            
(3星)	 剧情其实很一般，只是因为喜欢宣萱。            
(3星)	 还在追。。妆不好看。            
(NA)	 结局够悲剧的！            
(2星)	 就是看着消遣的~~最后实在看不下去了            
(1星)	 皇上是智障缺心眼            
(3星)	 今年TVB的烂片不少，这是其二。。。            
(3星)	 不知道为啥啊...看到陈锦鸿就不喜欢啊!!!            
(NA)	 虽是司空见惯的桥段，但还是看得津津有味，俩胡同学演的很好，@宣萱太好看了。期待冬装部分，看剧照冬装挺好看的。            
(3星)	 看過那麼多後宮小說的我只想說..萬凰之王的劇本..讓我好失望            
(NA)	 从这部戏开始讨厌宣萱了……            
(2星)	 真雷            
(1星)	 可以给一星，因为把道光的各种表宣泄得淋漓尽致            
(NA)	 看到6集我想弃啊，无奈没什么其他好看的我又继续看了下去。。。越看越觉得还行啊~~看到最后这什么科幻神话结局啊，真心希望皇上和依兰和好有木有啊~~豆瓣别名怎么那么有爱啊~~            
(3星)	 服装师实在是。。。太懒了            
(5星)	 萱萱不错            
(3星)	 皇权之上无情。            
(3星)	 一个善良纯净的女子逐渐变成杀人不眨眼的万凰之王，后宫真是个可怕的地方            
(2星)	 这种戏嘛,你随便看看,也是追赶时尚,茶话会的时候好跟姐妹也有的聊.女人和GAY最爱这种后宫撕扯大戏.            
(3星)	 嘛事做，睇睇传闻之中嗰鸡肋之作。编剧太敷衍了事，称谓是硬伤，配乐、布景都用残了。八一下：皇太后系寿终正寝的，又系钮祜禄氏全皇贵妃姑母，全皇后即系道光一生嗰慰藉咸丰嗰老母，突然暴毙；静贵人即恭亲王嗰老母，结局不错。不识评说，从乾隆开始选继承人：只选更弱没有最弱。睿亲王、肃亲王、瑞亲            
(3星)	 太弱了，胡杏儿的妆太没有灵气了，宣萱已经干瘪了……            
(3星)	 萱萱脸都塌了，真素难看我还每天都看            
(3星)	 因此而已，古装~            
(2星)	 雷剧无极限，化妆差的一塌糊涂            
(2星)	 狗血后宫剧哦闹我居然在看~            
(3星)	 我喜欢的宣萱啊！有点被毁了 这部戏的服装和妆容都不怎么好 显得人特别老 虽然宣萱年纪大了点 但是也不能这样啊啊啊！！！剧情也稍稍有点无力 唉 期待她下一步戏/////////另外就是爱情的残忍与不堪 阴谋与手段 天堂与地狱 能那么美又那么伤            
(3星)	 审美疲劳            
(1星)	 这是什么剧情，编剧们太神奇了，不过还是很喜欢看皇后和王爷的一段，除此外，都可以跳跃，不然就等于浪费时间            
(3星)	 OL代表的萱萱...穿上清装，还念着港剧的台词            
(3星)	 一群嫂子控啊            
(3星)	 这剧这么烂 胡杏儿多能拿影后            
(NA)	 虽然很喜欢萱萱~但是感觉这个剧不会好到哪里去……萱萱化妆化得太厉害~感觉有些老……胡杏儿反而倒觉得好看了……            
(4星)	 缘可尽 情难以断~  人都是会变的........不是很喜欢结局            
(2星)	 为什么还不结尾啊，你妹的，到底要闹哪样啊，人都死光光了            
(1星)	 忍了四集弃了。我特么的竟然可以忍四集！            
(4星)	 The Emperor‘s wives, with Jewels, gold, and many fair wives. Fires burned jealous, if you want be the queen! you have to show how your viciousness and vile nature was, although this            
(2星)	 矫情            
(NA)	 很想知道金枝2还能编出什么剧情            
(1星)	 差~~~~~~~~~            
(4星)	 何人不曾有怨念？虽有身不由己，却非无从选择…… 但往往 人偏偏就选择了那条离正路越来越远的路…… 琼楼玉宇万凰栖，只恨半点不留情。            
(3星)	 四个男女猪脚加起来都要150岁了还在爱恨情仇……【选角太重要了！】            
(2星)	 我怀念金枝欲孽的时代            
(4星)	 单纯的喜欢萱萱 剧情看到一半也是平淡如水 妆容实在是不敢恭维             
(3星)	 弃了= =            
(3星)	 TVB还有比胡杏儿和徐子珊更丑的吗？有木有？还有我压根就觉得胡杏儿和宣萱根本不适合演两主，佘诗曼杨怡等那才有气场！            
(3星)	 好歹我喜欢的那对死在了一起~            
(2星)	 我已经无聊到是个宫斗剧都看的地步了            
(3星)	 一星给怎么演怎么强大的宣萱 一星给怎么演怎么坏的胡定欣 一星给怎么演怎么讨厌的陈锦鸿            
(3星)	 聊以打发时间吧            
(NA)	 跟金枝欲孽差的不是一星半点            
(4星)	 造型太雷了，一个个妆浓的。。            
(1星)	 我承认……我欣赏不了……放过我吧……是，我确实是查了查历史，但电视剧嘛，不用太在意，查下，不过是好奇，但这个玩艺儿，真不是是个玩艺儿，不完全不合理不说，情节都这么二，一福晋，自己弯腰挡雨也就算了……大皇上飞……唉……不光飞，还众目睽睽下……抱自己的嫂子……不好意思，后来看不下去了            
(4星)	 名侦探伊兰            
(2星)	 看了一天美剧，说换个口味，结果看到胡杏儿那张大饼脸，果断弃剧            
(3星)	 萱萱老了。。。结局很反转。。。。            
(4星)	 没有想象中那么差啊，13集以后日渐精彩。            
(3星)	 无新意，剧情老套            
(3星)	 权利终会让人迷失            
(NA)	 18 宫廷剧简直没法看了，不管是内地的还是港台的            
(2星)	 看了两集就吐了            
(3星)	 萱萱的大红嘴唇子。结局居然变的这么狠！哎~~~~~~~~ 真厉害啊！            
(NA)	 万凰之王，注定遗世孤独。            
(3星)	 太老了萱萱和皇帝。快进可以看一下。            
(1星)	 2集弃，不知道在讲什么            
(2星)	 看不下去了 无力吐槽 编剧都编不出神马了么 让我去写吧！！！            
(2星)	 我一直在思考那个阴谋到底是什么            
(1星)	 这妆画得那叫一个惨烈！我很想见见这化妆师，从未如此感谢过贴屏广告，让我免受惊吓。唉，TVB颜面无存啊。以后港剧真不能看了，怎么就不长记性呢？我要以此剧明志，戒掉这个嗜好了。多年后的一个在香港的下午，面对神秘不在的香江，我回忆起自己看过的最后一部港片是堪称无比垃圾的《万凰之王》            
(3星)	 萱萱古装和佘诗曼古装傻傻分不清楚。。。            
(3星)	 5集 弃了            
(3星)	 喜欢与世无争的依兰，喜欢简简单单的沅宛。依兰的失宠是必然的，沅宛的离世是幸福的。只有绵宁最可悲，深爱的女子各个离他远去。            
(2星)	 我都老了 你们还在演秀女~            
(NA)	None
(3星)	 宣萱哈老！            
(1星)	 烂尾了。。只看一集就看不下去了            
(3星)	 TVB江郎才尽了，巡礼剧也只能做到这个程度，Anyway，权当消遣。            
(1星)	 弃            
(NA)	 《宫心计》差不离的套路，浅尝辄止2集即可。            
(4星)	 結局有點白癡。但是最後我竟然不討厭胡杏兒了。。。            
(1星)	 没气场的演员，没水准的服装，脑残的剧情，短评的吐槽原来都是对的            
(3星)	 完全是冲着宣萱看这片子的，更新得很慢，想直接看剧情介绍了。            
(3星)	 粗看觉得很糟糕，但是看到后面 争斗开始白热化了前面铺垫的情节一个个跳出来，觉得开始不错了。            
(3星)	 一开始真不能入眼 看着看着有味道了- -             
(3星)	 每一个凶残的大老婆都有一段不为人理解的血泪史阿。。。谁来看看我的命格吧            
(2星)	 皇帝是弱智            
(NA)	 囧 结局好无语            
(1星)	 史上最坑爹。史上最儿戏。史上最莫名其妙。            
(3星)	 追完了！！！不予置评！！！            
(2星)	 看的我都懒得评论了            
(5星)	 前几集真的很一般,但在第10集往后一直看到目前的15集,中后段部分开始剧情紧张了,每天看完都很想知道隔天的剧情.总体来说不错的.其实耐心看下去要比宫心计好很多            
(NA)	 很久未见萱萱,  但导演得真的比较难看，原来TVB电视里的感情感染力都没看出来，离金枝欲孽差挺远的。主要的皇帝看着就讨厌            
(1星)	 作为台庆剧，这个实在是太失水准了。。。            
(NA)	 年龄果然不饶人我直接跳到最后一集，这部片子终于看完了。。。            
(1星)	 陈锦鸿，你怎么了？你的气场还能再弱一点么？？？宣萱 你的脖子哪去了？？胡杏儿，你敢抬头么？不是低头从上面看人就阴险狡诈了啊！！这部剧还想跟金枝欲孽比？？？比个毛线啊！！！天上地下啊！！！            
(3星)	 一边看一边跟我妈吵说，妈我看不下去了太折腾了就两个女人在那里勾心斗角，那个皇帝也太懦弱了一点吧……结果被我妈鄙视……            
(3星)	 这浓妆艳抹怎么个“怂”字了得            
(2星)	 这部台庆剧啊比宫心计好些，但还是掩盖不了搓的真相            
(3星)	 陳錦鴻你敢不敢氣場再弱點啊，莫非TVB找你演皇帝就是因為你這鎮不住場的氣勢才符合道光帝的懦弱？X2和宣萱的妝要不要再濃點啊，幹脆化成個藝妓得了。動畫你再拙劣點吧，兩個人飛起來的時候我差點没有雷死啊。話說本來我覺得全妃蠻好的，一切心機也是為保護自己。腫莫後來人都死光了反而壞到骨子裏了。            
